subj,node1,node2,u-invite,priming,rw,windowgraph
S2,chimpanzee,hyena,1,1,1,1
S2,sealion,zebra,1,1,1,1
S2,alpaca,crab,1,1,1,1
S2,turtle,horse,1,1,1,1
S2,coyote,hyena,1,1,1,1
S2,bear,tiger,1,1,1,1
S2,chimpanzee,dog,1,1,1,1
S2,hare,hamster,1,1,1,1
S2,snail,gorilla,1,1,1,1
S2,giraffe,zebra,1,1,1,1
S3,polarbear,panda,0,0,1,0
S3,pelican,zebra,0,0,1,0
S3,chimpanzee,cheetah,0,0,1,0
S3,raccoon,deer,0,0,1,0
S3,parrot,hummingbird,0,0,1,0
S3,zebra,clownfish,0,0,1,0
S3,penguin,panda,0,0,1,0
S3,zebra,swan,0,0,1,0
S3,chicken,pig,0,0,1,0
S3,octopus,hyena,0,0,1,0
S3,pigeon,bat,0,0,1,0
S3,cockatoo,gerbil,0,0,1,0
S3,alligator,lizard,0,0,1,0
S3,zebra,sloth,0,0,1,0
S3,seagull,parakeet,0,0,1,0
S3,seal,octopus,0,0,1,0
S3,chicken,rat,0,0,1,0
S3,alpaca,mouse,0,0,1,0
S3,fish,seal,0,0,1,0
S3,meerkat,jaguar,0,0,1,0
S3,kangaroo,hummingbird,0,0,1,0
S3,horse,bear,0,0,1,0
S3,anteater,bear,0,0,1,0
S3,chimpanzee,goat,0,0,1,0
S3,zebra,giraffe,0,0,1,0
S3,hippopotamus,squirrel,0,0,1,0
S3,pelican,snake,0,0,1,0
S3,zebra,mink,0,0,1,0
S3,vulture,ba,0,0,1,0
S3,alpaca,goat,0,0,1,0
S3,leopard,manatee,0,0,1,0
S3,pelican,ba,0,0,1,0
S3,lion,bear,0,0,1,0
S3,belugawhale,whale,0,0,1,0
S3,ostrich,penguin,0,0,1,0
S3,emu,chimpanzee,0,0,1,0
S3,fox,whale,0,0,1,0
S3,lizard,bat,0,0,1,0
S3,turkey,parrot,0,0,1,0
S3,fox,giraffe,0,0,1,0
S3,lizard,hummingbird,0,0,1,0
S3,dodobird,anteater,0,0,1,0
S3,sheep,pig,0,0,1,0
S3,flamingo,koala,0,0,1,0
S3,lion,dodobird,0,0,1,0
S3,emu,cockatoo,0,0,1,0
S3,cheetah,gorilla,0,0,1,0
S3,pelican,flamingo,0,0,1,0
S3,donkey,snake,0,0,1,0
S3,dingo,donkey,0,0,1,0
S3,turtle,tortoise,0,0,1,0
S3,crocodile,dodobird,0,0,1,0
S3,aardvark,bat,0,0,1,0
S3,dodobird,raccoon,0,0,1,0
S3,aardvark,penguin,0,0,1,0
S3,zebra,dodobird,0,0,1,0
S3,lizard,pig,0,0,1,0
S3,hare,lamb,0,0,1,0
S3,reindeer,hummingbird,0,0,1,0
S3,reindeer,mink,0,0,1,0
S3,flamingo,fox,0,0,1,0
S3,tuna,squid,0,0,1,0
S3,molerat,octopus,0,0,1,0
S3,zebra,skunk,0,0,1,0
S3,kangaroo,beluga,0,0,1,0
S3,hippopotamus,anteater,0,0,1,0
S3,goat,giraffe,0,0,1,0
S3,pelican,fish,0,0,1,0
S3,seal,cheetah,0,0,1,0
S3,monkey,tiger,0,0,1,0
S3,lion,chipmunk,0,0,1,0
S3,cockatoo,hyena,0,0,1,0
S3,leech,moose,0,0,1,0
S3,lion,hyena,0,0,1,0
S3,sloth,koala,0,0,1,0
S3,calamari,turkey,0,0,1,0
S3,octopus,meerkat,0,0,1,0
S3,rabbit,guineapig,0,0,1,0
S3,iguana,bear,0,0,1,0
S3,fish,parrot,0,0,1,0
S3,molerat,gerbil,0,0,1,0
S3,duck,frog,0,0,1,0
S3,swan,bear,0,0,1,0
S3,turkey,parakeet,0,0,1,0
S3,owl,moose,0,0,1,0
S3,pony,lamb,0,0,1,0
S3,pigeon,toucan,0,0,1,0
S3,cheetah,giraffe,0,0,1,0
S3,belugawhale,dolphin,0,0,1,0
S3,lion,owl,0,0,1,0
S3,cockatoo,rabbit,0,0,1,0
S3,hippopotamus,alpaca,0,0,1,0
S3,zebra,meerkat,0,0,1,0
S3,owl,ostrich,0,0,1,0
S3,kimododragon,dragon,0,0,1,0
S3,chinchilla,mouse,0,0,1,0
S3,alligator,hummingbird,0,0,1,0
S3,goose,bear,0,0,1,0
S3,zebra,fox,0,0,1,0
S3,crocodile,iguana,0,0,1,0
S3,dodobird,hummingbird,0,0,1,0
S3,swan,dolphin,0,0,1,0
S3,zebra,turkey,0,0,1,0
S3,chimpanzee,jaguar,0,0,1,0
S3,rat,bat,0,0,1,0
S3,donkey,pig,0,0,1,0
S3,zebra,aardvark,0,0,1,0
S3,koala,bear,0,0,1,0
S3,penguin,cat,0,1,0,0
S3,whale,dog,0,1,0,0
S3,fox,dog,0,1,0,0
S3,chimpanzee,dog,0,1,0,0
S3,cat,whale,1,0,0,0
S3,penguin,dog,1,1,0,0
S3,pigeon,parakeet,1,1,0,1
S3,swan,moose,1,1,0,1
S3,tiger,giraffe,1,1,0,1
S3,hyena,gorilla,1,1,0,1
S3,alpaca,anteater,1,1,0,1
S3,ba,tuna,1,1,0,1
S3,pelican,salmon,1,1,0,1
S3,crocodile,leopard,1,1,0,1
S3,molerat,hamster,1,1,0,1
S3,iguana,bat,1,1,0,1
S3,aardvark,sloth,1,1,0,1
S3,hare,mink,1,1,0,1
S3,emu,hummingbird,1,1,1,1
S3,gerbil,parrot,1,1,1,1
S3,vulture,kimododragon,1,1,1,1
S3,raven,vulture,1,1,1,1
S3,ape,monkey,1,1,1,1
S3,vulture,hummingbird,1,1,1,1
S3,goat,dog,1,1,1,1
S3,snowleopard,horse,1,1,1,1
S3,fish,bird,1,1,1,1
S3,aardvark,anteater,1,1,1,1
S3,horse,pony,1,1,1,1
S3,tiger,jaguar,1,1,1,1
S3,pigeon,dodobird,1,1,1,1
S3,fox,baboon,1,1,1,1
S3,pelican,seagull,1,1,1,1
S3,crocodile,snake,1,1,1,1
S3,gerbil,guineapig,1,1,1,1
S3,zebra,hippopotamus,1,1,1,1
S3,bird,moose,1,1,1,1
S3,koala,giraffe,1,1,1,1
S3,fish,octopus,1,1,1,1
S3,tortoise,hare,1,1,1,1
S3,octopus,squid,1,1,1,1
S3,pelican,parakeet,1,1,1,1
S3,ostrich,koala,1,1,1,1
S3,lamb,jaguar,1,1,1,1
S3,cow,lamb,1,1,1,1
S3,squirrel,rabbit,1,1,1,1
S3,donkey,dog,1,1,1,1
S3,frog,cat,1,1,1,1
S3,baboon,monkey,1,1,1,1
S3,llama,aardvark,1,1,1,1
S3,fox,bat,1,1,1,1
S3,chimpanzee,gorilla,1,1,1,1
S3,donkey,giraffe,1,1,1,1
S3,calamari,squid,1,1,1,1
S3,gorilla,snake,1,1,1,1
S3,hamster,rat,1,1,1,1
S3,emu,flamingo,1,1,1,1
S3,meerkat,chimpanzee,1,1,1,1
S3,seal,duck,1,1,1,1
S3,lion,tiger,1,1,1,1
S3,zebra,hummingbird,1,1,1,1
S3,emu,ostrich,1,1,1,1
S3,polarbear,giraffe,1,1,1,1
S3,baboon,ape,1,1,1,1
S3,lizard,snake,1,1,1,1
S3,puma,jaguar,1,1,1,1
S3,raccoon,skunk,1,1,1,1
S3,crocodile,lizard,1,1,1,1
S3,leopard,snake,1,1,1,1
S3,bat,goat,1,1,1,1
S3,fish,dolphin,1,1,1,1
S3,baboon,gorilla,1,1,1,1
S3,cat,dog,1,1,1,1
S3,calamari,octopus,1,1,1,1
S3,bird,parakeet,1,1,1,1
S3,leopard,jaguar,1,1,1,1
S3,horse,pig,1,1,1,1
S3,rat,snake,1,1,1,1
S3,sheep,donkey,1,1,1,1
S3,octopus,snake,1,1,1,1
S3,pelican,hamster,1,1,1,1
S3,ostrich,anteater,1,1,1,1
S3,llama,moose,1,1,1,1
S3,fox,bear,1,1,1,1
S3,lion,cat,1,1,1,1
S3,fox,kimododragon,1,1,1,1
S3,emu,koala,1,1,1,1
S3,pelican,ostrich,1,1,1,1
S3,snowleopard,leopard,1,1,1,1
S3,sheep,rabbit,1,1,1,1
S3,fish,hyena,1,1,1,1
S3,leopard,goat,1,1,1,1
S3,meerkat,dingo,1,1,1,1
S3,pelican,cockatoo,1,1,1,1
S3,sloth,polarbear,1,1,1,1
S3,chicken,ostrich,1,1,1,1
S3,sloth,snake,1,1,1,1
S3,seal,penguin,1,1,1,1
S3,iguana,lizard,1,1,1,1
S3,fox,tuna,1,1,1,1
S3,meerkat,guineapig,1,1,1,1
S3,kimododragon,anteater,1,1,1,1
S3,fox,dodobird,1,1,1,1
S3,goose,moose,1,1,1,1
S3,mink,snake,1,1,1,1
S3,cat,mouse,1,1,1,1
S3,lion,giraffe,1,1,1,1
S3,fish,whale,1,1,1,1
S3,pigeon,fish,1,1,1,1
S3,hamster,guineapig,1,1,1,1
S3,bat,bear,1,1,1,1
S3,manatee,squirrel,1,1,1,1
S3,kangaroo,koala,1,1,1,1
S3,sloth,penguin,1,1,1,1
S3,rabbit,cat,1,1,1,1
S3,fox,raccoon,1,1,1,1
S3,reindeer,pig,1,1,1,1
S3,rabbit,mouse,1,1,1,1
S3,hare,rabbit,1,1,1,1
S3,emu,lizard,1,1,1,1
S3,hare,donkey,1,1,1,1
S3,rabbit,mink,1,1,1,1
S3,iguana,octopus,1,1,1,1
S3,sheep,lamb,1,1,1,1
S3,aardvark,alpaca,1,1,1,1
S3,alligator,snake,1,1,1,1
S3,snowleopard,dodobird,1,1,1,1
S3,parrot,parakeet,1,1,1,1
S3,chicken,donkey,1,1,1,1
S3,dolphin,whale,1,1,1,1
S3,crocodile,mink,1,1,1,1
S3,gerbil,chinchilla,1,1,1,1
S3,owl,hummingbird,1,1,1,1
S3,goose,swan,1,1,1,1
S3,gerbil,ape,1,1,1,1
S3,llama,alpaca,1,1,1,1
S3,chicken,turkey,1,1,1,1
S3,leopard,cheetah,1,1,1,1
S3,lion,jaguar,1,1,1,1
S3,kangaroo,ostrich,1,1,1,1
S3,cockatoo,parrot,1,1,1,1
S3,tuna,salmon,1,1,1,1
S3,puma,squirrel,1,1,1,1
S3,iguana,dolphin,1,1,1,1
S3,aardvark,cow,1,1,1,1
S3,rat,mouse,1,1,1,1
S3,panda,giraffe,1,1,1,1
S3,pelican,tuna,1,1,1,1
S3,aardvark,salmon,1,1,1,1
S3,dodobird,cheetah,1,1,1,1
S3,gerbil,hamster,1,1,1,1
S3,seal,whale,1,1,1,1
S3,goat,bear,1,1,1,1
S3,fish,turkey,1,1,1,1
S3,jaguar,hyena,1,1,1,1
S3,parrot,monkey,1,1,1,1
S3,donkey,goat,1,1,1,1
S3,hamster,cat,1,1,1,1
S3,sloth,anteater,1,1,1,1
S3,fox,sheep,1,1,1,1
S3,hippopotamus,jaguar,1,1,1,1
S3,turtle,frog,1,1,1,1
S3,owl,bear,1,1,1,1
S3,ape,gorilla,1,1,1,1
S3,squirrel,chimpanzee,1,1,1,1
S3,deer,goat,1,1,1,1
S3,gerbil,mouse,1,1,1,1
S3,tuna,lizard,1,1,1,1
S3,panda,whale,1,1,1,1
S3,penguin,dolphin,1,1,1,1
S3,alligator,mink,1,1,1,1
S3,zebra,whale,1,1,1,1
S3,tiger,dragon,1,1,1,1
S3,emu,penguin,1,1,1,1
S3,squirrel,chipmunk,1,1,1,1
S3,chicken,goat,1,1,1,1
S3,flamingo,swan,1,1,1,1
S3,penguin,whale,1,1,1,1
S3,flamingo,parakeet,1,1,1,1
S3,koala,hyena,1,1,1,1
S3,calamari,toucan,1,1,1,1
S3,beluga,whale,1,1,1,1
S3,monkey,gorilla,1,1,1,1
S3,kangaroo,belugawhale,1,1,1,1
S3,gerbil,donkey,1,1,1,1
S3,pelican,penguin,1,1,1,1
S3,kangaroo,polarbear,1,1,1,1
S3,pigeon,squirrel,1,1,1,1
S3,sloth,dolphin,1,1,1,1
S3,jaguar,giraffe,1,1,1,1
S3,cheetah,jaguar,1,1,1,1
S3,llama,anteater,1,1,1,1
S3,seal,dolphin,1,1,1,1
S3,ba,salmon,1,1,1,1
S3,rat,guineapig,1,1,1,1
S3,baboon,hyena,1,1,1,1
S3,swan,duck,1,1,1,1
S3,pig,goat,1,1,1,1
S3,tiger,bat,1,1,1,1
S3,molerat,guineapig,1,1,1,1
S3,iguana,dragon,1,1,1,1
S3,molerat,kangaroo,1,1,1,1
S3,hippopotamus,penguin,1,1,1,1
S3,zebra,bear,1,1,1,1
S3,flamingo,ostrich,1,1,1,1
S3,seal,leech,1,1,1,1
S3,emu,kangaroo,1,1,1,1
S3,cat,donkey,1,1,1,1
S3,turkey,rabbit,1,1,1,1
S3,snowleopard,monkey,1,1,1,1
S3,raccoon,squirrel,1,1,1,1
S3,pig,hummingbird,1,1,1,1
S3,salmon,clownfish,1,1,1,1
S3,tortoise,chinchilla,1,1,1,1
S3,belugawhale,reindeer,1,1,1,1
S3,molerat,meerkat,1,1,1,1
S3,moose,jaguar,1,1,1,1
S3,hare,jaguar,1,1,1,1
S3,cockatoo,parakeet,1,1,1,1
S3,crocodile,alligator,1,1,1,1
S3,aardvark,dolphin,1,1,1,1
S3,meerkat,mink,1,1,1,1
S3,pigeon,parrot,1,1,1,1
S3,fish,cat,1,1,1,1
S3,crocodile,cheetah,1,1,1,1
S3,bird,chipmunk,1,1,1,1
S3,ape,chimpanzee,1,1,1,1
S3,lion,aardvark,1,1,1,1
S4,lemur,warthog,0,0,1,0
S4,lemur,ostrich,0,0,1,0
S4,zebra,horse,0,0,1,0
S4,meerkat,warthog,0,0,1,0
S4,beetle,moth,0,0,1,0
S4,dolphin,dog,0,0,1,0
S4,meerkat,snake,0,0,1,0
S4,turkey,pig,0,0,1,0
S4,turtle,spider,0,0,1,0
S4,cow,horse,0,0,1,0
S4,meerkat,tiger,1,1,0,1
S4,fox,coyote,1,1,0,1
S4,zebra,lemur,1,1,0,1
S4,deer,lamb,1,1,1,1
S4,rabbit,platypus,1,1,1,1
S4,pig,lamb,1,1,1,1
S4,mite,lice,1,1,1,1
S4,iguana,sabertoothedtiger,1,1,1,1
S4,beetle,cockroach,1,1,1,1
S4,grasshopper,cicada,1,1,1,1
S4,chicken,pig,1,1,1,1
S4,plankton,lobster,1,1,1,1
S4,bloodhound,goldenretriever,1,1,1,1
S4,grasshopper,waterstrider,1,1,1,1
S4,llama,alpaca,1,1,1,1
S4,tiger,warthog,1,1,1,1
S4,cow,moose,1,1,1,1
S4,koala,giraffe,1,1,1,1
S4,seaanemone,shark,1,1,1,1
S4,ocelot,platypus,1,1,1,1
S4,mite,bullshark,1,1,1,1
S4,cricket,pig,1,1,1,1
S4,fireant,hyena,1,1,1,1
S4,scorpion,armadillo,1,1,1,1
S4,woodpecker,cricket,1,1,1,1
S4,greatwhiteshark,anaconda,1,1,1,1
S4,lion,eagle,1,1,1,1
S4,deer,moose,1,1,1,1
S4,tiger,hyena,1,1,1,1
S4,cockroach,meerkat,1,1,1,1
S4,cockroach,rat,1,1,1,1
S4,deer,hippopotamus,1,1,1,1
S4,dinosaur,betafish,1,1,1,1
S4,lion,tiger,1,1,1,1
S4,fox,penguin,1,1,1,1
S4,horse,rabbit,1,1,1,1
S4,walrus,bear,1,1,1,1
S4,mountainlion,goat,1,1,1,1
S4,belugawhale,dolphin,1,1,1,1
S4,salamander,gecko,1,1,1,1
S4,bird,octopus,1,1,1,1
S4,iguana,komododragon,1,1,1,1
S4,brownrecluse,blackwidow,1,1,1,1
S4,beetle,bear,1,1,1,1
S4,ant,butterfly,1,1,1,1
S4,fish,sealion,1,1,1,1
S4,whaleshark,bullshark,1,1,1,1
S4,shark,bear,1,1,1,1
S4,cockerspaniel,bloodhound,1,1,1,1
S4,alpaca,goat,1,1,1,1
S4,eel,barracuda,1,1,1,1
S4,rabbit,dog,1,1,1,1
S4,greatwhiteshark,bullshark,1,1,1,1
S4,brownrecluse,redpanda,1,1,1,1
S4,lion,bear,1,1,1,1
S4,antelope,mongoose,1,1,1,1
S4,zebra,kangaroo,1,1,1,1
S4,hammerheadshark,clownfish,1,1,1,1
S4,monarchbutterfly,clownfish,1,1,1,1
S4,seal,penguin,1,1,1,1
S4,iguana,lizard,1,1,1,1
S4,seal,walrus,1,1,1,1
S4,moth,butterfly,1,1,1,1
S4,chicken,mountainlion,1,1,1,1
S4,monarchbutterfly,betafish,1,1,1,1
S4,stingray,alligator,1,1,1,1
S4,anaconda,dog,1,1,1,1
S4,eel,chimpanzee,1,1,1,1
S4,iguana,python,1,1,1,1
S4,ocelot,dog,1,1,1,1
S4,fox,leopard,1,1,1,1
S4,cockroach,rabbit,1,1,1,1
S4,cow,bull,1,1,1,1
S4,anaconda,gartersnake,1,1,1,1
S4,whaleshark,hammerheadshark,1,1,1,1
S4,lemur,alpaca,1,1,1,1
S4,salamander,lizard,1,1,1,1
S4,ant,hyena,1,1,1,1
S4,wolf,coyote,1,1,1,1
S4,chicken,turkey,1,1,1,1
S4,eagle,woodpecker,1,1,1,1
S4,cicada,bat,1,1,1,1
S4,waterstrider,leopard,1,1,1,1
S4,cockroach,ostrich,1,1,1,1
S4,alligator,gecko,1,1,1,1
S4,coyote,elephant,1,1,1,1
S4,elephant,giraffe,1,1,1,1
S4,zebra,ostrich,1,1,1,1
S4,python,anaconda,1,1,1,1
S4,bird,meerkat,1,1,1,1
S4,crocodile,alligator,1,1,1,1
S4,dinosaur,mammoth,1,1,1,1
S4,mouse,bat,1,1,1,1
S4,crocodile,pidgeon,1,1,1,1
S4,ant,snake,1,1,1,1
S4,rat,mouse,1,1,1,1
S4,chimpanzee,armadillo,1,1,1,1
S4,beetle,worm,1,1,1,1
S4,tiger,leopard,1,1,1,1
S4,antelope,hyena,1,1,1,1
S4,fox,wolf,1,1,1,1
S4,lion,leopard,1,1,1,1
S4,octopus,shark,1,1,1,1
S4,grasshopper,moth,1,1,1,1
S4,komododragon,crab,1,1,1,1
S4,llama,ostrich,1,1,1,1
S4,bird,dolphin,1,1,1,1
S4,ca,cat,1,1,1,1
S4,alpaca,leopard,1,1,1,1
S4,cockroach,snake,1,1,1,1
S4,kangaroo,blackwidow,1,1,1,1
S4,cicada,beetle,1,1,1,1
S4,panda,cat,1,1,1,1
S4,dolphin,pidgeon,1,1,1,1
S4,bird,worm,1,1,1,1
S4,goldenretriever,dog,1,1,1,1
S4,cockerspaniel,bull,1,1,1,1
S4,panda,koala,1,1,1,1
S4,fish,zebra,1,1,1,1
S4,cat,dog,1,1,1,1
S4,scorpion,whaleshark,1,1,1,1
S4,eel,stingray,1,1,1,1
S4,spider,giraffe,1,1,1,1
S4,ocelot,chimpanzee,1,1,1,1
S4,cow,pig,1,1,1,1
S4,starfish,seaanemone,1,1,1,1
S4,zebra,warthog,1,1,1,1
S4,turtle,giraffe,1,1,1,1
S4,spider,ant,1,1,1,1
S4,zebra,meerkat,1,1,1,1
S4,caterpillar,fireant,1,1,1,1
S4,lemur,snake,1,1,1,1
S4,lion,meerkat,1,1,1,1
S4,butterfly,blackwidow,1,1,1,1
S4,fish,ape,1,1,1,1
S4,crab,lobster,1,1,1,1
S4,starfish,caterpillar,1,1,1,1
S4,beetle,ant,1,1,1,1
S4,lion,cheetah,1,1,1,1
S4,coyote,deer,1,1,1,1
S4,crocodile,hippopotamus,1,1,1,1
S4,brownrecluse,gartersnake,1,1,1,1
S4,sealion,barracuda,1,1,1,1
S4,mouse,dog,1,1,1,1
S4,walrus,penguin,1,1,1,1
S4,sabertoothedtiger,mammoth,1,1,1,1
S4,chicken,horse,1,1,1,1
S4,seal,sealion,1,1,1,1
S4,ocelot,leopard,1,1,1,1
S4,belugawhale,penguin,1,1,1,1
S4,fish,shark,1,1,1,1
S4,ape,chimpanzee,1,1,1,1
S4,dinosaur,pig,1,1,1,1
S5,armadillo,mouse,0,0,1,0
S5,mongoose,dog,0,0,1,0
S5,dingo,squid,0,0,1,0
S5,alligator,killerwhale,0,0,1,0
S5,tigershark,hammerheadshark,0,0,1,0
S5,zebra,mouse,0,0,1,0
S5,plankton,bluewhale,0,0,1,0
S5,ostrich,dingo,0,0,1,0
S5,krill,shrimp,0,0,1,0
S5,flamingo,dingo,0,0,1,0
S5,zebra,bear,0,0,1,0
S5,tiger,mouse,1,0,0,0
S5,eagle,hummingbird,1,1,0,1
S5,lion,bear,1,1,0,1
S5,bear,dog,1,1,0,1
S5,bunny,fruitfly,1,1,1,1
S5,crab,moose,1,1,1,1
S5,pigeon,swan,1,1,1,1
S5,coral,seasponge,1,1,1,1
S5,jackal,kangaroo,1,1,1,1
S5,mongoose,anteater,1,1,1,1
S5,swan,flamingo,1,1,1,1
S5,dingo,armadillo,1,1,1,1
S5,dear,moose,1,1,1,1
S5,parrot,ocelot,1,1,1,1
S5,panther,ostrich,1,1,1,1
S5,aardvark,anteater,1,1,1,1
S5,molerat,vole,1,1,1,1
S5,anaconda,boa,1,1,1,1
S5,lizard,porcupine,1,1,1,1
S5,hammerheadshark,killerwhale,1,1,1,1
S5,swan,partridge,1,1,1,1
S5,scorpion,hornet,1,1,1,1
S5,beetle,dungbeetle,1,1,1,1
S5,human,gorilla,1,1,1,1
S5,crocodile,squid,1,1,1,1
S5,hummingbird,woodpecker,1,1,1,1
S5,camel,oyster,1,1,1,1
S5,rhinoceros,echidna,1,1,1,1
S5,shark,whale,1,1,1,1
S5,beehornet,gartersnake,1,1,1,1
S5,dog,snake,1,1,1,1
S5,walrus,polarbear,1,1,1,1
S5,housecat,zebra,1,1,1,1
S5,octopus,oyster,1,1,1,1
S5,starfish,seasponge,1,1,1,1
S5,goldfish,piranha,1,1,1,1
S5,lobster,octopus,1,1,1,1
S5,alligator,armadillo,1,1,1,1
S5,piranha,mammoth,1,1,1,1
S5,lobster,shrimp,1,1,1,1
S5,deer,moose,1,1,1,1
S5,tigershark,shark,1,1,1,1
S5,goat,echidna,1,1,1,1
S5,panther,leopard,1,1,1,1
S5,seaurchin,whale,1,1,1,1
S5,bee,hornet,1,1,1,1
S5,plankton,krill,1,1,1,1
S5,mongoose,bear,1,1,1,1
S5,lion,tiger,1,1,1,1
S5,molerat,mouse,1,1,1,1
S5,bison,barnacle,1,1,1,1
S5,panther,ocelot,1,1,1,1
S5,zebra,dear,1,1,1,1
S5,iguana,icefish,1,1,1,1
S5,shark,jellyfish,1,1,1,1
S5,anaconda,anteater,1,1,1,1
S5,rodent,bunny,1,1,1,1
S5,lobster,scorpion,1,1,1,1
S5,rabbit,hair,1,1,1,1
S5,leopard,jaguar,1,1,1,1
S5,bluewhale,killerwhale,1,1,1,1
S5,molerat,komododragon,1,1,1,1
S5,horse,pig,1,1,1,1
S5,pigeon,duck,1,1,1,1
S5,ape,gorilla,1,1,1,1
S5,hummingbird,polarbear,1,1,1,1
S5,warthog,hog,1,1,1,1
S5,coyfish,clownfish,1,1,1,1
S5,barnowl,barnacle,1,1,1,1
S5,bee,gnat,1,1,1,1
S5,gnat,blubberwhale,1,1,1,1
S5,chicken,bull,1,1,1,1
S5,eagle,pidgeon,1,1,1,1
S5,dingo,dog,1,1,1,1
S5,eel,elephant,1,1,1,1
S5,hamster,hound,1,1,1,1
S5,ostrich,hyena,1,1,1,1
S5,swan,parrot,1,1,1,1
S5,crocodile,shrimp,1,1,1,1
S5,pig,hog,1,1,1,1
S5,roach,beatle,1,1,1,1
S5,aardvark,fruitfly,1,1,1,1
S5,seal,walrus,1,1,1,1
S5,shark,killerwhale,1,1,1,1
S5,lobster,krill,1,1,1,1
S5,hammerheadshark,shrimp,1,1,1,1
S5,parrot,woodpecker,1,1,1,1
S5,lion,zebra,1,1,1,1
S5,octopus,platypus,1,1,1,1
S5,parrot,hammerheadshark,1,1,1,1
S5,goldfish,clownfish,1,1,1,1
S5,bison,beaver,1,1,1,1
S5,eagle,vulture,1,1,1,1
S5,duck,mouse,1,1,1,1
S5,camel,snail,1,1,1,1
S5,hummingbird,bluewhale,1,1,1,1
S5,honeycripser,cat,1,1,1,1
S5,cow,bull,1,1,1,1
S5,bat,barnowl,1,1,1,1
S5,anaconda,gartersnake,1,1,1,1
S5,koalabear,rhesusmonkey,1,1,1,1
S5,mule,horse,1,1,1,1
S5,bat,alligator,1,1,1,1
S5,seaurchin,squid,1,1,1,1
S5,lizard,jellyfish,1,1,1,1
S5,eagle,alligator,1,1,1,1
S5,bird,lynx,1,1,1,1
S5,tiger,bear,1,1,1,1
S5,icefish,piranha,1,1,1,1
S5,walrus,blubberwhale,1,1,1,1
S5,sunshinebear,blackbear,1,1,1,1
S5,chicken,turkey,1,1,1,1
S5,vole,hamstergoldfich,1,1,1,1
S5,armadillo,porcupine,1,1,1,1
S5,koalabear,frog,1,1,1,1
S5,flamingo,lynx,1,1,1,1
S5,komododragon,rhinoceros,1,1,1,1
S5,hair,snail,1,1,1,1
S5,manatee,kangaroo,1,1,1,1
S5,armadillo,aardvark,1,1,1,1
S5,crab,kodiakbear,1,1,1,1
S5,goose,duck,1,1,1,1
S5,ocelot,moose,1,1,1,1
S5,zebra,tiger,1,1,1,1
S5,prayingmantis,beatle,1,1,1,1
S5,housecat,ocelot,1,1,1,1
S5,fox,wolf,1,1,1,1
S5,lobster,crab,1,1,1,1
S5,eel,octopus,1,1,1,1
S5,jackal,icefish,1,1,1,1
S5,iguana,hound,1,1,1,1
S5,seaurchin,shrimp,1,1,1,1
S5,tiger,snake,1,1,1,1
S5,hyena,giraffe,1,1,1,1
S5,walrus,deer,1,1,1,1
S5,bison,bull,1,1,1,1
S5,elk,finch,1,1,1,1
S5,starfish,squid,1,1,1,1
S5,dungbeetle,elephant,1,1,1,1
S5,grizzlybear,jaguar,1,1,1,1
S5,crab,shrimp,1,1,1,1
S5,elk,eel,1,1,1,1
S5,rodent,mouse,1,1,1,1
S5,cat,dog,1,1,1,1
S5,rhesusmonkey,chimpanzee,1,1,1,1
S5,coyfish,eel,1,1,1,1
S5,polarbear,sunshinebear,1,1,1,1
S5,deer,elephant,1,1,1,1
S5,turkey,deer,1,1,1,1
S5,bluewhale,dog,1,1,1,1
S5,prayingmantis,shrimp,1,1,1,1
S5,bird,goat,1,1,1,1
S5,ape,chimpanzee,1,1,1,1
S5,bison,armadillo,1,1,1,1
S5,beetle,bull,1,1,1,1
S5,hummingbird,vulture,1,1,1,1
S5,wasp,beehornet,1,1,1,1
S5,crab,seaurchin,1,1,1,1
S5,flamingo,ostrich,1,1,1,1
S5,wolf,leopard,1,1,1,1
S5,sabertoothedtiger,frog,1,1,1,1
S5,lion,piranha,1,1,1,1
S5,polarbear,kodiakbear,1,1,1,1
S5,anteater,rhinoceros,1,1,1,1
S5,warthog,hyena,1,1,1,1
S5,mule,cow,1,1,1,1
S5,wasp,scorpion,1,1,1,1
S5,honeycripser,hummingbird,1,1,1,1
S5,crocodile,alligator,1,1,1,1
S5,sabertoothedtiger,mammoth,1,1,1,1
S5,finch,goose,1,1,1,1
S5,elephant,hyena,1,1,1,1
S5,grizzlybear,blackbear,1,1,1,1
S5,clam,coral,1,1,1,1
S5,cat,beaver,1,1,1,1
S5,fox,dingo,1,1,1,1
S5,pidgeon,hamstergoldfich,1,1,1,1
S5,cat,bear,1,1,1,1
S5,manatee,seal,1,1,1,1
S5,dingo,rhinoceros,1,1,1,1
S5,boa,mongoose,1,1,1,1
S7,tiger,cat,0,0,0,1
S7,mountainlion,cheetah,0,0,1,0
S7,fish,bird,0,0,1,0
S7,fox,deer,0,0,1,0
S7,zebra,hippopotamus,0,0,1,0
S7,wolf,rhinoceros,0,0,1,0
S7,canary,buffalo,0,0,1,0
S7,parrot,buffalo,0,0,1,0
S7,mountainlion,wolf,0,0,1,0
S7,canary,eagle,0,0,1,0
S7,pidgeon,hawk,0,0,1,0
S7,seal,manatee,0,0,1,0
S7,human,fish,0,0,1,0
S7,panda,kangaroo,0,0,1,0
S7,bat,guineapig,0,0,1,0
S7,parrot,mockingbird,0,0,1,0
S7,fox,cheetah,0,0,1,0
