jeff,beta,numnodes,numlinks,probRewire,numedges,graph_seed,numx,trim,x_seed,toynetwork,cost_inviteirt,time_inviteirt,bestgraph_inviteirt,hit_inviteirt,miss_inviteirt,fa_inviteirt,cr_inviteirt,bestval_inviteirt,cost_invite,time_invite,bestgraph_invite,bestgraph_invite,miss_invite,fa_invite,cr_invite,bestval_invite
0.9,0.909090909,15,4,0.3,30,185,3,0.7,185,15!1n55ytct4gjx9eza9zx2qxblrr872t9l8ugmyitjm1he,26,00:13.8,15!1m7vol2eyl511af6wr8le30d4go7xjc3gkiivr7dq78q,14,16,10,65,-31.54235854,28,FALSE,15!1m7vol2eyl511af6wr8hloivu3ybnpkszpfr4mwp5u0a,,18,10,65,-29.27024432
0.9,0.909090909,15,4,0.3,30,186,3,0.7,186,15!1tmgw3fa0qwo720q6u9ppbmp51312okdxmc6bjm1jytq,20,00:12.9,15!1y3u39umup5mrxq3n961hes0huu4j4kbm56q06p4du4,14,16,4,71,-25.61534296,20,FALSE,15!1y3u39umup5mrxq3n961hes0huu4j4kbm56q06p4du4,,16,4,71,-21.62961787
0.9,0.909090909,15,4,0.3,30,187,3,0.7,187,15!2fbo8m4kmvx75mwz741hohcdolxedcjs5sp08f35f9qa,22,00:15.0,15!2fcnhorz3mraggienphhgt7ha34afqoashvo01coz5s6,15,15,7,68,-29.55964555,21,FALSE,15!2fbmnjvqyk277ma5ljm9ggr7irr4sxiw8jsd0usmseti,,16,5,70,-26.86871851
0.9,0.909090909,15,4,0.3,30,188,3,0.7,188,15!2fbxg1p3pujs0e6tg95bbwxs4hy447v9xxdjxk4aocua,22,00:29.7,15!2fbdauwc9e08u0cp1z87lwearu7w6b22r73lyo7e0k6a,16,14,8,67,-33.09114976,24,FALSE,15!2fbdauwf0yjl20ikfoylmwadhtaw71iwu0h5hjgcda1u,,14,10,65,-30.68031393
0.9,0.909090909,15,4,0.3,30,189,3,0.7,189,15!2g8xdivhszlh25vf5l9b1ohg0myowo6uvul8esvgzegw,23,00:15.7,15!uxzzfyjgonvftb8qqktnbjdj7761m00vri7a11cajcw,15,15,8,67,-33.17478541,24,FALSE,15!uxzzfyijhv6dcayvoiol6wpjzx9580qg7ibfddqnw5c,,16,8,67,-29.70844608
0.9,0.909090909,15,4,0.3,30,190,3,0.7,190,15!t6lx6hesyr5qvrbxrfs1l4o9u0ogecqx5xru61sdity,18,00:16.0,15!t8mfuj5s7muounug2iqgimwbaoyjw79em0up94qu8hg,17,13,5,70,-29.30995749,18,FALSE,15!t8mfuj5s7muounug2iqgimwbaoyjw79em0up94qu8hg,,13,5,70,-27.18768289
0.9,0.909090909,15,4,0.3,30,191,3,0.7,191,15!2fbxg1cls7vfpzrvb5vm6kkcmaxtcy4m29dg9c2uwukm,19,00:20.8,15!1tj5omfvg2gqrelmozte8ou35wlj91chmjd4xt8b1ia,16,14,5,70,-31.6601776,17,FALSE,15!1tj5omfvg2gqrelmozri1isk9a4xf7xrnk94xpp9gea,,14,3,72,-28.5150563
0.9,0.909090909,15,4,0.3,30,192,3,0.7,192,15!2fbwc7q6cwr2hfcmcf6ddifmblhovdviqtihmasxujva,22,00:13.5,15!2fk2jthvi9vmvqehw9k7s99i031lehu5g5bcq6wh4tuq,15,15,7,68,-31.1032919,22,FALSE,15!2fk2jthvi9vmvqehw9k7s99i031lehu5g5bcq6wh4tuq,,15,7,68,-29.20337273
0.9,0.909090909,15,4,0.3,30,193,3,0.7,193,15!2fbnnzv2nen3xd9v210atoi96khlut79yx090tbnv284,17,00:13.6,15!1m7wrlj987qkep8fmcd9lp2gjuca7otpd1thg65478qw,16,14,3,72,-29.03363673,21,FALSE,15!1m7wrlj987qlw9biwfoj3q6nwrtf6bqkhs5lru7e1vk8,,15,6,69,-27.60317835
0.9,0.909090909,15,4,0.3,30,194,3,0.7,194,15!2fbe0r9oahpnnfexdk264g7501ramcxbth0wxxz1w0sk,20,00:15.0,15!2fbe3c56up7gtnqe00sz572okn4nu2xuy7zk3y03bmdg,16,14,6,69,-32.03396938,20,FALSE,15!2fbe3c56up7gtnqe00sz572okn4nu2xuy7zk3y03bmdg,,14,6,69,-29.82915874
0.9,0.909090909,15,4,0.3,30,195,3,0.7,195,15!2fc4xvvzopmk4yiuyhpqt4gaehi7fbs7oameda46ez9i,16,00:18.2,15!2fbdcmmftffo381mc2466d3qabtnr4fsxz8rt7rsuv0m,17,13,3,72,-29.51416807,16,FALSE,15!2fbdcmmftffo2t3bl02bv1ay6r73cqz8cvw4diai0nie,,13,3,72,-25.93852791
0.9,0.909090909,15,4,0.3,30,197,3,0.7,197,15!2fbn3q97kt5uddeiyi59faj7hgybe8m6il41vo4luj9i,23,00:25.7,15!2fbmj0brz41pr4lhksowkj3t290ktgf2dm6c3hqz5b7o,13,17,6,69,-27.16773972,22,FALSE,15!2fbmj0brz41pr4lhksowkj3t290kutmu2j1xqs996fwk,,16,6,69,-23.97836957
0.9,0.909090909,15,4,0.3,30,198,3,0.7,198,15!b1ix70rgc2akalb8r79i01s24yuq3jlenvfkuyv94b2,16,00:19.2,15!7e1n41cgj0n6cw7fniosdutjjcm1u95vplk0py4tp9o,17,13,3,72,-27.62412838,14,FALSE,15!7e1n41cgizzjrjue0segenhq5lroda6s7h83qkaq0wc,,13,1,74,-24.10582607
0.9,0.909090909,15,4,0.3,30,199,3,0.7,199,15!2fc6nk6xwi2rt21k7cuf94vuaxq9yal45kecc1qqayo6,18,00:17.3,15!2mlcr9ez605vp9ygdcdnvm6l0hvkm2xbwsj84pk3ysjo,17,13,5,70,-32.45464118,20,FALSE,15!2mlcr9ez6itycdlirw3lj2922n8u337pf6jx8mb8rl6s,,13,7,68,-29.43236266
0.9,0.909090909,15,4,0.3,30,200,3,0.7,200,15!mr418d0879rdetrq8yrpf53ec0ahfaoy1ebhapnr5l2,17,00:16.4,15!mr418ce3o3qdkc7ih7z1sqwcbwl3abp0koqlgbkehhs,18,12,5,70,-31.08130236,20,FALSE,15!fhfinky51lw8h6q1ri7fyhx8co8dutotgkdqz6y0qhc,,13,7,68,-28.5559626
0.9,0.909090909,15,4,0.3,30,202,3,0.7,202,15!2mlv6asmn610nzcccxobm48jr1qf1trke4xuii1nyz2e,20,00:13.8,15!1ti2n0b5m793lj60w66zj3wkdk1v52h7juypraax2xoi,15,15,5,70,-33.46087734,20,FALSE,15!1ti2n0b5m793lj60w66zj3wkdk1v52h7juypraax2xoi,,15,5,70,-28.85119221
0.9,0.909090909,15,4,0.3,30,203,3,0.7,203,15!3ojumfutxtdyawn9640rfcpmjv58hi8mrp7gpf9pp3k,17,00:12.8,15!3s3mdhf6otl1xq2suvuzqmfwrofjn4sooezdt8ji8vk,18,12,5,70,-32.16017676,17,FALSE,15!3s3mdhf6otl1xq2suvuzqmfwrofjn4sooezdt8ji8vk,,12,5,70,-31.74463469
0.9,0.909090909,15,4,0.3,30,204,3,0.7,204,15!2fc5lcu7c19adoz13dmhh8ajyra5uijrb2sccic0kgsg,16,00:13.0,15!t49eslb9q0w9xcojjffaw3tim1hoh57bap8ra2ymh34,18,12,4,71,-30.71709683,19,FALSE,15!t49p5jmbyxzvugx099btehnc0yj3dzo41rbtgwxygps,,13,6,69,-28.16864152
0.9,0.909090909,15,4,0.3,30,205,3,0.7,205,15!1pve1udorvk2smrki30s4erow4k3rkhf8z7ptw4aa89g,19,00:11.3,15!t4jork2d2ov02a0ihntsa67n2565mmy0s42icjlcbwk,17,13,6,69,-30.15063166,19,FALSE,15!t4jork2d2ov02a0ihntsa67n2565mmy0s42icjlcbwk,,13,6,69,-28.93092513
0.9,0.909090909,15,4,0.3,30,206,3,0.7,206,15!12c2qww5amme611zgebah8wv6afowt1md0ehlunjl91i,16,00:11.9,15!982n3prlbrmtjwf91oe45nt64xamsj93zf22j4lhma0,19,11,5,70,-31.06878941,18,FALSE,15!7el7kwg3oseze5hzj10r9vts6tvfl02wdmsb8rbx24o,,13,5,70,-29.17250188
0.9,0.909090909,15,4,0.3,30,208,3,0.7,208,15!j78cc54kbs3qpomkeb5m1idz8dk671ij3sgvx906yu,16,00:14.4,15!h5lg2vdjiaz3l2pkv97w9jqhweatfosl0fpiqazw8y,17,13,3,72,-29.66185383,17,FALSE,15!h5lg2ugcs8ezy911q8jpmgjfznyyvpshcwr9p9b2te,,14,3,72,-27.64695764
0.9,0.909090909,15,4,0.3,30,209,3,0.7,209,15!2fcyn1vqph9lltd27ao21j58ojhaaeazk3c86tkcb66q,29,00:12.1,15!2tybjknxegaqy9535jpfne33t4o6ayun9cq9lij9xf60,12,18,11,64,-33.76462296,30,FALSE,15!2tybjqhpp6b9kj7ysb3ypzqwsnq459qhjkhmau0u9hqg,,18,12,63,-31.86234701
0.9,0.909090909,15,4,0.3,30,213,3,0.7,213,15!fhegg936wfcxa214x2uw50u5l7091j1gyctotn4rtvq,14,59:52.3,15!fgw0ry63328mn9yj7z0psmwt2qcnva8nkd0t5de79xe,18,12,2,73,-28.10792887,15,FALSE,15!fgw0ry63328m8bns5x6cc3q9t1ehiet6gv6w3b9mg3m,,13,2,73,-25.22069411
0.9,0.909090909,15,4,0.3,30,214,3,0.7,214,15!2mlv6tpzu4h2tbl3yowkqfnny9e7w162qbmgf0l9qfwy,20,00:14.4,15!10e8sc1bhvjcykpd6ma1ojlevuee13b4egqbg9ykfndc,18,12,8,67,-30.4823083,22,FALSE,15!t4b27blgn4cl3o344qhrdlhxcrbpnn6auuuc6f9pvdc,,14,8,67,-28.59824162
0.9,0.909090909,15,4,0.3,30,215,3,0.7,215,15!2qpfhfis46yk6zuz9mv43mmadiqeek36glqjyzjb5r7q,23,00:14.5,15!17nwf53dpqrixq9s1yr8ijg78gvpkgk26trxwnjb3ugw,13,17,6,69,-28.33598869,26,FALSE,15!17nwf53dpqrixr7f6tqgfclewtyqna1ekx3qk2hi445c,,18,8,67,-25.97399662
0.9,0.909090909,15,4,0.3,30,216,3,0.7,216,15!1thv28wl9sqm8f9hgrsy0fnh0hx2hyyijcwzbnxmaoea,22,00:16.2,15!1thu75ye3ebqexyle5ikonx88u8hizgsi53q4bctt2ps,14,16,6,69,-25.15827994,21,FALSE,15!1thvcluwck18wihl8c7pi0rufj087riejj3c9mjqbgu8,,15,6,69,-20.19752803
0.9,0.909090909,15,4,0.3,30,218,3,0.7,218,15!2fbvvck9lpikxd9a8zzf5dkcu4wym71zrl2okts6ieme,15,00:14.4,15!2fbvvgkht2wak1p634m0ut1s8yaicd8ejmyiq9k1j01s,19,11,4,71,-31.69488509,19,FALSE,15!t49gzzl614vabcf90q34skoftbrbqrupiegtzwtm9s0,,14,5,70,-28.28280026
0.9,0.909090909,15,4,0.3,30,220,3,0.7,220,15!2mltqz2ezmymoqr0mbqvohbt78n8c2n7fq5c6r7n89dw,16,00:12.2,15!wr91iq4duhx6km22ib04efbn3hdu6jlyzj3rl4nusqo,18,12,4,71,-30.72545523,15,FALSE,15!t49lr6gixa4t1ofxscntrw3w3r0e2q7idfkepr45tds,,13,2,73,-29.17552383
0.9,0.909090909,15,4,0.3,30,221,3,0.7,221,15!10gafrlxz7mrx4pivxzygwaz2c39wguyobyl0dls3wny,21,00:13.2,15!1kz959fdksyyd1g7l4m40wetq8dthd0ldnlx6fbzmc,13,17,4,71,-26.04145058,22,FALSE,15!1kz959fdksyyd1g7lc6xlfskpf01bdjdlzcbpsnm6s,,17,5,70,-23.56246437
0.9,0.909090909,15,4,0.3,30,224,3,0.7,224,15!tkwj3y0vqr5ssop9kiebuq79jx07k1htp6s5xs8rkee,20,00:13.4,15!heu97sc5skwjy8i2q9e85bkbdg4e4iq8zqrqw4fsx2,16,14,6,69,-29.90164389,21,FALSE,15!heuwixj1und9bhgn36vxp8dul7kik95nqzhfu8cxeu,,14,7,68,-28.44702403
0.9,0.909090909,15,4,0.3,30,230,3,0.7,230,15!2g856556y3j3d5g5b35ukgwen9lsw5ckn1tyrdhpvj86,18,00:12.0,15!u0hnodmr4bjci45514xr0pywnf4sl0h6tfjdwvsqk1y,17,13,5,70,-33.3545307,19,FALSE,15!u0hnodmr4bjci45514xr0pywjkv0cfkcb5c2tv4qlmu,,14,5,70,-30.56191172
0.9,0.909090909,15,4,0.3,30,234,3,0.7,234,15!2fc6d798qfoymtsnsb883uomdl880j6nqvea26809nnm,16,00:19.2,15!t40e9rygufd1eiuydnti1k80g5ju7qkrx2z3yv3bldu,18,12,4,71,-30.24549421,16,FALSE,15!t40e9rygufd1dl7s6s7cpa0t1ce5i4zixqcstr4vyf4,,14,2,73,-24.94261361
0.9,0.909090909,15,4,0.3,30,236,3,0.7,236,15!1mcj3fajbabje460pcc7arg8v1x5qjixjgx4c9sfliro,12,00:19.6,15!1mcj3fajbabjdhrn0j33h85kfiep4xo1xn597naak7k0,22,8,4,71,-36.25717109,14,FALSE,15!1mchy0uh5ugato3ur9p6xdzd3zzquu8mh4n206a2jznk,,9,5,70,-33.06956443
0.9,0.909090909,15,4,0.3,30,238,3,0.7,238,15!2h54iuuz931cbxf2ewm9a6i7laun428toweqy03l35oi,25,00:19.5,15!17nw5iq4dq8y1sdxwwfpou456y6fh9ld9w3wqrc3vrps,15,15,10,65,-32.76310965,26,FALSE,15!17nw5iq4dq8y1sdxwwfpou1g32ue7eqnw1h8y8jr1q1c,,17,9,66,-30.60364063
0.9,0.909090909,15,4,0.3,30,240,3,0.7,240,15!2fc5sgwfz9jozcg5uznkae9yqeaaf0euqvc1o2i5lsec,12,00:13.7,15!tkwgiomml258pitw5m0lksgz63xm3jqh3ia17184bno,20,10,2,73,-29.4915862,13,FALSE,15!tkn906smnn3nx3ealpoq5whd97d6oroky8wc7p8yp6s,,11,2,73,-27.14238643
0.9,0.909090909,15,4,0.3,30,242,3,0.7,242,15!20ucb2usc08go8p39atev752dr08orju2xm5dg3alkb6,17,00:16.6,15!1tjv0ioiljcodrznti2tf4urjmc9rszznp1tm27yy2oi,18,12,5,70,-30.6812618,16,FALSE,15!1m9xaff8mzfsnujgk6b2lbmn8f34b6b7cv8ku6677wnm,,13,3,72,-26.20646081
0.9,0.909090909,15,4,0.3,30,244,3,0.7,244,15!1o2fqwx4crkmrvnxxvqxl8dg4bc5h1zlwrzvgqbsg5ja,16,00:12.7,15!1ujk774vwbtid52lydw93qyaxl2pclaiq7r7zxj6a9u,17,13,3,72,-26.86260923,16,FALSE,15!1ujk774vwbtid52lydw93qyaxl2pclaiq7r7zxj6a9u,,13,3,72,-24.32346271
0.9,0.909090909,15,4,0.3,30,245,3,0.7,245,15!u4vw18y7r4asb3stmvmt0znpb5o6lm6ecjabkcsdgcm,13,00:14.0,15!10umpmy4mnkbngeoom4zma26zlmpdghy5zatgwwr5dw,20,10,3,72,-27.69489139,13,FALSE,15!10umpmy43ehjx0ok0iah6wvuktppjmx62pxxeuclf5w,,11,2,73,-24.70938196
0.9,0.909090909,15,4,0.3,30,247,3,0.7,247,15!1rougtkj0pri8dg5asswwu72sxbq0iwv76xlmm8yb85c,15,00:13.3,15!1u9rz2ip035v5xwhjbbw0v5zopgm6qkf82k6ups7jsw,19,11,4,71,-33.92958177,15,FALSE,15!1u9rz2ip035v5xwhjbbw0v5zopgm6qkf82k6ups7jsw,,11,4,71,-30.80459369
0.9,0.909090909,15,4,0.3,30,248,3,0.7,248,15!2fe81h1wg68ma9vocrpe5ukjqwrleopeuv90gt7ffnk2,15,00:17.4,15!t5jnhu3ypw3obq6s1s7u1uo306u9eoekn3ny2dogm4i,19,11,4,71,-30.87590108,19,FALSE,15!t5jnhu3ypw3obq6s1s8b3nuqn0ogky7uwu7mc7cao02,,14,5,70,-27.77388601
0.9,0.909090909,15,4,0.3,30,249,3,0.7,249,15!22yqwqyv8txeeioxb5mflared0fpeyhr9xik0jqtzpi,20,00:15.8,15!li4ko8fpmd2g1czcicp730lq107gsdhusji7jrzv9e,14,16,4,71,-29.28907849,20,FALSE,15!li4ko8fpmd2g1czcicp730lq107gsdhusji7jrzv9e,,16,4,71,-24.25118946
0.9,0.909090909,15,4,0.3,30,251,3,0.7,251,15!1n56i911gdfdgh48ah50ojtkgnsvmzcemuchqt7h0jya,15,00:14.2,15!x0ibhhzz8ng76jzq7owj8ao94s2kewedt733xl5kw0,18,12,3,72,-27.15713662,17,FALSE,15!x0ibhhzz7c70htwgr48ktmunurxw5f4f76znivwd8g,,14,3,72,-22.54120635
0.9,0.909090909,15,4,0.3,30,252,3,0.7,252,15!2fbe63lv7jd1agwm0cjaahfgb9jxem6vseyufoxu1ypu,21,00:13.1,15!1m7warrts9oe5rece2p9l2dqin39khq3s5sfj5xhwbpe,16,14,7,68,-28.44608512,20,FALSE,15!1m7n1ynpek57nk8eve32pp7fgainw1f8uudx4vu6yqf6,,15,5,70,-25.54066469
0.9,0.909090909,15,4,0.3,30,253,3,0.7,253,15!1sl3wyfkz6yh5s0qzcv9mjfy2g2hhkudo5fc5dxzrm6m,22,00:14.2,15!1sku6nuvpesu12pjlwtfucrkrtnkm6mbnw6w6uf6b286,16,14,8,67,-31.04729612,23,FALSE,15!1qrcqhqf0vrjq7lddtt4zrfokccdw47nurroga5pjs3q,,16,7,68,-28.54678434
0.9,0.909090909,15,4,0.3,30,255,3,0.7,255,15!15qqwkeo0yshkwtqhz3aqljj11dc0kcpxv7pelr7e4q,19,00:15.2,15!h5lfq6zj7w87c1vqpeefwmn4anwmuiqbnxubfstd7c,15,15,4,71,-27.46658042,22,FALSE,15!h5lfq6z0jtl3ozgj1aktw15oacvvpwz5phfvrgcxeg,,18,4,71,-23.30262729
0.9,0.909090909,15,4,0.3,30,256,3,0.7,256,15!1mqbv10dtoh3xytpm8xu0z21qg4099e5q60iuc1k1zwm,15,00:14.2,15!1m9xcp1foflra2ijqgzszi2cj6dg1vtzzjeun8cncgn4,17,13,2,73,-29.18554262,16,FALSE,15!1m9xcprnprutlub351vpj6hleqvgfumz4os62ls7h0zk,,13,3,72,-27.01171355
0.9,0.909090909,15,4,0.3,30,257,3,0.7,257,15!2fc5jgdzhrgzfhd4w83nhg6hejln0m5a9fv6qi1d7mvi,18,00:15.4,15!t4j69awm41g5377cv6q9ijzg84jljsxfgjcgzcdyozy,16,14,4,71,-31.81705559,20,FALSE,15!t4j69awm41g5377cv6q9ijzg84jljswgf1ao61zvx1q,,15,5,70,-28.50697446
0.9,0.909090909,15,4,0.3,30,258,3,0.7,258,15!2fc5i51oc06bpgedqhsfy7weal2h8x9ssyr51ctewzza,13,00:22.0,15!1m84tiobfxqkxmlij72pvfdgs0kfj8hl6jmzhig4wzl2,19,11,2,73,-27.76191194,14,FALSE,15!1m84w3ww7hyusg2idgvwtrqesvuw01ch4obpuz9u61pi,,11,3,72,-26.03987606
0.9,0.909090909,15,4,0.3,30,259,3,0.7,259,15!tkxbq0zj05ohq25o7v7qb9mk3mn370jn0ckk2vj9sli,15,00:12.4,15!h67kpnuz7cvptvjexj1rwttw5f628nuec88ejuhe68,18,12,3,72,-28.09465644,15,FALSE,15!h67kpnuz7cvptvjexj1rwttw5f628nuec88ejuhe68,,12,3,72,-26.55719974
0.9,0.909090909,15,4,0.3,30,260,3,0.7,260,15!tkxlylydcivq7xttzqum8v2a28q89vov93ltav5xqme,22,00:14.2,15!geinaucobv49349ie6txgck7lkpy6u3lbquui5tglc,14,16,6,69,-30.67752456,21,FALSE,15!geinaucobv49349ie6txgck7lkplvw6d6m7wp2cn5s,,16,5,70,-27.91677823
0.9,0.909090909,15,4,0.3,30,261,3,0.7,261,15!2fbxgp08x9hgu7jeonyvws4yzben6m4c4198ioncbpza,20,00:15.6,15!t4tgm49vado00tz30wmyemo2tqf6p71unxlabwix69y,16,14,6,69,-29.34477285,20,FALSE,15!t4tgry260e6m76abnzvbu0n3dutu54i9lyantm2f1om,,13,7,68,-27.94321136
0.9,0.909090909,15,4,0.3,30,263,3,0.7,263,15!2fc6njun5necpoc36jwyq9elbze3qltghoah1kjwmexq,15,00:13.3,15!t4tj69ihpovb7qhu49xurvdmxz5rarcvna8xej8eal6,19,11,4,71,-31.05023449,15,FALSE,15!t4tj69ihpovb7qhu49xurvdmxz5rarcvna8xej8eal6,,11,4,71,-27.46528942
0.9,0.909090909,15,4,0.3,30,264,3,0.7,264,15!1o1ersgi3mbinkwyvc6qumkuqkr1600fnx85355yfrwm,20,00:17.0,15!4lsjmnnl16g09wkgjsmw11c09icqcvtv22cwolo8kqs,17,13,7,68,-32.00575635,21,FALSE,15!4lsm7w8clepv3dkatltudea14st75qpt6r3a5fdhmv8,,13,8,67,-30.8328654
0.9,0.909090909,15,4,0.3,30,265,3,0.7,265,15!1mosjimldah6hf1f39l2r0s3yypgqzb1cankuezfos9u,14,00:13.4,15!1moskt8h01ef5ibi9rtjjbr1306d6nktl8ffvoaq2mf6,19,11,3,72,-28.49877996,16,FALSE,15!1mojdadizfuuetzsyxh9e2nf1b0sk9eb3jwc1670u1oi,,13,3,72,-20.17549188
0.9,0.909090909,15,4,0.3,30,267,3,0.7,267,15!v2560386mvlph0f40ii5r6nafr8w5tbehc5x9padpfm,21,00:12.7,15!4ea22hvy458iobanprwv98pf0wfy1f5dnbd96xis5e,16,14,7,68,-31.04326768,22,FALSE,15!4ea22huwrzybe6hk9yi6d17va9pn0q781n61tno4jm,,15,7,68,-28.5464786
0.9,0.909090909,15,4,0.3,30,269,3,0.7,269,15!u3cmy9yklvbte1k2tmwc9cxen9qpnul9z3nd584rmrq,19,00:21.1,15!2vb6l4wcqs9g0lo1kb3kxz6cmpj3gdwcecop8j61he,18,12,7,68,-30.46482175,21,FALSE,15!2vb6l4wcqs9g0lo1kbkmr5u1dol0tj9vcqqnmz0jy8,,13,8,67,-29.32503138
0.9,0.909090909,15,4,0.3,30,270,3,0.7,270,15!2fe81b7bifyirpoa109nvjrzq9cgl8slzs9g26fms64k,18,00:16.8,15!iyvtw4350phlsrkwrz05r90cuzdotmos5py0ujeosw,17,13,5,70,-29.51774013,18,FALSE,15!iyvtw4350phlsrkwrz05r90cuzdotmos5py0ujeosw,,13,5,70,-27.23779385
0.9,0.909090909,15,4,0.3,30,273,3,0.7,273,15!x0phbx67m6sq9vynxu2zr700klposunxqd5yddertj4,14,00:19.0,15!wqzjt3gfyn44y7i0ao65ero0zsslenc1m4fxgifmiww,19,11,3,72,-32.40584486,15,FALSE,15!wqzjt3gfyn44y7i0mn7tcb69kvcydtql6n0rjuy6m9s,,12,3,72,-27.10181291
0.9,0.909090909,15,4,0.3,30,275,3,0.7,275,15!1pvemegils1roe18ja5yvjjoqriffc4tgirzkceouado,21,00:13.3,15!4jr232tie30x8zk5bfo4mrw8zz07hchuyzsz6d6cbo8,16,14,7,68,-30.50419932,23,FALSE,15!4jr2kk6ek4krs0hv8pd8wxu1z6ojtthh5ws5nrk68ew,,15,8,67,-28.67142984
0.9,0.909090909,15,4,0.3,30,276,3,0.7,276,15!2fc57ua1dnvru234x0c8e6swdhcj28gi5bx8wyznk75w,17,00:14.0,15!tkebz0el2v7shb37581azogivff3dz1dwl6k9zd5ys0,20,10,7,68,-33.35209048,17,FALSE,15!tkebz0el2v7shb37581azogivff3dz1dwl6k9zd5ys0,,10,7,68,-32.21375276
0.9,0.909090909,15,4,0.3,30,278,3,0.7,278,15!1tidjvh50ds6vt0wzp2mi6j2sscipj5hyt5w0w1nt69y,23,00:16.3,15!1m861jguq7lkyvvyrfy66y30nilyvvva2quu9bnvacci,14,16,7,68,-34.1372292,22,FALSE,15!20s1hpzbfeyx925xjzmbfeutpet1gdtxlshfhpumot8i,,15,7,68,-30.18949097
0.9,0.909090909,15,4,0.3,30,279,3,0.7,279,15!2fc6nk6kayt6vjt8a9tl02w9eld9lpiubibb1we61a8m,16,00:13.0,15!2fbdvksj4tsnsf87pcdn2ryo6m2ymbj43adnis7w8uf8,15,15,1,74,-20.30353021,16,FALSE,15!t3smjdwplhoohlxc67buz4ma7eh96tgi1nxr5e26u4k,,15,1,74,-17.03237032
0.9,0.909090909,15,4,0.3,30,280,3,0.7,280,15!2mm4dnh14vpg3506hmciaruectq17dp1n7fl0ncyslxe,15,00:12.3,15!2fbwvbswar4636vv3cgvhyn7gknx6ghegwweaksjgu8y,19,11,4,71,-27.01174474,16,FALSE,15!2fbwvbswar4636vv3cgvhyn7gknx6ghegwweaksjg4yo,,12,4,71,-25.99887102
0.9,0.909090909,15,4,0.3,30,281,3,0.7,281,15!fliuvjlz6ikqu8tgnp67v1rz3ozd9s268iriyfpqkna,24,00:12.6,15!g5h50pkwrhh888hcy7dfr8apt89dkz0ka1tpdxzde6a,15,15,9,66,-32.99875918,24,FALSE,15!g5h50pkwqwh3lftm5v8ieqqdi6o3b1jy7s6vkxscn42,,16,8,67,-27.39398076
0.9,0.909090909,15,4,0.3,30,283,3,0.7,283,15!1qs47ucxwv3wxv36i4kja2lmzzf1g0admbjjw754q4cu,21,00:12.2,15!4k7zue3102mskxb8hamfqe8h2x6yhijb5aaoqj32qa2,14,16,5,70,-30.82077861,21,FALSE,15!4k7zue3102mskxb8hamfqe8h2x6yhijb5aaoqj32qa2,,16,5,70,-27.38691378
0.9,0.909090909,15,4,0.3,30,284,3,0.7,284,15!10egwcyf1kr5s6mu0l8vhzhjmjwif8rd6sq422qloflu,14,00:13.8,15!10egtrc46tkxwcq5zmj212lvwoycxol7orts8z64fqiq,20,10,4,71,-30.11698908,16,FALSE,15!10e7m8ua6w5wbkaqe2mq5nojquv2eb5thpocus93yjuq,,12,4,71,-28.96369947
0.9,0.909090909,15,4,0.3,30,289,3,0.7,289,15!2h7olwvt0ka7tuz0xjyklljzryllo0zi5f0yfvuy288i,10,00:13.2,15!2fdxzcowehsz3cg75jyr8x2zy40s79y0v37vfjo05vsi,21,9,1,74,-30.02698829,10,FALSE,15!2fdxzcowehsz3cg75jyr8x2zy40s79y0v37vfjo05vsi,,9,1,74,-29.56664271
0.9,0.909090909,15,4,0.3,30,290,3,0.7,290,15!1tidcxnda0n3g8h13xouwry0ibcbo93088j8hpj97chy,20,00:12.3,15!1m8fs0hq30r810cdvzxpunoshecxe9xwyv2emztk0kjo,18,12,8,67,-35.13279512,22,FALSE,15!1m8emkl7tv1pjfte0hc6srrvx7olslqskyjwzxutjmys,,14,8,67,-31.36631442
0.9,0.909090909,15,4,0.3,30,291,3,0.7,291,15!2fbo8iuz6u63cin4by8p6lq9ro3vf3c7lvnpqe8dzxuo,17,00:13.7,15!9s8fon0k13the9g7yp438bhofje7tdzwcuo3p6jpc,18,12,5,70,-32.48521589,17,FALSE,15!9s8fon0k13the9g7r4ale1l2pqz3294bwttpbsj0g,,12,5,70,-29.59150254
0.9,0.909090909,15,4,0.3,30,292,3,0.7,292,15!1qb8zgburaemz733g4f25sqc7ftzrc820jzzy5rh3m6c,25,00:12.4,15!3n837g0x49cwdz3pqqjsr1xshczq83p7ll8sauaquq8,12,18,7,68,-25.97694723,25,FALSE,15!985tdxuax80lg2g1kc96f0fq4x7fzgxtxcxwl6akw,,19,6,69,-21.65409188
0.9,0.909090909,15,4,0.3,30,294,3,0.7,294,15!u101w85tsbo9d2cvwu1gcqr52sumdoh1l1hsme81rlu,19,00:14.5,15!t49qy0rsyighbzo777snbxy8pnl2keffng81shf1tz6,17,13,6,69,-31.4233711,19,FALSE,15!t49qy0rsyighbzo777snbxy8pnl2keffng81shf1tz6,,13,6,69,-29.14462815
0.9,0.909090909,15,4,0.3,30,295,3,0.7,295,15!2iz4dbekn3btjyfb6cxgczahzxqzomywl3s1spwzvv2m,9,00:11.8,15!2fc5i9s51avg96y65cku461z8yhb3qnwvvucywfb0b9o,22,8,1,74,-31.51147281,9,FALSE,15!2fc5i9s51avg96y65cku461z8yhb3qnwvvucywfb0b9o,,8,1,74,-29.004279
