subj,node1,node2,weight
S101,gazelle,weasel,0.125
S101,carp,turtle,0.25
S101,carp,pelican,0.25
S101,carp,shark,0.75
S101,carp,mink,0.25
S101,carp,sparrow,0.25
S101,carp,chipmunk,0.25
S101,carp,fish,0.25
S101,carp,ram,0.25
S101,carp,deer,0.25
S101,carp,spider,0.25
S101,carp,pig,0.25
S101,carp,leopard,0.25
S101,carp,lion,0.25
S101,carp,marten,0.25
S101,carp,seal,0.25
S101,carp,chicken,0.25
S101,carp,cat,0.25
S101,carp,mouse,0.25
S101,carp,mole,0.25
S101,carp,hippopotamus,0.25
S101,carp,sheep,0.25
S101,carp,elk,0.25
S101,carp,horse,0.25
S101,carp,dungbeetle,0.25
S101,carp,civet,0.25
S101,carp,monkey,0.25
S101,carp,fox,0.25
S101,carp,porpoise,0.25
S101,carp,frog,0.25
S101,carp,rhinoceros,0.75
S101,carp,guineapig,0.25
S101,carp,chinchilla,0.25
S101,carp,elephant,0.25
S101,carp,cheetah,0.25
S101,carp,muskdeer,0.25
S101,carp,goat,0.25
S101,carp,rat,0.25
S101,carp,polarbear,0.25
S101,carp,tuna,0.25
S101,carp,eagle,0.25
S101,carp,tapir,0.25
S101,carp,hyena,0.25
S101,carp,chameleon,0.25
S101,carp,octopus,0.25
S101,carp,swordfish,0.25
S101,carp,okapi,0.25
S101,carp,owl,0.25
S101,carp,salamander,0.25
S101,carp,tiger,0.25
S101,carp,ferret,0.25
S101,carp,vulture,0.25
S101,carp,clownfish,0.25
S101,carp,llama,0.25
S101,carp,muskox,0.25
S101,carp,goldfish,0.25
S101,carp,whale,0.25
S101,carp,hawk,0.25
S101,carp,newt,0.25
S101,carp,shrew,0.25
S101,carp,donkey,0.25
S101,carp,stallion,0.25
S101,carp,jaguar,0.25
S101,carp,dingo,0.25
S101,carp,cow,0.25
S101,carp,thornydevil,0.25
S101,carp,dog,0.25
S101,carp,ermine,0.25
S101,carp,ostrich,0.25
S101,carp,emu,0.25
S101,carp,gorilla,0.25
S101,carp,lizard,0.25
S101,carp,giraffe,0.25
S101,carp,hamster,0.25
S101,carp,lynx,0.25
S101,carp,iguana,0.25
S101,carp,gilamonster,0.25
S101,carp,impala,0.25
S101,carp,parrot,0.25
S101,wasp,whale,0.25
S101,wasp,woodpecker,0.25
S101,wasp,wolf,0.25
S101,wasp,zebra,0.25
S101,wasp,worm,0.25
S101,wildebeest,wolverine,0.25
S101,wildebeest,woodpecker,0.25
S101,gopher,turtle,0.25
S101,gopher,sloth,0.25
S101,gopher,shark,0.125
S101,gopher,sparrow,0.25
S101,gopher,moth,0.25
S101,gopher,wasp,0.125
S101,gopher,grasshopper,0.125
S101,gopher,spider,0.5
S101,gopher,pig,0.5
S101,gopher,rat,0.25
S101,gopher,lobster,0.25
S101,gopher,zebra,0.25
S101,gopher,seal,0.25
S101,gopher,prairiedog,0.25
S101,gopher,woodpecker,0.25
S101,gopher,mouse,0.25
S101,gopher,panda,0.25
S101,gopher,hippopotamus,0.25
S101,gopher,horse,0.25
S101,gopher,monkey,0.125
S101,gopher,panther,0.125
S101,gopher,scorpion,0.25
S101,gopher,mole,0.75
S101,gopher,rhinoceros,0.25
S101,gopher,lion,0.125
S101,gopher,penguin,0.125
S101,gopher,polarbear,0.25
S101,gopher,squid,0.25
S101,gopher,grizzlybear,0.25
S101,gopher,squirrel,0.5
S101,gopher,starfish,0.25
S101,gopher,leopard,0.25
S101,gopher,tiger,0.125
S101,gopher,snake,0.25
S101,gopher,whale,0.25
S101,gopher,hummingbird,0.25
S101,gopher,koalabear,0.25
S101,gopher,sugarglider,0.25
S101,gopher,worm,0.25
S101,gopher,ostrich,0.25
S101,gopher,hyena,0.25
S101,gopher,gorilla,0.125
S101,gopher,wolf,0.25
S101,gopher,hamster,0.25
S101,gopher,raccoon,0.25
S101,gopher,octopus,0.25
S101,gopher,robin,0.25
S101,gopher,hornet,0.25
S101,poodle,pufferfish,0.25
S101,poodle,turkey,0.25
S101,poodle,shark,0.25
S101,poodle,tortoise,0.25
S101,poodle,snail,0.25
S101,poodle,sparrow,0.25
S101,poodle,russianblue,0.75
S101,poodle,swan,0.25
S101,poodle,rooster,0.25
S101,poodle,rhinoceros,0.25
S101,poodle,robin,0.25
S101,poodle,wolf,0.25
S101,poodle,snake,0.25
S101,poodle,quail,0.25
S101,poodle,sunconure,0.25
S101,poodle,whale,0.25
S101,poodle,warthog,0.25
S101,poodle,terrier,0.75
S101,poodle,slug,0.25
S101,poodle,zebra,0.25
S101,hammerheadshark,turtle,0.25
S101,hammerheadshark,pelican,0.25
S101,hammerheadshark,wolfhound,0.25
S101,hammerheadshark,squid,0.25
S101,hammerheadshark,lion,0.25
S101,hammerheadshark,skate,0.25
S101,hammerheadshark,seal,0.25
S101,hammerheadshark,mouse,0.25
S101,hammerheadshark,panda,0.25
S101,hammerheadshark,hippopotamus,0.25
S101,hammerheadshark,sheep,0.25
S101,hammerheadshark,rhinoceros,0.25
S101,hammerheadshark,horse,0.25
S101,hammerheadshark,puma,0.25
S101,hammerheadshark,panther,0.25
S101,hammerheadshark,sparrow,0.25
S101,hammerheadshark,rattlesnake,0.25
S101,hammerheadshark,stork,0.25
S101,hammerheadshark,sealion,0.25
S101,hammerheadshark,stingray,0.25
S101,hammerheadshark,snappingturtle,0.25
S101,hammerheadshark,toad,0.25
S101,hammerheadshark,leopard,0.25
S101,hammerheadshark,kangaroo,0.25
S101,hammerheadshark,salmon,0.75
S101,hammerheadshark,manatee,0.25
S101,hammerheadshark,tiger,0.25
S101,hammerheadshark,koala,0.25
S101,hammerheadshark,seaturtle,0.25
S101,hammerheadshark,robin,0.25
S101,hammerheadshark,tuna,0.25
S101,hammerheadshark,hawk,0.25
S101,hammerheadshark,waterbuffalo,0.25
S101,hammerheadshark,jellyfish,0.25
S101,hammerheadshark,whale,0.25
S101,hammerheadshark,jaguar,0.25
S101,hammerheadshark,lemur,0.25
S101,hammerheadshark,rat,0.25
S101,hammerheadshark,oryx,0.25
S101,hammerheadshark,hyena,0.25
S101,hammerheadshark,wolf,0.25
S101,hammerheadshark,orangutan,0.25
S101,hammerheadshark,humpbackwhale,0.25
S101,hammerheadshark,octopus,0.25
S101,hammerheadshark,porpoise,0.25
S101,hammerheadshark,narwhal,0.25
S101,hammerheadshark,orca,0.25
S101,belugawhale,sloth,0.25
S101,belugawhale,human,0.25
S101,belugawhale,chicken,0.25
S101,belugawhale,swan,0.25
S101,belugawhale,piranha,0.25
S101,belugawhale,penguin,0.25
S101,belugawhale,capybara,0.25
S101,belugawhale,ferret,0.25
S101,belugawhale,giraffe,0.25
S101,belugawhale,snake,0.25
S101,belugawhale,llama,0.25
S101,belugawhale,blackheadedgull,0.25
S101,belugawhale,tick,0.25
S101,belugawhale,cranefly,0.25
S101,belugawhale,parrot,0.25
S101,belugawhale,marmoset,0.25
S101,belugawhale,dinosaur,0.25
S101,belugawhale,turtle,0.25
S101,belugawhale,crow,0.25
S101,belugawhale,flyingsquirrel,0.25
S101,belugawhale,goose,0.25
S101,belugawhale,lion,0.75
S101,belugawhale,zebra,0.25
S101,belugawhale,seal,0.25
S101,belugawhale,panda,0.25
S101,belugawhale,hippopotamus,0.25
S101,belugawhale,sealion,0.75
S101,belugawhale,eagle,0.25
S101,belugawhale,kangaroo,0.25
S101,belugawhale,mule,0.25
S101,belugawhale,goldfish,0.25
S101,belugawhale,raptor,0.25
S101,belugawhale,gerbil,0.25
S101,belugawhale,sugarglider,0.25
S101,belugawhale,lemur,0.25
S101,belugawhale,mantis,0.25
S101,belugawhale,wolf,0.25
S101,belugawhale,hamster,0.25
S101,belugawhale,orangutan,0.25
S101,belugawhale,octopus,0.25
S101,belugawhale,redpanda,0.25
S101,belugawhale,seacow,0.25
S101,belugawhale,weasel,0.25
S101,belugawhale,ocelot,0.25
S101,belugawhale,duck,0.25
S101,belugawhale,boar,0.25
S101,belugawhale,sheep,0.25
S101,belugawhale,horse,0.25
S101,belugawhale,monkey,0.25
S101,belugawhale,woolymammoth,0.25
S101,belugawhale,polarbear,0.25
S101,belugawhale,squirrel,0.25
S101,belugawhale,chimpanzee,0.25
S101,belugawhale,tiger,0.25
S101,belugawhale,rabbit,0.25
S101,belugawhale,crane,0.25
S101,belugawhale,otter,0.25
S101,belugawhale,fly,0.25
S101,belugawhale,cow,0.25
S101,belugawhale,bluejay,0.25
S101,belugawhale,yellowjacket,0.25
S101,belugawhale,cat,0.25
S101,belugawhale,seagull,0.25
S101,belugawhale,raven,0.25
S101,belugawhale,donkey,0.25
S101,belugawhale,mink,0.25
S101,belugawhale,chipmunk,0.25
S101,belugawhale,dolphin,0.25
S101,belugawhale,deer,0.25
S101,belugawhale,pig,0.25
S101,belugawhale,rat,0.25
S101,belugawhale,mouse,0.25
S101,belugawhale,slowloris,0.25
S101,belugawhale,rhinoceros,0.25
S101,belugawhale,catfish,0.25
S101,belugawhale,elephant,0.25
S101,belugawhale,cheetah,0.25
S101,belugawhale,goat,0.25
S101,belugawhale,moose,0.25
S101,belugawhale,snail,0.25
S101,belugawhale,leopard,0.25
S101,belugawhale,koala,0.25
S101,belugawhale,whale,0.75
S101,belugawhale,hawk,0.25
S101,belugawhale,dog,0.25
S101,belugawhale,hyena,0.25
S101,belugawhale,gorilla,0.25
S101,weasel,whale,0.0625
S101,weasel,woolymammoth,0.25
S101,weasel,wolf,0.03125
S101,weasel,yellowjacket,0.25
S101,weasel,zebra,0.3125
S101,ocelot,turtle,0.125
S101,ocelot,sloth,0.25
S101,ocelot,shark,0.125
S101,ocelot,swan,0.25
S101,ocelot,sparrow,0.25
S101,ocelot,spider,0.125
S101,ocelot,pig,0.125
S101,ocelot,rat,0.0625
S101,ocelot,weasel,0.125
S101,ocelot,seal,0.25
S101,ocelot,seacow,0.25
S101,ocelot,seagull,0.25
S101,ocelot,panda,0.125
S101,ocelot,sheep,0.25
S101,ocelot,slowloris,0.25
S101,ocelot,scorpion,0.25
S101,ocelot,piranha,0.25
S101,ocelot,rhinoceros,0.25
S101,ocelot,prayingmantis,0.75
S101,ocelot,sealion,0.25
S101,ocelot,tarantula,0.25
S101,ocelot,woolymammoth,0.25
S101,ocelot,polarbear,0.0625
S101,ocelot,squirrel,0.25
S101,ocelot,snail,0.25
S101,ocelot,python,0.25
S101,ocelot,zebra,0.125
S101,ocelot,salmon,0.25
S101,ocelot,salamander,0.25
S101,ocelot,tiger,0.0625
S101,ocelot,snake,0.875
S101,ocelot,rabbit,0.125
S101,ocelot,tuna,0.25
S101,ocelot,tick,0.25
S101,ocelot,trout,0.25
S101,ocelot,raptor,0.25
S101,ocelot,penguin,0.125
S101,ocelot,whale,0.0625
S101,ocelot,otter,0.25
S101,ocelot,parrot,0.25
S101,ocelot,sugarglider,0.25
S101,ocelot,yellowjacket,0.25
S101,ocelot,wolf,0.0625
S101,ocelot,orangutan,0.25
S101,ocelot,raccoon,0.25
S101,ocelot,swallow,0.25
S101,ocelot,raven,0.25
S101,ocelot,octopus,0.75
S101,ocelot,robin,0.25
S101,ocelot,redpanda,0.25
S101,duck,peacock,0.125
S101,duck,pheasant,0.25
S101,duck,sparrow,0.125
S101,duck,fox,0.0625
S101,duck,spidermonkey,0.25
S101,duck,human,0.25
S101,duck,owl,0.125
S101,duck,iguana,0.25
S101,duck,panther,0.0625
S101,duck,swan,0.015625
S101,duck,piranha,0.25
S101,duck,sloth,0.125
S101,duck,penguin,0.03515625
S101,duck,raven,0.125
S101,duck,porcupine,0.25
S101,duck,grizzlybear,0.125
S101,duck,manatee,0.25
S101,duck,yellowjacket,0.25
S101,duck,ferret,0.0625
S101,duck,giraffe,0.001953125
S101,duck,snake,0.001953125
S101,duck,llama,0.125
S101,duck,falcon,0.25
S101,duck,tick,0.25
S101,duck,flamingo,0.875
S101,duck,jaguar,0.125
S101,duck,parrot,0.0078125
S101,duck,emu,0.125
S101,duck,eel,0.25
S101,duck,walrus,0.125
S101,duck,orca,0.125
S101,duck,turtle,0.03125
S101,duck,eagle,0.03125
S101,duck,fish,0.015625
S101,duck,grasshopper,0.125
S101,duck,spider,0.125
S101,duck,goose,0.9921875
S101,duck,lion,0.0009765625
S101,duck,persian,0.25
S101,duck,zebra,0.015625
S101,duck,seal,0.03125
S101,duck,panda,0.015625
S101,duck,hippopotamus,0.03125
S101,duck,marmoset,0.25
S101,duck,pigeon,0.125
S101,duck,lovebird,0.25
S101,duck,tadpole,0.25
S101,duck,sealion,0.25
S101,duck,stingray,0.25
S101,duck,koala,0.0625
S101,duck,turkey,0.125
S101,duck,hare,0.125
S101,duck,salmon,0.125
S101,duck,kangaroo,0.015625
S101,duck,mule,0.25
S101,duck,goldfish,0.25
S101,duck,slug,0.25
S101,duck,raptor,0.25
S101,duck,gerbil,0.03125
S101,duck,koalabear,0.25
S101,duck,tortoise,0.125
S101,duck,sugarglider,0.125
S101,duck,russianblue,0.25
S101,duck,lemur,0.0625
S101,duck,mantis,0.25
S101,duck,ostrich,0.015625
S101,duck,wolf,0.015625
S101,duck,hamster,0.03125
S101,duck,orangutan,0.125
S101,duck,ox,0.25
S101,duck,raccoon,0.125
S101,duck,octopus,0.125
S101,duck,meerkat,0.25
S101,duck,redpanda,0.25
S101,duck,seacow,0.25
S101,duck,gazelle,0.125
S101,duck,wasp,0.25
S101,duck,gopher,0.25
S101,duck,weasel,0.125
S101,duck,ocelot,0.25
S101,duck,whale,0.0078125
S101,duck,sheep,0.03125
S101,duck,horse,0.08984375
S101,duck,monkey,0.001953125
S101,duck,poodle,0.25
S101,duck,frog,0.03125
S101,duck,opossum,0.25
S101,duck,yak,0.25
S101,duck,sunconure,0.75
S101,duck,woolymammoth,0.25
S101,duck,flyingsquirrel,0.25
S101,duck,polarbear,0.0078125
S101,duck,pufferfish,0.25
S101,duck,squirrel,0.015625
S101,duck,tiger,0.001953125
S101,duck,rabbit,0.0078125
S101,duck,pig,0.001953125
S101,duck,otter,0.0625
S101,duck,fly,0.3125
S101,duck,worm,0.25
S101,duck,lizard,0.5
S101,duck,seagull,0.125
S101,duck,pelican,0.75
S101,duck,robin,0.0625
S101,duck,shark,0.0078125
S101,duck,mink,0.25
S101,duck,moth,0.25
S101,duck,ram,0.25
S101,duck,rooster,0.125
S101,duck,rat,0.0078125
S101,duck,quail,0.25
S101,duck,shrimp,0.25
S101,duck,mouse,0.01953125
S101,duck,lamb,0.25
S101,duck,warthog,0.25
S101,duck,humunukuapua,0.25
S101,duck,rhinoceros,0.015625
S101,duck,guineapig,0.125
S101,duck,parakeet,0.25
S101,duck,ibex,0.25
S101,duck,elephant,0.001953125
S101,duck,goat,0.0625
S101,duck,germanshepherd,0.25
S101,duck,moose,0.125
S101,duck,snail,0.125
S101,duck,toad,0.25
S101,duck,leopard,0.03125
S101,duck,possum,0.125
S101,duck,slowloris,0.25
S101,duck,tuna,0.25
S101,duck,hawk,0.03125
S101,duck,terrier,0.25
S101,duck,hyena,0.0625
S101,duck,gorilla,0.0078125
S101,duck,mammoth,0.25
S101,duck,skunk,0.125
S101,boar,sloth,0.25
S101,boar,fox,0.125
S101,boar,crocodile,0.25
S101,boar,skate,0.25
S101,boar,human,0.75
S101,boar,mongoose,0.25
S101,boar,chicken,0.125
S101,boar,elk,0.25
S101,boar,panther,0.75
S101,boar,scorpion,0.25
S101,boar,piranha,0.25
S101,boar,cougar,0.125
S101,boar,penguin,0.125
S101,boar,snappingturtle,0.25
S101,boar,raven,0.25
S101,boar,porcupine,0.25
S101,boar,grizzlybear,0.25
S101,boar,python,0.25
S101,boar,manatee,0.25
S101,boar,ferret,0.0625
S101,boar,giraffe,0.125
S101,boar,snake,0.25
S101,boar,llama,0.25
S101,boar,tick,0.25
S101,boar,flamingo,0.25
S101,boar,jaguar,0.25
S101,boar,cranefly,0.25
S101,boar,parrot,0.125
S101,boar,marmoset,0.25
S101,boar,dinosaur,0.25
S101,boar,orca,0.25
S101,boar,turtle,0.125
S101,boar,crow,0.25
S101,boar,flyingsquirrel,0.25
S101,boar,goose,0.25
S101,boar,lion,0.0625
S101,boar,lobster,0.25
S101,boar,zebra,0.25
S101,boar,seal,0.125
S101,boar,seacow,0.25
S101,boar,panda,0.125
S101,boar,hippopotamus,0.125
S101,boar,puma,0.25
S101,boar,catfish,0.25
S101,boar,wildebeest,0.25
S101,boar,rattlesnake,0.25
S101,boar,greatwhiteshark,0.125
S101,boar,wolverine,0.25
S101,boar,sealion,0.125
S101,boar,stingray,0.25
S101,boar,trout,0.25
S101,boar,eagle,0.125
S101,boar,leopard,0.125
S101,boar,kangaroo,0.125
S101,boar,mule,0.25
S101,boar,goldfish,0.25
S101,boar,raptor,0.25
S101,boar,gerbil,0.25
S101,boar,koalabear,0.25
S101,boar,sugarglider,0.25
S101,boar,lemur,0.3125
S101,boar,mantis,0.25
S101,boar,wolf,0.125
S101,boar,hamster,0.25
S101,boar,orangutan,0.125
S101,boar,raccoon,0.25
S101,boar,groundhog,0.25
S101,boar,porpoise,0.25
S101,boar,redpanda,0.75
S101,boar,owl,0.25
S101,boar,swan,0.25
S101,boar,hammerheadshark,0.25
S101,boar,weasel,0.25
S101,boar,ocelot,0.25
S101,boar,duck,0.25
S101,boar,bobcat,0.25
S101,boar,whale,0.125
S101,boar,sheep,0.3125
S101,boar,oryx,0.25
S101,boar,horse,0.0625
S101,boar,humpbackwhale,0.25
S101,boar,monkey,0.25
S101,boar,pandabear,0.25
S101,boar,frog,0.25
S101,boar,stork,0.25
S101,boar,opossum,0.25
S101,boar,crab,0.25
S101,boar,woolymammoth,0.25
S101,boar,fish,0.25
S101,boar,polarbear,0.125
S101,boar,dolphin,0.125
S101,boar,squirrel,0.125
S101,boar,starfish,0.25
S101,boar,bulldog,0.25
S101,boar,buffalo,0.125
S101,boar,chimpanzee,0.125
S101,boar,tiger,0.0625
S101,boar,rabbit,0.125
S101,boar,crane,0.25
S101,boar,boxturtle,0.25
S101,boar,waterbuffalo,0.25
S101,boar,otter,0.125
S101,boar,fly,0.25
S101,boar,cow,0.125
S101,boar,rat,0.125
S101,boar,cat,0.0625
S101,boar,catamount,0.25
S101,boar,sparrow,0.25
S101,boar,seagull,0.25
S101,boar,pelican,0.25
S101,boar,robin,0.25
S101,boar,donkey,0.125
S101,boar,mink,0.25
S101,boar,wolfhound,0.25
S101,boar,chipmunk,0.25
S101,boar,marmot,0.25
S101,boar,squid,0.25
S101,boar,deer,0.0625
S101,boar,pig,0.875
S101,boar,yellowjacket,0.25
S101,boar,woodpecker,0.25
S101,boar,mouse,0.0625
S101,boar,slowloris,0.25
S101,boar,killerwhale,0.25
S101,boar,rhinoceros,0.125
S101,boar,capybara,0.125
S101,boar,elephant,0.0625
S101,boar,cheetah,0.125
S101,boar,goat,0.0625
S101,boar,cod,0.25
S101,boar,moose,0.125
S101,boar,snail,0.25
S101,boar,toad,0.25
S101,boar,salmon,0.25
S101,boar,seaturtle,0.25
S101,boar,koala,0.125
S101,boar,tuna,0.25
S101,boar,hawk,0.125
S101,boar,jellyfish,0.125
S101,boar,octopus,0.0625
S101,boar,platypus,0.75
S101,boar,dog,0.0625
S101,boar,hyena,0.125
S101,boar,gorilla,0.125
S101,boar,skunk,0.25
S101,boar,caribou,0.25
S101,boar,narwhal,0.25
S101,boar,hedgehog,0.25
S101,bobcat,turtle,0.125
S101,bobcat,owl,0.25
S101,bobcat,donkey,0.125
S101,bobcat,wolfhound,0.25
S101,bobcat,fish,0.125
S101,bobcat,squid,0.25
S101,bobcat,deer,0.25
S101,bobcat,dog,0.125
S101,bobcat,hammerheadshark,0.25
S101,bobcat,lion,0.125
S101,bobcat,skate,0.25
S101,bobcat,zebra,0.25
S101,bobcat,seal,0.25
S101,bobcat,robin,0.25
S101,bobcat,chicken,0.125
S101,bobcat,cat,0.125
S101,bobcat,mouse,0.25
S101,bobcat,panda,0.25
S101,bobcat,hippopotamus,0.25
S101,bobcat,turkey,0.25
S101,bobcat,rhinoceros,0.25
S101,bobcat,horse,0.5
S101,bobcat,koala,0.25
S101,bobcat,monkey,0.25
S101,bobcat,panther,0.25
S101,bobcat,narwhal,0.25
S101,bobcat,sparrow,0.25
S101,bobcat,fox,0.125
S101,bobcat,rattlesnake,0.25
S101,bobcat,greatwhiteshark,0.25
S101,bobcat,catamount,0.25
S101,bobcat,stork,0.25
S101,bobcat,cougar,0.25
S101,bobcat,frog,0.25
S101,bobcat,sealion,0.25
S101,bobcat,capybara,0.25
S101,bobcat,elephant,0.125
S101,bobcat,cheetah,0.125
S101,bobcat,snappingturtle,0.25
S101,bobcat,goat,0.25
S101,bobcat,sheep,0.25
S101,bobcat,bulldog,0.25
S101,bobcat,leopard,0.125
S101,bobcat,kangaroo,0.25
S101,bobcat,salmon,0.25
S101,bobcat,buffalo,0.25
S101,bobcat,seaturtle,0.25
S101,bobcat,skunk,0.25
S101,bobcat,tiger,0.125
S101,bobcat,ferret,0.25
S101,bobcat,puma,0.25
S101,bobcat,manatee,0.25
S101,bobcat,llama,0.25
S101,bobcat,stingray,0.25
S101,bobcat,falcon,0.25
S101,bobcat,tuna,0.25
S101,bobcat,boxturtle,0.75
S101,bobcat,waterbuffalo,0.25
S101,bobcat,wolf,0.875
S101,bobcat,toad,0.25
S101,bobcat,jellyfish,0.25
S101,bobcat,whale,0.25
S101,bobcat,flamingo,0.25
S101,bobcat,jaguar,0.5
S101,bobcat,cow,0.125
S101,bobcat,octopus,0.25
S101,bobcat,lemur,0.25
S101,bobcat,hawk,0.25
S101,bobcat,rat,0.25
S101,bobcat,ostrich,0.25
S101,bobcat,hyena,0.125
S101,bobcat,gorilla,0.25
S101,bobcat,oryx,0.25
S101,bobcat,giraffe,0.125
S101,bobcat,mountainlion,0.25
S101,bobcat,cod,0.25
S101,bobcat,orangutan,0.25
S101,bobcat,chimpanzee,0.25
S101,bobcat,eagle,0.25
S101,bobcat,humpbackwhale,0.25
S101,bobcat,pelican,0.25
S101,bobcat,porpoise,0.25
S101,bobcat,coyote,0.25
S101,bobcat,orca,0.25
S101,whale,woolymammoth,0.25
S101,whale,wolfhound,0.25
S101,whale,yellowjacket,0.25
S101,whale,wolf,0.0009765625
S101,whale,zebra,0.00390625
S101,whale,woodpecker,0.25
S101,ape,camel,0.25
S101,ape,canary,0.25
S101,ape,crocodile,0.25
S101,ape,ermine,0.25
S101,ape,chicken,0.5
S101,ape,owl,0.875
S101,ape,badger,0.25
S101,ape,elk,0.25
S101,ape,dungbeetle,0.25
S101,ape,civet,0.25
S101,ape,sparrow,0.25
S101,ape,sloth,0.25
S101,ape,chameleon,0.25
S101,ape,swordfish,0.25
S101,ape,bear,0.125
S101,ape,ferret,0.25
S101,ape,giraffe,0.125
S101,ape,snake,0.25
S101,ape,llama,0.25
S101,ape,bat,0.25
S101,ape,jaguar,0.25
S101,ape,dingo,0.25
S101,ape,parrot,0.125
S101,ape,bunny,0.25
S101,ape,emu,0.125
S101,ape,gilamonster,0.25
S101,ape,walrus,0.25
S101,ape,orca,0.25
S101,ape,turtle,0.125
S101,ape,fish,0.125
S101,ape,spider,0.25
S101,ape,goose,0.25
S101,ape,lion,0.125
S101,ape,zebra,0.25
S101,ape,seal,0.5
S101,ape,hippopotamus,0.125
S101,ape,fox,0.125
S101,ape,iguana,0.25
S101,ape,eagle,0.25
S101,ape,leopard,0.125
S101,ape,carp,0.25
S101,ape,stallion,0.25
S101,ape,muskox,0.25
S101,ape,goldfish,0.25
S101,ape,manatee,0.25
S101,ape,newt,0.25
S101,ape,shrew,0.25
S101,ape,cow,0.125
S101,ape,thornydevil,0.25
S101,ape,ostrich,0.125
S101,ape,wolf,0.25
S101,ape,hamster,0.125
S101,ape,octopus,0.125
S101,ape,porpoise,0.25
S101,ape,pelican,0.25
S101,ape,gazelle,0.25
S101,ape,donkey,0.125
S101,ape,duck,0.25
S101,ape,tuna,0.125
S101,ape,sheep,0.125
S101,ape,horse,0.125
S101,ape,monkey,0.125
S101,ape,bumblebee,0.25
S101,ape,frog,0.25
S101,ape,chinchilla,0.125
S101,ape,polarbear,0.25
S101,ape,marten,0.25
S101,ape,tiger,0.125
S101,ape,rabbit,0.25
S101,ape,coyote,0.25
S101,ape,pig,0.125
S101,ape,dolphin,0.25
S101,ape,otter,0.25
S101,ape,cat,0.125
S101,ape,lizard,0.125
S101,ape,lynx,0.25
S101,ape,impala,0.25
S101,ape,shark,0.125
S101,ape,mink,0.25
S101,ape,chipmunk,0.125
S101,ape,ram,0.125
S101,ape,deer,0.25
S101,ape,rooster,0.25
S101,ape,rat,0.125
S101,ape,beaver,0.25
S101,ape,shrimp,0.25
S101,ape,mouse,0.125
S101,ape,mole,0.25
S101,ape,argali,0.25
S101,ape,muskdeer,0.25
S101,ape,rhinoceros,0.25
S101,ape,guineapig,0.25
S101,ape,capybara,0.25
S101,ape,elephant,0.125
S101,ape,cheetah,0.125
S101,ape,goat,0.25
S101,ape,tapir,0.25
S101,ape,vulture,0.25
S101,ape,salmon,0.25
S101,ape,possum,0.25
S101,ape,clownfish,0.25
S101,ape,salamander,0.25
S101,ape,basilisk,0.25
S101,ape,whale,0.125
S101,ape,hawk,0.25
S101,ape,dog,0.125
S101,ape,hyena,0.25
S101,ape,gorilla,0.875
S101,ape,mammoth,0.25
S101,ape,okapi,0.25
S101,ape,buffalo,0.125
S101,sheep,turtle,0.015625
S101,sheep,sloth,0.125
S101,sheep,wolfhound,0.25
S101,sheep,squid,0.25
S101,sheep,spider,0.25
S101,sheep,yellowjacket,0.25
S101,sheep,skate,0.25
S101,sheep,zebra,0.015625
S101,sheep,woodpecker,0.25
S101,sheep,whale,0.00390625
S101,sheep,vulture,0.25
S101,sheep,wolverine,0.25
S101,sheep,slowloris,0.25
S101,sheep,snail,0.25
S101,sheep,swan,0.125
S101,sheep,wildebeest,0.25
S101,sheep,stork,0.25
S101,sheep,tadpole,0.25
S101,sheep,stingray,0.125
S101,sheep,woolymammoth,0.25
S101,sheep,snappingturtle,0.25
S101,sheep,trout,0.25
S101,sheep,tapir,0.75
S101,sheep,squirrel,0.0625
S101,sheep,starfish,0.25
S101,sheep,toad,0.125
S101,sheep,swordfish,0.25
S101,sheep,stallion,0.25
S101,sheep,tiger,0.001953125
S101,sheep,snake,0.015625
S101,sheep,tuna,0.0625
S101,sheep,tick,0.25
S101,sheep,waterbuffalo,0.25
S101,sheep,shrew,0.25
S101,sheep,sugarglider,0.25
S101,sheep,thornydevil,0.25
S101,sheep,shrimp,0.25
S101,sheep,wolf,0.2265625
S101,sheep,sparrow,0.125
S101,sheep,wallaby,0.75
S101,sheep,skunk,0.125
S101,sheep,walrus,0.125
S101,sheep,weasel,0.0625
S101,stork,turtle,0.75
S101,stork,wolfhound,0.25
S101,stork,toad,0.25
S101,stork,tiger,0.25
S101,stork,wolf,0.25
S101,stork,whale,0.25
S101,stork,waterbuffalo,0.25
S101,stork,tuna,0.25
S101,horse,peacock,0.125
S101,horse,pheasant,0.25
S101,horse,sparrow,0.015625
S101,horse,pigeon,0.25
S101,horse,spidermonkey,0.25
S101,horse,skate,0.25
S101,horse,human,0.25
S101,horse,mongoose,0.25
S101,horse,iguana,0.0625
S101,horse,panther,0.1875
S101,horse,scorpion,0.25
S101,horse,piranha,0.25
S101,horse,prayingmantis,0.25
S101,horse,sloth,0.125
S101,horse,penguin,0.001953125
S101,horse,snappingturtle,0.25
S101,horse,raven,0.125
S101,horse,porcupine,0.25
S101,horse,python,0.125
S101,horse,vulture,0.25
S101,horse,manatee,0.125
S101,horse,yellowjacket,0.25
S101,horse,snake,0.01953125
S101,horse,llama,0.03125
S101,horse,stingray,0.125
S101,horse,tick,0.25
S101,horse,mountainlion,0.25
S101,horse,jaguar,0.015625
S101,horse,parrot,0.03515625
S101,horse,marmoset,0.25
S101,horse,walrus,0.0625
S101,horse,orca,0.0625
