method,simnum,listnum,hit,miss,fa,cr,cost,startseed
goni,7,23,147,178,59,4566,237.0,1050
chan,7,23,68,257,31,4594,288.0,1050
kenett,7,23,54,271,240,4385,511.0,1050
fe,7,23,41,284,27,4598,311.0,1050
rw,7,24,304,21,960,3665,981.0,1050
goni,7,24,146,179,67,4558,246.0,1050
chan,7,24,66,259,33,4592,292.0,1050
kenett,7,24,58,267,236,4389,503.0,1050
fe,7,24,44,281,27,4598,308.0,1050
rw,7,25,310,15,997,3628,1012.0,1050
goni,7,25,153,172,68,4557,240.0,1050
chan,7,25,68,257,31,4594,288.0,1050
kenett,7,25,53,272,241,4384,513.0,1050
fe,7,25,46,279,28,4597,307.0,1050
rw,7,26,312,13,1021,3604,1034.0,1050
goni,7,26,158,167,69,4556,236.0,1050
chan,7,26,67,258,32,4593,290.0,1050
kenett,7,26,56,269,238,4387,507.0,1050
fe,7,26,48,277,29,4596,306.0,1050
rw,7,27,315,10,1050,3575,1060.0,1050
goni,7,27,167,158,68,4557,226.0,1050
chan,7,27,69,256,30,4595,286.0,1050
kenett,7,27,66,259,228,4397,487.0,1050
fe,7,27,51,274,29,4596,303.0,1050
rw,7,28,316,9,1082,3543,1091.0,1050
goni,7,28,170,155,65,4560,220.0,1050
chan,7,28,67,258,32,4593,290.0,1050
kenett,7,28,65,260,229,4396,489.0,1050
fe,7,28,52,273,31,4594,304.0,1050
rw,7,29,317,8,1099,3526,1107.0,1050
goni,7,29,172,153,65,4560,218.0,1050
chan,7,29,74,251,25,4600,276.0,1050
kenett,7,29,63,262,231,4394,493.0,1050
fe,7,29,52,273,33,4592,306.0,1050
rw,7,30,318,7,1131,3494,1138.0,1050
goni,7,30,176,149,66,4559,215.0,1050
chan,7,30,77,248,22,4603,270.0,1050
kenett,7,30,68,257,226,4399,483.0,1050
fe,7,30,53,272,35,4590,307.0,1050
rw,7,31,318,7,1162,3463,1169.0,1050
goni,7,31,182,143,72,4553,215.0,1050
chan,7,31,76,249,24,4601,273.0,1050
kenett,7,31,67,258,227,4398,485.0,1050
fe,7,31,55,270,36,4589,306.0,1050
rw,7,32,318,7,1181,3444,1188.0,1050
goni,7,32,182,143,76,4549,219.0,1050
chan,7,32,71,254,28,4597,282.0,1050
kenett,7,32,67,258,227,4398,485.0,1050
fe,7,32,58,267,36,4589,303.0,1050
rw,7,33,319,6,1208,3417,1214.0,1050
goni,7,33,186,139,73,4552,212.0,1050
chan,7,33,78,247,22,4603,269.0,1050
kenett,7,33,65,260,229,4396,489.0,1050
fe,7,33,60,265,36,4589,301.0,1050
rw,7,34,320,5,1238,3387,1243.0,1050
goni,7,34,189,136,77,4548,213.0,1050
chan,7,34,75,250,24,4601,274.0,1050
kenett,7,34,69,256,225,4400,481.0,1050
fe,7,34,60,265,39,4586,304.0,1050
rw,7,35,320,5,1264,3361,1269.0,1050
goni,7,35,196,129,76,4549,205.0,1050
chan,7,35,75,250,24,4601,274.0,1050
kenett,7,35,66,259,228,4397,487.0,1050
fe,7,35,61,264,41,4584,305.0,1050
rw,7,36,321,4,1293,3332,1297.0,1050
goni,7,36,197,128,76,4549,204.0,1050
chan,7,36,71,254,28,4597,282.0,1050
kenett,7,36,70,255,224,4401,479.0,1050
fe,7,36,63,262,42,4583,304.0,1050
rw,7,37,321,4,1318,3307,1322.0,1050
goni,7,37,204,121,76,4549,197.0,1050
chan,7,37,74,251,25,4600,276.0,1050
kenett,7,37,70,255,224,4401,479.0,1050
fe,7,37,65,260,43,4582,303.0,1050
rw,7,38,322,3,1340,3285,1343.0,1050
goni,7,38,206,119,82,4543,201.0,1050
chan,7,38,72,253,27,4598,280.0,1050
kenett,7,38,70,255,224,4401,479.0,1050
fe,7,38,66,259,45,4580,304.0,1050
rw,7,39,322,3,1361,3264,1364.0,1050
goni,7,39,206,119,84,4541,203.0,1050
chan,7,39,68,257,31,4594,288.0,1050
kenett,7,39,66,259,228,4397,487.0,1050
fe,7,39,67,258,47,4578,305.0,1050
rw,7,40,322,3,1385,3240,1388.0,1050
goni,7,40,213,112,86,4539,198.0,1050
chan,7,40,73,252,26,4599,278.0,1050
kenett,7,40,77,248,217,4408,465.0,1050
fe,7,40,69,256,48,4577,304.0,1050
rw,7,41,322,3,1407,3218,1410.0,1050
goni,7,41,219,106,93,4532,199.0,1050
chan,7,41,79,246,20,4605,266.0,1050
kenett,7,41,82,243,212,4413,455.0,1050
fe,7,41,71,254,49,4576,303.0,1050
rw,7,42,322,3,1434,3191,1437.0,1050
goni,7,42,216,109,94,4531,203.0,1050
chan,7,42,78,247,21,4604,268.0,1050
kenett,7,42,75,250,219,4406,469.0,1050
fe,7,42,72,253,51,4574,304.0,1050
rw,7,43,322,3,1459,3166,1462.0,1050
goni,7,43,221,104,95,4530,199.0,1050
chan,7,43,79,246,20,4605,266.0,1050
kenett,7,43,76,249,218,4407,467.0,1050
fe,7,43,72,253,52,4573,305.0,1050
rw,7,44,322,3,1481,3144,1484.0,1050
goni,7,44,225,100,98,4527,198.0,1050
chan,7,44,79,246,20,4605,266.0,1050
kenett,7,44,77,248,217,4408,465.0,1050
fe,7,44,73,252,54,4571,306.0,1050
rw,7,45,322,3,1499,3126,1502.0,1050
goni,7,45,227,98,97,4528,195.0,1050
chan,7,45,80,245,19,4606,264.0,1050
kenett,7,45,71,254,223,4402,477.0,1050
fe,7,45,74,251,56,4569,307.0,1050
rw,7,46,323,2,1521,3104,1523.0,1050
goni,7,46,228,97,100,4525,197.0,1050
chan,7,46,81,244,18,4607,262.0,1050
kenett,7,46,71,254,223,4402,477.0,1050
fe,7,46,77,248,56,4569,304.0,1050
rw,7,47,323,2,1541,3084,1543.0,1050
goni,7,47,231,94,102,4523,196.0,1050
chan,7,47,81,244,18,4607,262.0,1050
kenett,7,47,78,247,216,4409,463.0,1050
fe,7,47,78,247,58,4567,305.0,1050
rw,7,48,323,2,1556,3069,1558.0,1050
goni,7,48,236,89,107,4518,196.0,1050
chan,7,48,81,244,18,4607,262.0,1050
kenett,7,48,84,241,210,4415,451.0,1050
fe,7,48,80,245,59,4566,304.0,1050
rw,7,49,324,1,1573,3052,1574.0,1050
goni,7,49,238,87,110,4515,197.0,1050
chan,7,49,77,248,22,4603,270.0,1050
kenett,7,49,85,240,209,4416,449.0,1050
fe,7,49,81,244,60,4565,304.0,1050
rw,7,50,324,1,1594,3031,1595.0,1050
goni,7,50,239,86,108,4517,194.0,1050
chan,7,50,76,249,23,4602,272.0,1050
kenett,7,50,81,244,213,4412,457.0,1050
fe,7,50,82,243,61,4564,304.0,1050
rw,8,1,34,291,57,4568,348.0,1200
goni,8,1,5,320,8,4617,328.0,1200
chan,8,1,30,295,49,4576,344.0,1200
kenett,8,1,15,310,165,4460,475.0,1200
fe,8,1,3,322,0,4625,322.0,1200
rw,8,2,72,253,110,4515,363.0,1200
goni,8,2,6,319,17,4608,336.0,1200
chan,8,2,47,278,73,4552,351.0,1200
kenett,8,2,20,305,247,4378,552.0,1200
fe,8,2,4,321,2,4623,323.0,1200
rw,8,3,104,221,163,4462,384.0,1200
goni,8,3,12,313,27,4598,340.0,1200
chan,8,3,55,270,80,4545,350.0,1200
kenett,8,3,25,300,263,4362,563.0,1200
fe,8,3,5,320,4,4621,324.0,1200
rw,8,4,132,193,211,4414,404.0,1200
goni,8,4,20,305,29,4596,334.0,1200
chan,8,4,55,270,87,4538,357.0,1200
kenett,8,4,36,289,258,4367,547.0,1200
fe,8,4,6,319,6,4619,325.0,1200
rw,8,5,154,171,262,4363,433.0,1200
goni,8,5,20,305,28,4597,333.0,1200
chan,8,5,52,273,83,4542,356.0,1200
kenett,8,5,30,295,264,4361,559.0,1200
fe,8,5,9,316,6,4619,322.0,1200
rw,8,6,175,150,310,4315,460.0,1200
goni,8,6,25,300,32,4593,332.0,1200
chan,8,6,59,266,68,4557,334.0,1200
kenett,8,6,40,285,254,4371,539.0,1200
fe,8,6,11,314,7,4618,321.0,1200
rw,8,7,193,132,361,4264,493.0,1200
goni,8,7,33,292,42,4583,334.0,1200
chan,8,7,56,269,63,4562,332.0,1200
kenett,8,7,37,288,257,4368,545.0,1200
fe,8,7,13,312,8,4617,320.0,1200
rw,8,8,206,119,411,4214,530.0,1200
goni,8,8,39,286,43,4582,329.0,1200
chan,8,8,58,267,63,4562,330.0,1200
kenett,8,8,38,287,256,4369,543.0,1200
fe,8,8,15,310,9,4616,319.0,1200
rw,8,9,219,106,452,4173,558.0,1200
goni,8,9,44,281,49,4576,330.0,1200
chan,8,9,51,274,61,4564,335.0,1200
kenett,8,9,40,285,254,4371,539.0,1200
fe,8,9,17,308,10,4615,318.0,1200
rw,8,10,229,96,487,4138,583.0,1200
goni,8,10,52,273,58,4567,331.0,1200
chan,8,10,55,270,57,4568,327.0,1200
kenett,8,10,43,282,251,4374,533.0,1200
fe,8,10,19,306,11,4614,317.0,1200
rw,8,11,245,80,526,4099,606.0,1200
goni,8,11,61,264,60,4565,324.0,1200
chan,8,11,50,275,55,4570,330.0,1200
kenett,8,11,34,291,260,4365,551.0,1200
fe,8,11,22,303,11,4614,314.0,1200
rw,8,12,258,67,568,4057,635.0,1200
goni,8,12,72,253,65,4560,318.0,1200
chan,8,12,54,271,52,4573,323.0,1200
kenett,8,12,44,281,250,4375,531.0,1200
fe,8,12,25,300,11,4614,311.0,1200
rw,8,13,267,58,605,4020,663.0,1200
goni,8,13,78,247,65,4560,312.0,1200
chan,8,13,51,274,49,4576,323.0,1200
kenett,8,13,37,288,257,4368,545.0,1200
fe,8,13,26,299,13,4612,312.0,1200
rw,8,14,273,52,639,3986,691.0,1200
goni,8,14,87,238,64,4561,302.0,1200
chan,8,14,52,273,48,4577,321.0,1200
kenett,8,14,47,278,247,4378,525.0,1200
fe,8,14,26,299,16,4609,315.0,1200
rw,8,15,282,43,671,3954,714.0,1200
goni,8,15,83,242,64,4561,306.0,1200
chan,8,15,48,277,51,4574,328.0,1200
kenett,8,15,38,287,256,4369,543.0,1200
fe,8,15,29,296,16,4609,312.0,1200
rw,8,16,286,39,704,3921,743.0,1200
goni,8,16,91,234,70,4555,304.0,1200
chan,8,16,49,276,50,4575,326.0,1200
kenett,8,16,49,276,245,4380,521.0,1200
fe,8,16,29,296,19,4606,315.0,1200
rw,8,17,291,34,741,3884,775.0,1200
goni,8,17,104,221,70,4555,291.0,1200
chan,8,17,51,274,48,4577,322.0,1200
kenett,8,17,41,284,253,4372,537.0,1200
fe,8,17,31,294,20,4605,314.0,1200
rw,8,18,294,31,773,3852,804.0,1200
goni,8,18,110,215,73,4552,288.0,1200
chan,8,18,54,271,45,4580,316.0,1200
kenett,8,18,45,280,249,4376,529.0,1200
fe,8,18,31,294,22,4603,316.0,1200
rw,8,19,296,29,807,3818,836.0,1200
goni,8,19,123,202,68,4557,270.0,1200
chan,8,19,62,263,37,4588,300.0,1200
kenett,8,19,55,270,239,4386,509.0,1200
fe,8,19,33,292,23,4602,315.0,1200
rw,8,20,299,26,832,3793,858.0,1200
goni,8,20,128,197,67,4558,264.0,1200
chan,8,20,67,258,32,4593,290.0,1200
kenett,8,20,51,274,243,4382,517.0,1200
fe,8,20,35,290,24,4601,314.0,1200
rw,8,21,303,22,868,3757,890.0,1200
goni,8,21,126,199,67,4558,266.0,1200
chan,8,21,64,261,35,4590,296.0,1200
kenett,8,21,57,268,237,4388,505.0,1200
fe,8,21,35,290,26,4599,316.0,1200
rw,8,22,304,21,892,3733,913.0,1200
goni,8,22,138,187,70,4555,257.0,1200
chan,8,22,59,266,40,4585,306.0,1200
kenett,8,22,56,269,238,4387,507.0,1200
fe,8,22,36,289,26,4599,315.0,1200
rw,8,23,307,18,916,3709,934.0,1200
goni,8,23,141,184,71,4554,255.0,1200
chan,8,23,67,258,32,4593,290.0,1200
kenett,8,23,58,267,236,4389,503.0,1200
fe,8,23,37,288,28,4597,316.0,1200
rw,8,24,311,14,949,3676,963.0,1200
goni,8,24,143,182,73,4552,255.0,1200
chan,8,24,62,263,37,4588,300.0,1200
kenett,8,24,54,271,240,4385,511.0,1200
fe,8,24,40,285,28,4597,313.0,1200
rw,8,25,313,12,980,3645,992.0,1200
goni,8,25,148,177,73,4552,250.0,1200
chan,8,25,59,266,40,4585,306.0,1200
kenett,8,25,56,269,238,4387,507.0,1200
fe,8,25,41,284,30,4595,314.0,1200
rw,8,26,314,11,1004,3621,1015.0,1200
goni,8,26,158,167,72,4553,239.0,1200
chan,8,26,62,263,37,4588,300.0,1200
kenett,8,26,60,265,234,4391,499.0,1200
fe,8,26,43,282,31,4594,313.0,1200
rw,8,27,315,10,1025,3600,1035.0,1200
goni,8,27,169,156,79,4546,235.0,1200
chan,8,27,66,259,33,4592,292.0,1200
kenett,8,27,65,260,229,4396,489.0,1200
fe,8,27,43,282,34,4591,316.0,1200
rw,8,28,315,10,1053,3572,1063.0,1200
goni,8,28,172,153,84,4541,237.0,1200
chan,8,28,65,260,34,4591,294.0,1200
kenett,8,28,66,259,228,4397,487.0,1200
fe,8,28,44,281,36,4589,317.0,1200
rw,8,29,316,9,1080,3545,1089.0,1200
goni,8,29,170,155,85,4540,240.0,1200
chan,8,29,66,259,33,4592,292.0,1200
kenett,8,29,62,263,232,4393,495.0,1200
fe,8,29,45,280,38,4587,318.0,1200
rw,8,30,317,8,1109,3516,1117.0,1200
goni,8,30,172,153,84,4541,237.0,1200
chan,8,30,65,260,34,4591,294.0,1200
kenett,8,30,65,260,229,4396,489.0,1200
fe,8,30,47,278,39,4586,317.0,1200
rw,8,31,317,8,1136,3489,1144.0,1200
goni,8,31,175,150,82,4543,232.0,1200
chan,8,31,67,258,32,4593,290.0,1200
kenett,8,31,74,251,220,4405,471.0,1200
fe,8,31,49,276,39,4586,315.0,1200
rw,8,32,318,7,1159,3466,1166.0,1200
goni,8,32,183,142,87,4538,229.0,1200
chan,8,32,65,260,34,4591,294.0,1200
kenett,8,32,72,253,222,4403,475.0,1200
fe,8,32,49,276,41,4584,317.0,1200
rw,8,33,318,7,1187,3438,1194.0,1200
goni,8,33,189,136,84,4541,220.0,1200
chan,8,33,66,259,33,4592,292.0,1200
kenett,8,33,77,248,217,4408,465.0,1200
fe,8,33,50,275,43,4582,318.0,1200
rw,8,34,319,6,1212,3413,1218.0,1200
goni,8,34,193,132,88,4537,220.0,1200
chan,8,34,64,261,35,4590,296.0,1200
kenett,8,34,71,254,223,4402,477.0,1200
fe,8,34,51,274,44,4581,318.0,1200
rw,8,35,320,5,1239,3386,1244.0,1200
goni,8,35,198,127,87,4538,214.0,1200
chan,8,35,65,260,34,4591,294.0,1200
kenett,8,35,71,254,223,4402,477.0,1200
fe,8,35,51,274,47,4578,321.0,1200
rw,8,36,321,4,1264,3361,1268.0,1200
goni,8,36,201,124,93,4532,217.0,1200
chan,8,36,69,256,30,4595,286.0,1200
kenett,8,36,75,250,219,4406,469.0,1200
fe,8,36,52,273,49,4576,322.0,1200
rw,8,37,323,2,1295,3330,1297.0,1200
goni,8,37,204,121,90,4535,211.0,1200
chan,8,37,72,253,27,4598,280.0,1200
kenett,8,37,70,255,224,4401,479.0,1200
fe,8,37,54,271,49,4576,320.0,1200
rw,8,38,323,2,1312,3313,1314.0,1200
goni,8,38,205,120,96,4529,216.0,1200
chan,8,38,74,251,25,4600,276.0,1200
kenett,8,38,74,251,220,4405,471.0,1200
fe,8,38,56,269,50,4575,319.0,1200
rw,8,39,323,2,1341,3284,1343.0,1200
goni,8,39,210,115,100,4525,215.0,1200
chan,8,39,75,250,24,4601,274.0,1200
kenett,8,39,78,247,216,4409,463.0,1200
fe,8,39,56,269,53,4572,322.0,1200
rw,8,40,324,1,1363,3262,1364.0,1200
goni,8,40,215,110,100,4525,210.0,1200
chan,8,40,76,249,23,4602,272.0,1200
kenett,8,40,75,250,219,4406,469.0,1200
fe,8,40,58,267,54,4571,321.0,1200
rw,8,41,324,1,1386,3239,1387.0,1200
goni,8,41,217,108,101,4524,209.0,1200
chan,8,41,79,246,20,4605,266.0,1200
kenett,8,41,71,254,223,4402,477.0,1200
fe,8,41,60,265,55,4570,320.0,1200
rw,8,42,325,0,1400,3225,1400.0,1200
goni,8,42,218,107,103,4522,210.0,1200
chan,8,42,76,249,23,4602,272.0,1200
kenett,8,42,70,255,224,4401,479.0,1200
fe,8,42,61,264,57,4568,321.0,1200
rw,8,43,325,0,1421,3204,1421.0,1200
goni,8,43,219,106,106,4519,212.0,1200
chan,8,43,76,249,23,4602,272.0,1200
kenett,8,43,80,245,214,4411,459.0,1200
fe,8,43,63,262,58,4567,320.0,1200
rw,8,44,325,0,1442,3183,1442.0,1200
goni,8,44,224,101,110,4515,211.0,1200
chan,8,44,80,245,19,4606,264.0,1200
kenett,8,44,77,248,217,4408,465.0,1200
fe,8,44,64,261,58,4567,319.0,1200
rw,8,45,325,0,1458,3167,1458.0,1200
goni,8,45,222,103,115,4510,218.0,1200
chan,8,45,82,243,17,4608,260.0,1200
kenett,8,45,77,248,217,4408,465.0,1200
fe,8,45,64,261,60,4565,321.0,1200
rw,8,46,325,0,1481,3144,1481.0,1200
goni,8,46,224,101,112,4513,213.0,1200
chan,8,46,81,244,18,4607,262.0,1200
kenett,8,46,76,249,218,4407,467.0,1200
fe,8,46,64,261,62,4563,323.0,1200
rw,8,47,325,0,1496,3129,1496.0,1200
goni,8,47,226,99,118,4507,217.0,1200
chan,8,47,82,243,17,4608,260.0,1200
kenett,8,47,74,251,220,4405,471.0,1200
fe,8,47,65,260,63,4562,323.0,1200
rw,8,48,325,0,1507,3118,1507.0,1200
goni,8,48,232,93,120,4505,213.0,1200
chan,8,48,85,240,14,4611,254.0,1200
kenett,8,48,78,247,216,4409,463.0,1200
fe,8,48,67,258,64,4561,322.0,1200
rw,8,49,325,0,1531,3094,1531.0,1200
goni,8,49,229,96,127,4498,223.0,1200
chan,8,49,82,243,17,4608,260.0,1200
kenett,8,49,80,245,214,4411,459.0,1200
fe,8,49,67,258,67,4558,325.0,1200
rw,8,50,325,0,1546,3079,1546.0,1200
goni,8,50,237,88,123,4502,211.0,1200
chan,8,50,82,243,17,4608,260.0,1200
kenett,8,50,70,255,224,4401,479.0,1200
fe,8,50,69,256,67,4558,323.0,1200
rw,9,1,42,283,56,4569,339.0,1350
goni,9,1,3,322,5,4620,327.0,1350
chan,9,1,30,295,45,4580,340.0,1350
kenett,9,1,15,310,153,4472,463.0,1350
fe,9,1,1,324,2,4623,326.0,1350
rw,9,2,76,249,119,4506,368.0,1350
goni,9,2,9,316,9,4616,325.0,1350
chan,9,2,49,276,78,4547,354.0,1350
kenett,9,2,17,308,253,4372,561.0,1350
fe,9,2,2,323,4,4621,327.0,1350
rw,9,3,103,222,174,4451,396.0,1350
goni,9,3,20,305,19,4606,324.0,1350
chan,9,3,50,275,80,4545,355.0,1350
kenett,9,3,20,305,262,4363,567.0,1350
fe,9,3,4,321,5,4620,326.0,1350
rw,9,4,139,186,216,4409,402.0,1350
goni,9,4,26,299,23,4602,322.0,1350
chan,9,4,61,264,74,4551,338.0,1350
kenett,9,4,23,302,268,4357,570.0,1350
fe,9,4,7,318,5,4620,323.0,1350
rw,9,5,163,162,271,4354,433.0,1350
goni,9,5,37,288,18,4607,306.0,1350
chan,9,5,69,256,74,4551,330.0,1350
kenett,9,5,34,291,260,4365,551.0,1350
fe,9,5,9,316,6,4619,322.0,1350
rw,9,6,189,136,313,4312,449.0,1350
goni,9,6,48,277,27,4598,304.0,1350
chan,9,6,58,267,73,4552,340.0,1350
kenett,9,6,33,292,261,4364,553.0,1350
fe,9,6,10,315,7,4618,322.0,1350
rw,9,7,201,124,365,4260,489.0,1350
goni,9,7,46,279,28,4597,307.0,1350
chan,9,7,51,274,72,4553,346.0,1350
kenett,9,7,40,285,254,4371,539.0,1350
fe,9,7,12,313,8,4617,321.0,1350
rw,9,8,209,116,417,4208,533.0,1350
goni,9,8,45,280,28,4597,308.0,1350
chan,9,8,50,275,60,4565,335.0,1350
kenett,9,8,52,273,242,4383,515.0,1350
fe,9,8,13,312,10,4615,322.0,1350
rw,9,9,223,102,464,4161,566.0,1350
goni,9,9,55,270,26,4599,296.0,1350
chan,9,9,43,282,69,4556,351.0,1350
kenett,9,9,42,283,252,4373,535.0,1350
fe,9,9,15,310,11,4614,321.0,1350
rw,9,10,239,86,504,4121,590.0,1350
goni,9,10,66,259,39,4586,298.0,1350
chan,9,10,48,277,57,4568,334.0,1350
kenett,9,10,41,284,253,4372,537.0,1350
fe,9,10,16,309,12,4613,321.0,1350
rw,9,11,250,75,548,4077,623.0,1350
goni,9,11,71,254,40,4585,294.0,1350
chan,9,11,51,274,50,4575,324.0,1350
kenett,9,11,50,275,244,4381,519.0,1350
fe,9,11,19,306,12,4613,318.0,1350
rw,9,12,261,64,581,4044,645.0,1350
goni,9,12,70,255,37,4588,292.0,1350
chan,9,12,47,278,55,4570,333.0,1350
kenett,9,12,49,276,245,4380,521.0,1350
fe,9,12,20,305,14,4611,319.0,1350
rw,9,13,266,59,613,4012,672.0,1350
goni,9,13,84,241,34,4591,275.0,1350
chan,9,13,49,276,54,4571,330.0,1350
kenett,9,13,49,276,245,4380,521.0,1350
fe,9,13,21,304,16,4609,320.0,1350
rw,9,14,274,51,648,3977,699.0,1350
goni,9,14,90,235,42,4583,277.0,1350
chan,9,14,53,272,48,4577,320.0,1350
kenett,9,14,54,271,240,4385,511.0,1350
fe,9,14,23,302,17,4608,319.0,1350
rw,9,15,281,44,682,3943,726.0,1350
goni,9,15,93,232,44,4581,276.0,1350
chan,9,15,50,275,51,4574,326.0,1350
kenett,9,15,50,275,244,4381,519.0,1350
fe,9,15,25,300,18,4607,318.0,1350
rw,9,16,289,36,717,3908,753.0,1350
goni,9,16,101,224,43,4582,267.0,1350
chan,9,16,54,271,46,4579,317.0,1350
kenett,9,16,48,277,246,4379,523.0,1350
fe,9,16,27,298,19,4606,317.0,1350
rw,9,17,291,34,751,3874,785.0,1350
goni,9,17,101,224,49,4576,273.0,1350
chan,9,17,57,268,43,4582,311.0,1350
kenett,9,17,43,282,251,4374,533.0,1350
fe,9,17,28,297,20,4605,317.0,1350
rw,9,18,296,29,789,3836,818.0,1350
goni,9,18,109,216,52,4573,268.0,1350
chan,9,18,58,267,42,4583,309.0,1350
kenett,9,18,50,275,244,4381,519.0,1350
fe,9,18,30,295,21,4604,316.0,1350
rw,9,19,298,27,825,3800,852.0,1350
goni,9,19,115,210,50,4575,260.0,1350
chan,9,19,59,266,40,4585,306.0,1350
kenett,9,19,52,273,242,4383,515.0,1350
fe,9,19,31,294,22,4603,316.0,1350
rw,9,20,301,24,857,3768,881.0,1350
goni,9,20,123,202,50,4575,252.0,1350
chan,9,20,61,264,39,4586,303.0,1350
kenett,9,20,53,272,241,4384,513.0,1350
fe,9,20,34,291,22,4603,313.0,1350
rw,9,21,305,20,898,3727,918.0,1350
goni,9,21,129,196,54,4571,250.0,1350
chan,9,21,63,262,36,4589,298.0,1350
kenett,9,21,51,274,243,4382,517.0,1350
fe,9,21,36,289,23,4602,312.0,1350
rw,9,22,309,16,920,3705,936.0,1350
goni,9,22,136,189,63,4562,252.0,1350
chan,9,22,62,263,37,4588,300.0,1350
kenett,9,22,56,269,238,4387,507.0,1350
fe,9,22,37,288,25,4600,313.0,1350
rw,9,23,310,15,948,3677,963.0,1350
goni,9,23,138,187,66,4559,253.0,1350
chan,9,23,66,259,33,4592,292.0,1350
kenett,9,23,62,263,232,4393,495.0,1350
fe,9,23,38,287,27,4598,314.0,1350
rw,9,24,313,12,975,3650,987.0,1350
goni,9,24,146,179,67,4558,246.0,1350
chan,9,24,67,258,32,4593,290.0,1350
kenett,9,24,58,267,236,4389,503.0,1350
fe,9,24,39,286,29,4596,315.0,1350
rw,9,25,315,10,1007,3618,1017.0,1350
goni,9,25,148,177,69,4556,246.0,1350
chan,9,25,70,255,29,4596,284.0,1350
kenett,9,25,64,261,230,4395,491.0,1350
fe,9,25,40,285,31,4594,316.0,1350
rw,9,26,316,9,1041,3584,1050.0,1350
goni,9,26,156,169,73,4552,242.0,1350
chan,9,26,71,254,29,4596,283.0,1350
kenett,9,26,63,262,231,4394,493.0,1350
fe,9,26,42,283,32,4593,315.0,1350
rw,9,27,319,6,1069,3556,1075.0,1350
goni,9,27,167,158,77,4548,235.0,1350
chan,9,27,70,255,30,4595,285.0,1350
kenett,9,27,63,262,231,4394,493.0,1350
fe,9,27,44,281,32,4593,313.0,1350
rw,9,28,321,4,1095,3530,1099.0,1350
goni,9,28,171,154,78,4547,232.0,1350
chan,9,28,70,255,29,4596,284.0,1350
kenett,9,28,59,266,235,4390,501.0,1350
fe,9,28,46,279,33,4592,312.0,1350
rw,9,29,321,4,1121,3504,1125.0,1350
goni,9,29,178,147,82,4543,229.0,1350
chan,9,29,72,253,27,4598,280.0,1350
kenett,9,29,59,266,235,4390,501.0,1350
fe,9,29,48,277,34,4591,311.0,1350
rw,9,30,321,4,1156,3469,1160.0,1350
goni,9,30,178,147,78,4547,225.0,1350
chan,9,30,71,254,28,4597,282.0,1350
kenett,9,30,68,257,226,4399,483.0,1350
fe,9,30,51,274,34,4591,308.0,1350
rw,9,31,321,4,1184,3441,1188.0,1350
goni,9,31,180,145,76,4549,221.0,1350
chan,9,31,76,249,23,4602,272.0,1350
kenett,9,31,68,257,226,4399,483.0,1350
fe,9,31,51,274,37,4588,311.0,1350
rw,9,32,321,4,1207,3418,1211.0,1350
goni,9,32,187,138,78,4547,216.0,1350
chan,9,32,75,250,25,4600,275.0,1350
kenett,9,32,69,256,225,4400,481.0,1350
fe,9,32,53,272,38,4587,310.0,1350
rw,9,33,321,4,1225,3400,1229.0,1350
goni,9,33,189,136,79,4546,215.0,1350
chan,9,33,76,249,23,4602,272.0,1350
kenett,9,33,65,260,229,4396,489.0,1350
fe,9,33,53,272,41,4584,313.0,1350
rw,9,34,321,4,1251,3374,1255.0,1350
goni,9,34,191,134,83,4542,217.0,1350
chan,9,34,75,250,24,4601,274.0,1350
kenett,9,34,63,262,231,4394,493.0,1350
fe,9,34,55,270,42,4583,312.0,1350
rw,9,35,321,4,1280,3345,1284.0,1350
goni,9,35,195,130,85,4540,215.0,1350
chan,9,35,78,247,23,4602,270.0,1350
kenett,9,35,66,259,228,4397,487.0,1350
fe,9,35,56,269,44,4581,313.0,1350
rw,9,36,321,4,1307,3318,1311.0,1350
goni,9,36,198,127,86,4539,213.0,1350
chan,9,36,76,249,23,4602,272.0,1350
kenett,9,36,62,263,232,4393,495.0,1350
fe,9,36,59,266,44,4581,310.0,1350
rw,9,37,322,3,1333,3292,1336.0,1350
goni,9,37,195,130,88,4537,218.0,1350
chan,9,37,76,249,23,4602,272.0,1350
kenett,9,37,72,253,222,4403,475.0,1350
fe,9,37,61,264,45,4580,309.0,1350
rw,9,38,322,3,1361,3264,1364.0,1350
goni,9,38,200,125,87,4538,212.0,1350
chan,9,38,77,248,23,4602,271.0,1350
kenett,9,38,64,261,230,4395,491.0,1350
fe,9,38,61,264,48,4577,312.0,1350
rw,9,39,323,2,1382,3243,1384.0,1350
goni,9,39,205,120,92,4533,212.0,1350
chan,9,39,76,249,23,4602,272.0,1350
kenett,9,39,71,254,223,4402,477.0,1350
fe,9,39,63,262,49,4576,311.0,1350
rw,9,40,324,1,1397,3228,1398.0,1350
goni,9,40,207,118,95,4530,213.0,1350
chan,9,40,76,249,23,4602,272.0,1350
kenett,9,40,77,248,217,4408,465.0,1350
fe,9,40,64,261,51,4574,312.0,1350
rw,9,41,325,0,1410,3215,1410.0,1350
goni,9,41,207,118,98,4527,216.0,1350
chan,9,41,77,248,22,4603,270.0,1350
kenett,9,41,73,252,221,4404,473.0,1350
fe,9,41,65,260,53,4572,313.0,1350
rw,9,42,325,0,1433,3192,1433.0,1350
goni,9,42,219,106,104,4521,210.0,1350
