subj,node1,node2,uinvite,rw,windowvalid,uinvite_prior
S101,worm,spider,1,1,1,1
S101,yak,camel,1,1,1,1
S101,yellowjacket,kangaroo,1,1,1,1
S101,zebra,donkey,1,1,1,1
S101,zebra,falcon,1,1,1,1
S101,zebra,gerbil,1,1,1,1
S101,zebra,gorilla,1,1,1,1
S101,zebra,hippopotamus,1,1,1,1
S101,zebra,horse,1,1,1,1
S101,zebra,lion,1,1,1,1
S101,zebra,ostrich,1,1,1,1
S101,zebra,penguin,1,1,1,1
S101,zebra,weasel,1,1,1,1
S101,zebra,wolf,1,1,1,1