subj,node1,node2,s2017_uinvite_hierarchical_bb_a1_b1,s2017_rw,s2017_fe,s2017_goni,s2017_chan,s2017_kenett,s2017_uinvite_flat,s2017_uinvite_hierarchical_zibb_a2_b1_p5
S100,hummingbird,armadillo,0,1,0,0,0,0,1,1
S100,panda,panther,0,1,1,0,0,0,1,0
S100,kangaroo,wolf,0,1,0,0,0,0,1,0
S100,macaw,parakeet,1,1,0,0,0,0,1,1
S100,maltese,oxen,0,0,0,0,0,1,0,0
S100,goat,squirrel,0,1,0,0,0,0,1,0
S100,walrus,raptor,0,0,0,0,0,1,0,0
S100,woodpecker,turtle,1,0,0,0,0,0,0,1
S100,turtle,gorilla,0,1,0,0,0,0,1,0
S100,bear,tiger,0,1,1,1,0,0,1,1
S100,marlin,lobster,1,1,0,0,0,0,1,1
S100,bear,jaguar,0,1,0,0,0,0,1,0
S100,crocodile,guineapig,0,1,0,0,0,0,1,0
S100,mountainlion,alligator,0,0,0,0,0,1,0,0
S100,ram,hen,1,1,0,0,1,0,1,1
S100,eagle,opossum,0,1,0,0,0,0,1,1
S100,goldenretriever,persian,0,0,0,0,0,1,0,0
S100,wildebeest,tiger,0,1,0,0,0,0,1,0
S100,hedgehog,guineapig,1,1,0,0,0,0,1,1
S100,dog,baldeagle,0,0,0,0,0,1,0,0
S100,mouse,gerbil,0,1,0,0,0,0,1,0
S100,blowfish,barracuda,1,1,0,0,1,0,1,1
S100,porcupine,cat,0,0,0,0,0,1,0,0
S100,eagle,duck,0,1,0,0,0,0,1,0
S100,snake,orangutan,0,1,0,0,0,0,1,0
S100,whale,crab,0,1,0,0,0,0,1,0
S100,hog,eel,1,1,0,0,0,0,1,1
S100,cougar,moose,0,1,0,0,0,0,1,0
S100,cobra,marlin,0,0,0,0,0,1,0,0
S100,bear,rooster,0,1,0,0,0,0,1,0
S100,anaconda,antelope,0,0,0,0,0,1,0,0
S100,snake,gorilla,0,1,0,0,0,0,1,0
S100,fawn,bat,0,1,0,0,0,0,1,1
S100,crow,bluejay,0,1,0,0,0,0,1,0
S100,jaguar,arcticfox,0,0,0,0,0,1,0,0
S100,tortoise,beaver,0,1,0,0,0,0,1,0
S100,walrus,hammerheadshark,0,0,0,0,0,1,0,0
S100,seal,gorilla,0,1,0,0,0,0,1,0
S100,lizard,gerbil,0,1,0,0,0,0,0,0
S100,hummingbird,rabbit,0,1,0,0,0,0,1,0
S100,dinosaur,horse,0,1,0,0,0,0,1,1
S100,spider,frog,0,1,0,0,0,0,1,0
S100,meerkat,gorilla,0,1,0,0,0,0,1,0
S100,starfish,hamster,0,0,0,0,0,1,0,0
S100,badger,beaver,0,1,0,1,0,0,1,0
S100,earthworm,redpanda,0,0,0,0,0,1,0,0
S100,whale,fish,0,1,0,1,0,0,1,0
S100,bird,slug,0,0,0,0,0,1,0,0
S100,swallow,owl,1,1,0,0,0,0,1,1
S100,python,gull,0,0,0,0,0,1,0,0
S100,boaconstrictor,dragonfly,1,1,0,0,1,0,1,1
S100,hyena,bat,0,1,0,0,0,0,1,0
S100,ostrich,mouse,0,1,0,0,0,0,1,0
S100,brownbear,baldeagle,0,0,0,0,0,1,0,0
S100,ostrich,bird,0,1,0,0,0,0,1,0
S100,boaconstrictor,ferret,0,0,0,0,0,1,0,0
S100,condor,polarbear,0,1,0,0,0,0,1,1
S100,starfish,whale,0,1,0,1,0,0,1,1
S100,chameleon,donkey,0,1,0,0,0,0,1,1
S100,lion,fish,0,1,0,0,0,0,0,0
S100,goat,camel,0,1,0,0,0,0,1,0
S100,python,rattlesnake,0,1,0,1,0,0,1,1
S100,shark,mouse,0,1,0,0,0,0,0,0
S100,bear,fox,0,1,1,0,0,0,1,0
S100,snake,owl,0,1,0,0,0,0,1,0
S100,jellyfish,tiger,0,1,0,0,0,0,1,0
S100,kangaroo,weevil,1,1,0,0,1,0,1,1
S100,fox,rabbit,0,1,0,0,0,0,1,0
S100,hyena,baboon,1,1,0,0,0,0,1,1
S100,beetle,vole,1,1,0,0,0,0,1,1
S100,lion,orangutan,0,1,0,0,0,0,1,0
S100,elephant,whale,0,1,0,0,0,0,1,0
S100,turtle,frog,0,1,0,1,0,0,1,1
S100,sandshark,mosquito,0,0,0,0,0,1,0,0
S100,dog,kangaroo,0,1,1,0,0,0,1,0
S100,giraffe,redpanda,0,1,0,0,0,0,1,1
S100,snake,ostrich,0,0,0,0,0,1,0,0
S100,raccoon,bug,0,0,0,0,0,1,0,0
S100,shark,rat,0,1,0,0,0,0,1,0
S100,eagle,whale,0,1,0,0,0,0,1,0
S100,seal,beaver,0,1,0,0,0,0,1,0
S100,rat,gerbil,0,1,0,1,0,0,1,0
S100,prairiedog,hyena,1,1,0,1,0,0,1,1
S100,peacock,frog,1,1,0,0,1,0,1,1
S100,cat,polarbear,0,1,0,0,0,0,1,0
S100,bass,hummingbird,0,0,0,0,0,1,0,0
S100,sugarglider,sheep,0,0,0,0,0,1,0,0
S100,seal,manatee,1,1,0,1,0,0,1,1
S100,bluewhale,killerwhale,1,1,0,0,1,0,1,1
S100,elephant,mule,0,1,0,0,0,0,0,0
S100,mink,camel,1,0,0,0,0,0,0,0
S100,camel,ox,0,1,0,0,0,0,1,0
S100,dolphin,stingray,0,1,0,0,0,0,1,0
S100,dove,parrot,0,1,0,1,0,0,1,0
S100,dolphin,fish,0,1,0,1,0,0,1,0
S100,narwhal,whale,1,1,0,0,0,0,1,1
S100,pitbull,hammerheadshark,0,0,0,0,0,1,0,0
S100,bullfrog,elk,0,0,0,0,0,1,0,0
S100,mouse,wombat,0,1,0,0,0,0,1,0
S100,turtle,stingray,0,0,0,0,0,1,0,0
S100,orangutan,hummingbird,0,1,0,0,0,0,1,1
S100,mouse,duck,0,1,0,0,0,0,1,0
S100,duck,alligator,0,1,0,0,0,0,1,0
S100,sugarglider,nightingale,0,0,0,0,0,1,0,0
S100,hyena,mongoose,0,1,0,1,1,0,1,1
S100,llama,bear,0,1,0,0,0,0,1,0
S100,goldfish,salamander,1,1,0,0,0,0,1,1
S100,pheasant,duck,0,1,0,1,1,0,1,1
S100,bear,shrimp,0,1,0,0,0,0,0,0
S100,snake,hyena,0,1,0,0,0,0,1,0
S100,antelope,cobra,0,0,0,0,0,1,0,0
S100,dog,wolf,0,1,1,1,0,0,1,0
S100,turtle,panda,0,1,0,0,0,0,1,0
S100,dolphin,wolverine,0,0,0,0,0,1,0,0
S100,capuchin,vole,0,0,0,0,0,1,0,0
S100,beardeddragon,panther,0,0,0,0,0,1,0,0
S100,sunbear,deer,1,1,0,0,1,0,1,1
S100,opossum,mole,1,1,0,0,0,0,1,1
S100,marlin,firefly,0,0,0,0,0,1,0,0
S100,sealion,polarbear,0,1,0,1,0,0,1,0
S100,shark,killerwhale,0,1,0,0,0,0,1,1
S100,humpbackwhale,killerwhale,1,1,0,0,1,0,1,1
S100,tuna,donkey,0,1,0,0,0,0,1,0
S100,flamingo,mole,0,1,0,0,0,0,1,0
S100,anteater,elephant,0,0,0,0,0,1,0,0
S100,bullfrog,zebu,0,0,0,0,0,1,0,0
S100,echidna,monkey,0,0,0,0,0,1,0,0
S100,anchovy,shrimp,1,1,0,0,1,0,1,1
S100,waterbear,elk,0,0,0,0,0,1,0,0
S100,seahorse,lark,0,0,0,0,0,1,0,0
S100,crow,snake,0,1,0,0,0,0,1,0
S100,goat,zebra,0,1,0,0,0,0,1,0
S100,boaconstrictor,parrot,0,0,0,0,0,1,0,0
S100,ferret,redfox,1,1,0,0,1,0,1,1
S100,ferret,rabbit,0,1,0,0,0,0,1,0
S100,mule,ox,0,1,0,1,0,0,1,0
S100,zebra,mouse,0,1,0,0,0,0,1,0
S100,koala,sloth,0,1,0,1,1,0,1,0
S100,monkey,ferret,0,1,0,0,0,0,1,0
S100,antelope,armadillo,1,1,0,0,0,0,1,1
S100,kangaroo,wallaby,1,1,0,1,1,0,1,1
S100,honeybadger,bull,0,1,0,0,0,0,1,1
S100,hippopotamus,skunk,0,1,0,0,0,0,1,0
S100,dolphin,whale,1,1,0,1,1,0,1,1
S100,pigeon,macaw,0,1,0,0,1,0,1,0
S100,porcupine,kangaroo,0,1,0,0,0,0,1,1
S100,boaconstrictor,owl,0,0,0,0,0,1,0,0
S100,giraffe,spider,0,1,0,0,0,0,1,0
S100,ferret,toad,0,1,0,0,0,0,1,0
S100,bison,oxen,1,1,0,0,0,0,1,1
S100,buzzard,lobster,0,0,0,0,0,1,0,0
S100,caterpillar,ladybug,1,1,0,0,0,0,1,1
S100,owl,rabbit,0,1,0,0,0,0,1,0
S100,gull,bear,0,0,0,0,0,1,0,0
S100,lynx,gorilla,0,1,0,0,0,0,1,0
S100,chowchow,killerwhale,0,0,0,0,0,1,0,0
S100,horse,steer,1,1,0,1,1,0,1,1
S100,sugarglider,redpanda,0,0,0,0,0,1,0,0
S100,orangutan,marmoset,1,1,0,0,0,0,1,1
S100,minnow,isopod,0,0,0,0,0,1,0,0
S100,swordfish,orca,1,1,0,1,1,0,1,1
S100,bear,cat,0,1,1,0,0,0,1,0
S100,wolverine,panther,0,1,0,0,0,0,1,0
S100,beaver,armadillo,0,1,0,0,0,0,1,0
S100,jellyfish,lobster,0,0,0,1,0,1,0,0
S100,hog,porcupine,0,0,0,0,0,1,0,0
S100,dove,pigeon,1,1,0,1,1,0,1,1
S100,gopher,chinchilla,1,1,0,0,0,0,1,1
S100,antelope,slug,0,0,0,0,0,1,0,0
S100,jellyfish,rabbit,0,0,0,0,0,1,0,0
S100,monkey,deer,0,1,0,0,0,0,1,0
S100,sabertoothedtiger,cheetah,1,1,0,0,1,0,1,1
S100,gazelle,rat,0,1,0,0,0,0,1,0
S100,dragonfly,possum,0,0,0,0,0,1,0,0
S100,pony,stallion,1,1,0,0,1,0,1,1
S100,monkey,hamster,0,1,0,0,0,0,1,0
S100,pigeon,swan,0,1,0,0,0,0,1,0
S100,hippopotamus,puma,0,1,0,0,0,0,1,0
S100,goat,scorpion,0,0,0,0,0,0,1,0
S100,eel,shrimp,1,1,0,0,0,0,1,1
S100,giraffe,alligator,0,1,0,0,0,0,1,0
S100,bear,gorilla,0,1,0,0,0,0,1,0
S100,fox,wolf,0,1,0,1,1,0,1,1
S100,lobster,crab,1,1,0,1,1,0,1,1
S100,koala,orangutan,0,1,0,0,0,0,1,0
S100,cow,armadillo,0,0,0,0,0,1,0,0
S100,hippopotamus,jaguar,0,1,0,0,0,0,0,0
S100,opossum,whale,1,1,0,0,0,0,1,1
S100,ibex,yak,0,0,0,0,0,1,0,0
S100,beaver,anchovy,0,0,0,0,0,1,0,0
S100,stork,barracuda,0,0,0,0,0,1,0,0
S100,mouse,moose,0,1,0,0,0,0,1,0
S100,elephant,canary,0,1,0,0,0,0,1,0
S100,zebra,fish,0,1,0,0,0,0,1,0
S100,hamster,raptor,0,0,0,0,0,1,0,0
S100,labradorretriever,swan,0,0,0,0,0,1,0,0
S100,platypus,slug,1,0,0,0,0,0,0,1
S100,liger,rabbit,0,0,0,0,0,1,0,0
S100,hyena,deer,0,1,0,0,0,0,1,0
S100,dolphin,fox,0,1,0,0,0,0,1,0
S100,tyrannosaurusrex,millipede,0,0,0,0,0,1,0,0
S100,waterbear,sloth,1,1,0,0,0,0,1,1
S100,bluebird,sparrow,1,1,0,0,1,0,1,1
S100,chameleon,lamb,0,0,0,0,0,1,0,0
S100,anaconda,chihuahua,0,0,0,0,0,1,0,0
S100,cassowary,ibex,1,1,0,0,1,0,1,1
S100,crocodile,chowchow,0,0,0,0,0,1,0,0
S100,squid,crane,0,0,0,0,0,1,0,0
S100,prairiedog,ostrich,0,1,0,0,0,0,1,0
S100,rattlesnake,alligator,0,1,0,0,0,0,1,0
S100,tarantula,chinchilla,0,0,0,0,0,1,0,0
S100,snake,snail,0,1,0,0,0,0,1,0
S100,emu,ewe,1,1,0,1,1,0,1,1
S100,lizard,hamster,0,1,0,0,0,0,1,0
S100,tiger,lynx,0,1,0,0,0,0,0,0
S100,rat,woodchuck,0,0,0,0,0,1,0,0
S100,spidermonkey,gazelle,0,0,0,0,0,1,0,0
S100,ermine,mongoose,1,1,0,0,0,0,1,1
S100,fly,tick,1,1,0,1,1,0,1,1
S100,gnat,firefly,1,1,0,0,0,0,1,1
S100,fox,owl,0,1,0,0,0,0,1,0
S100,goose,fish,0,1,0,0,0,0,1,0
S100,tasmaniandevil,ostrich,1,1,0,0,0,0,1,1
S100,leopard,serval,0,1,0,1,1,0,1,0
S100,komododragon,monitor,1,1,0,0,0,0,1,1
S100,tuna,whale,0,1,0,1,0,0,1,1
S100,ibis,cardinal,0,0,0,0,0,1,0,0
S100,bull,deer,0,1,0,0,0,0,1,0
S100,zebra,jaguar,0,1,0,0,0,0,1,0
S100,elephant,shrew,0,1,0,0,0,0,1,0
S100,shark,flamingo,0,1,0,0,0,0,1,0
S100,bulldog,warthog,0,0,0,0,0,1,0,0
S100,spermwhale,narwhal,1,1,0,0,1,0,1,1
S100,cockroach,finch,0,0,0,0,0,1,0,0
S100,cockroach,crab,0,0,0,0,0,1,0,0
S100,zebra,cat,0,1,0,0,0,0,1,0
S100,sparrow,stallion,0,0,0,0,0,1,0,0
S100,cardinal,moose,0,1,0,0,0,0,1,0
S100,duck,rabbit,0,1,0,0,0,0,1,0
S100,liger,tiger,1,1,0,0,1,0,1,1
S100,butterfly,dog,0,1,0,0,0,0,0,0
S100,llama,emu,0,1,0,0,0,0,1,0
S100,dolphin,flamingo,0,1,0,0,0,0,1,0
S100,butterfly,squirrel,0,1,0,0,0,0,1,0
S100,crow,panther,0,0,0,0,0,1,0,0
S100,brownbear,ram,0,0,0,0,0,1,0,0
S100,scottishshetland,eel,0,0,0,0,0,1,0,0
S100,monkey,wildcat,0,1,1,0,0,0,1,1
S100,komododragon,shark,0,1,0,0,0,0,1,0
S100,cow,alligator,0,1,0,0,0,0,0,0
S100,donkey,gull,0,0,0,0,0,1,0,0
S100,gull,squirrel,0,0,0,0,0,1,0,0
S100,snail,ladybug,1,1,0,0,0,0,1,1
S100,chihuahua,ferret,0,0,0,0,0,1,0,0
S100,wasp,mongoose,0,0,0,0,0,1,0,0
S100,ibis,antelope,1,1,0,0,0,0,1,1
S100,nakedmolerat,carp,0,0,0,0,0,1,0,0
S100,labradorretriever,orca,0,0,0,0,0,1,0,0
S100,hippopotamus,howlermonkey,1,0,0,0,0,0,0,0
S100,frog,rabbit,0,1,0,0,0,0,1,0
S100,sheep,bird,0,1,0,0,0,0,1,0
S100,redpanda,polarbear,0,0,0,1,0,0,0,0
S100,rhinoceros,possum,0,1,0,0,0,0,1,0
S100,fox,pig,0,1,0,0,0,0,1,0
S100,koala,wallaby,0,0,0,1,0,0,0,0
S100,tiger,gerbil,0,1,0,0,0,0,0,0
S100,crocodile,camel,0,1,0,0,0,0,1,0
S100,beluga,hare,0,0,0,0,0,1,0,0
S100,salmon,vulture,0,0,0,0,0,1,0,0
S100,octopus,crab,0,1,0,1,0,0,1,1
S100,snail,flamingo,0,1,0,1,0,0,1,1
S100,duckling,zebu,0,0,0,0,0,1,0,0
S100,sheep,hyena,0,1,0,0,0,0,1,0
S100,goat,dog,0,1,0,0,0,0,0,0
S100,scorpion,mule,1,1,0,0,0,0,1,1
S100,guineapig,ferret,0,1,0,1,0,0,1,0
S100,snake,lion,0,1,0,0,0,0,1,0
S100,dog,hamster,0,1,0,1,0,0,1,0
S100,ermine,fox,0,1,0,0,0,0,1,0
S100,crow,hen,1,1,0,0,0,0,1,1
S100,prairiedog,meerkat,0,1,0,1,1,0,1,1
S100,chameleon,turtle,0,1,0,1,0,0,1,0
S100,fawn,whale,0,0,0,0,0,1,0,0
S100,cockatoo,groundhog,0,1,0,0,1,0,1,1
S100,goat,chicken,0,1,0,1,0,0,1,1
S100,magpie,capybara,0,0,0,0,0,1,0,0
S100,lamb,moose,0,1,0,1,0,0,1,0
S100,koala,alligator,0,1,0,0,0,0,0,0
S100,warthog,eel,0,0,0,0,0,1,0,0
S100,skunk,meerkat,0,1,0,0,0,0,1,1
S100,iguana,chihuahua,0,0,0,0,0,1,0,0
S100,grizzlybear,polarbear,1,1,0,1,1,0,1,1
S100,monkey,kangaroo,0,1,0,0,0,0,1,0
S100,manatee,gerbil,0,0,0,0,0,1,0,0
S100,zebra,bobcat,0,1,0,0,0,0,1,0
S100,zebra,elk,0,1,0,0,0,0,0,0
S100,eagle,skunk,0,1,0,0,0,0,1,0
S100,eagle,frog,0,1,0,0,0,1,1,0
S100,woodpecker,cicada,0,0,0,0,0,1,0,0
S100,elephant,donkey,0,1,0,0,0,0,1,0
S100,possum,penguin,0,1,0,0,0,0,1,0
S100,cardinal,stallion,0,0,0,0,0,1,0,0
S100,lobster,octopus,0,0,0,1,0,0,0,0
S100,muskrat,fisher,1,1,0,1,1,0,1,1
S100,cow,rabbit,0,1,0,0,0,0,0,0
S100,lemur,wolf,0,0,0,0,0,1,0,0
S100,bobcat,orangutan,0,0,0,0,0,1,0,0
S100,chicken,falcon,0,1,0,0,0,0,1,0
S100,shark,tuna,0,1,0,1,0,0,1,0
S100,cheetah,tiger,0,1,0,1,0,0,1,0
S100,dolphin,nutria,0,0,0,0,0,1,0,0
S100,cockroach,rat,0,1,0,0,0,0,1,0
S100,bronco,stallion,1,1,0,0,1,0,1,1
S100,leopard,penguin,0,1,0,0,0,0,1,0
S100,salmon,boar,0,0,0,0,0,1,0,0
S100,tuna,ladybug,0,0,0,0,0,1,0,0
S100,brownbear,dog,0,0,0,0,0,1,0,0
S100,coyote,piranha,0,0,0,0,0,1,0,0
S100,pigeon,squid,0,1,0,0,0,0,1,0
S100,coyote,moose,0,1,0,0,0,0,1,0
S100,bear,duck,0,1,0,0,0,0,1,0
S100,gull,bluewhale,0,0,0,0,0,1,0,0
S100,mouse,hamster,0,1,0,1,0,0,1,0
S100,jaguar,panther,0,1,0,1,0,0,1,0
S100,canary,marmoset,0,0,0,0,0,1,0,0
S100,sabertoothedtiger,fish,0,0,0,0,0,1,0,0
S100,pigeon,chicken,0,1,0,0,0,0,1,0
S100,aardvark,gorilla,0,1,0,0,0,0,1,0
S100,goldfish,whale,0,1,0,0,0,0,1,0
S100,coyote,camel,0,1,0,0,0,0,1,0
S100,manx,hummingbird,0,0,0,0,0,1,0,0
S100,beetle,bee,0,1,0,0,0,0,1,0
S100,bobcat,steer,0,0,0,0,0,1,0,0
S100,shark,bear,0,1,0,0,0,0,1,0
S100,bluejay,seal,0,0,0,0,0,1,0,0
S100,blackbear,leopard,0,1,0,0,0,0,1,1
S100,chihuahua,howlermonkey,0,0,0,0,0,1,0,0
S100,bird,mouse,0,1,0,0,0,0,1,0
S100,bullfrog,stallion,0,0,0,0,0,1,0,0
S100,labradorretriever,adder,0,0,0,0,0,1,0,0
S100,budgie,parakeet,1,1,0,0,1,0,1,1
S100,bobcat,stingray,0,0,0,0,0,1,0,0
S100,spider,tick,1,1,0,1,0,0,1,1
S100,prairiedog,dog,0,1,0,0,0,0,0,0
S100,shark,possum,0,1,0,0,0,0,1,0
S100,rat,swallow,0,1,0,0,1,0,1,1
S100,rhinoceros,giraffe,0,1,1,1,0,0,1,1
S100,canary,muskrat,0,0,0,0,0,1,0,0
S100,rooster,pig,0,1,0,1,0,0,1,0
S100,orca,seal,0,1,0,0,0,0,1,0
S100,hare,badger,0,1,0,0,0,0,1,1
S100,bat,conure,0,0,0,0,0,1,0,0
S100,bee,worm,0,1,0,0,0,0,1,0
S100,seal,penguin,0,1,0,1,1,0,1,1
S100,parrot,cow,0,1,0,0,0,0,0,0
S100,possum,mole,1,1,0,0,0,0,1,1
S100,rhinoceros,panda,0,1,0,0,0,0,1,0
S100,catfish,bluebird,0,0,0,0,0,1,0,0
S100,zebra,alligator,0,1,0,0,0,0,1,0
S100,tiger,mouse,0,1,0,0,0,0,0,0
S100,tiger,crab,0,1,0,0,0,0,1,0
S100,giraffe,bull,0,1,0,0,0,0,1,0
S100,bird,sloth,0,1,0,0,0,0,1,0
S100,horse,monkey,0,1,0,0,0,0,1,0
S100,stinkbug,assassinbug,1,1,0,1,1,0,1,1
S100,tarantula,octopus,0,1,0,0,0,0,1,0
S100,hippopotamus,mouse,0,1,0,0,0,0,1,0
S100,macaque,marmoset,1,1,0,1,0,0,1,1
S100,reindeer,rabbit,0,1,0,0,0,0,1,0
S100,crocodile,snail,0,1,0,1,0,0,1,0
S100,bug,toad,0,0,0,0,0,1,0,0
S100,peccary,turkey,0,0,0,0,0,1,0,0
S100,lobster,fish,0,1,0,0,0,0,1,0
S100,squirrel,wombat,0,1,0,0,0,0,1,0
S100,pigeon,leopard,0,0,0,0,0,1,0,0
S100,squid,octopus,1,1,0,1,1,0,1,1
S100,meerkat,buffalo,0,1,0,0,0,0,1,0
S100,orangutan,centipede,0,0,0,0,0,1,0,0
S100,koala,eel,0,1,0,0,0,0,1,0
S100,hamster,gerbil,1,1,0,1,1,0,1,1
S100,bat,orangutan,0,1,0,0,0,0,1,0
S100,pigeon,alligator,0,1,0,0,0,0,1,0
S100,flea,bronco,0,0,0,0,0,1,0,0
S100,komododragon,dragon,0,0,0,0,0,1,0,0
S100,coyote,lynx,0,1,0,0,0,0,1,0
S100,kinkajou,dog,0,0,0,0,0,1,0,0
S100,cat,hamster,0,1,0,1,0,0,1,0
S100,greatwhiteshark,hammerheadshark,1,1,0,1,1,0,1,1
S100,bear,mouse,0,1,0,0,0,0,1,0
S100,bat,alligator,0,1,0,0,0,0,1,0
S100,hippopotamus,monkey,0,1,0,0,0,0,1,0
S100,koala,fish,0,1,0,0,0,0,1,0
S100,bull,mongoose,0,1,0,0,0,0,1,1
S100,chipmunk,mule,0,0,0,0,0,1,0,0
S100,boar,ewe,1,0,0,0,0,0,0,0
S100,panda,fox,0,1,0,1,1,0,1,0
S100,shark,starfish,1,1,0,1,0,0,1,1
S100,bonobo,howlermonkey,1,1,0,0,1,0,1,1
S100,giraffe,humpbackwhale,0,0,0,0,0,1,0,0
S100,echidna,porcupine,1,1,0,1,0,0,1,1
S100,poodle,chinchilla,0,0,0,0,0,1,0,0
S100,sloth,hummingbird,0,1,0,0,0,0,1,0
S100,lion,mongoose,0,1,0,0,0,0,1,0
S100,cottonmouth,quail,1,1,0,0,1,0,1,1
S100,bluejay,robin,0,1,0,0,0,0,1,1
S100,minnow,jaguar,1,1,0,0,1,0,1,1
S100,elephant,buffalo,0,1,0,0,0,0,1,0
S100,hawk,falcon,0,1,0,0,0,0,1,1
S100,peacock,cheetah,0,1,0,0,0,0,1,0
S100,rhinoceros,baboon,0,1,0,0,0,0,1,0
S100,kangaroo,beaver,0,1,0,0,0,0,1,0
S100,aardvark,buffalo,0,1,0,0,0,0,1,0
S100,tiger,owl,0,1,0,0,0,0,0,0
S100,wolf,fish,0,1,0,0,0,1,1,0
S100,snake,fish,0,1,0,0,0,0,1,0
S100,bessbug,spider,1,1,0,0,0,0,1,1
S100,polarbear,gorilla,0,1,0,0,0,0,1,0
S100,cheetah,snake,0,1,0,0,0,0,0,0
S100,giraffe,kangaroo,0,1,0,0,0,0,1,0
S100,salmon,alligator,0,1,0,0,0,0,1,0
S100,bluejay,finch,0,1,0,0,0,0,1,0
S100,peacock,bat,0,1,0,0,0,0,1,0
S100,goose,aardvark,0,1,0,0,0,0,1,0
S100,pony,chowchow,0,0,0,0,0,1,0,0
S100,lion,ewe,0,0,0,0,0,0,0,1
S100,mouse,rabbit,0,1,0,1,0,0,1,0
S100,bobcat,leopard,0,0,0,1,0,0,0,0
S100,whale,macaque,0,0,0,0,0,1,0,0
S100,dog,cow,0,1,1,0,0,0,1,0
S100,axolotl,rabbit,1,1,0,0,0,0,1,1
S100,beetle,tuna,0,0,0,0,0,1,0,0
S100,elephant,elk,0,1,0,0,0,0,0,0
S100,lizard,penguin,0,1,0,0,0,0,1,0
S100,bluebird,falcon,1,1,0,0,0,0,1,1
S100,ostrich,ewe,0,1,0,0,0,0,1,0
S100,bear,moose,0,1,0,1,0,0,1,0
S100,snake,camel,0,1,0,0,0,0,1,0
S100,butterfly,ladybug,1,1,0,0,0,0,1,1
S100,squirrel,ewe,1,0,0,0,0,0,0,0
S100,giraffe,lion,0,1,0,1,1,0,1,0
S100,platypus,octopus,0,1,0,1,0,1,1,1
S100,hamster,whale,0,1,0,0,0,0,1,0
S100,parrot,robin,0,1,0,0,0,0,1,1
S100,narwhal,manatee,1,1,0,1,1,0,1,1
S100,muskrat,ray,1,1,0,0,0,0,1,1
S100,possum,porcupine,0,1,0,0,0,1,1,1
S100,tiger,rooster,0,1,0,0,0,0,0,0
S100,snake,horse,0,1,0,0,0,0,1,0
S100,cattle,mongoose,0,0,0,0,0,1,0,0
S100,humpbackwhale,blueheron,0,0,0,0,0,1,0,0
S100,fox,gorilla,0,1,0,0,0,0,1,0
S100,donkey,bruin,0,0,0,0,0,1,0,0
S100,bobcat,bear,0,1,0,0,0,0,1,0
S100,brownbear,turkey,0,0,0,0,0,1,0,0
S100,raptor,owl,1,1,0,0,0,0,1,1
S100,komododragon,elephant,0,1,0,0,0,0,1,0
S100,coyote,penguin,0,1,0,0,0,1,1,0
S100,parrot,germanshepherd,0,0,0,0,0,1,0,0
S100,raccoon,toad,0,0,0,0,0,1,0,0
S100,hawk,gull,0,0,0,0,0,1,0,0
S100,komododragon,iguana,0,1,0,0,0,0,1,0
S100,opossum,raccoon,1,1,0,0,1,0,1,1
S100,starfish,mussel,0,1,0,1,0,0,1,0
S100,grizzlybear,stallion,0,0,0,0,0,1,0,0
S100,anaconda,marlin,0,0,0,0,0,1,0,0
S100,macaw,zebu,1,1,0,0,1,0,1,1
S100,chameleon,ox,1,1,0,0,0,0,1,1
S100,aardvark,moose,0,1,0,1,0,0,1,0
S100,eagle,moose,0,1,0,0,0,0,1,0
S100,goat,mouse,0,1,0,0,0,0,1,0
S100,bull,worm,0,1,0,0,0,0,1,1
S100,peacock,squid,0,0,0,0,0,1,0,0
S100,ox,penguin,0,1,0,0,0,0,1,0
S100,cheetah,jaguar,0,1,0,1,1,1,1,1
S100,koala,bull,0,1,0,0,0,0,1,0
S100,ape,chimpanzee,1,1,1,1,1,0,1,1
S100,lion,chimpanzee,0,1,0,0,0,0,0,0
S100,falcon,pufferfish,0,0,0,0,0,1,0,0
S100,duck,pig,0,1,0,0,0,0,1,0
S100,mouse,hummingbird,0,1,0,0,0,0,1,0
S100,beetle,gull,0,0,0,0,0,1,0,0
S100,crow,squirrel,0,1,0,1,0,0,1,0
S100,hamster,pig,0,1,0,0,0,0,1,0
S100,goat,rat,0,1,0,0,0,0,1,0
S100,egret,guineapig,0,0,0,0,0,1,0,0
S100,adder,cobra,1,1,0,1,1,0,1,1
S100,zebra,bandicoot,0,0,0,0,0,1,0,0
S100,parrot,kangaroo,0,1,0,0,0,0,1,0
S100,stinkbug,possum,0,0,0,0,0,1,0,0
S100,ant,elk,0,1,0,0,0,0,1,0
S100,guineapig,gerbil,0,1,0,1,0,0,1,0
S100,lemur,panda,0,1,0,1,0,0,1,0
S100,goat,ostrich,0,1,0,0,0,0,1,0
S100,shrew,rabbit,0,1,0,0,0,0,1,0
S100,monkey,rabbit,0,1,0,0,0,0,1,0
S100,tarantula,gorilla,0,1,0,0,0,0,1,0
S100,muskrat,mosquito,0,0,0,0,0,1,0,0
S100,cardinal,owl,1,1,0,0,0,0,1,1
S100,zebu,crane,0,0,0,0,0,1,0,0
S100,sheep,bat,0,1,0,0,0,0,1,0
S100,ibis,wallaby,1,1,0,0,1,0,1,1
S100,goat,rooster,0,1,0,0,0,0,1,0
S100,sugarglider,stork,0,0,0,0,0,1,0,0
S100,chicken,mouse,0,1,0,0,0,0,1,0
S100,hawk,cattle,0,0,0,0,0,1,0,0
S100,peacock,crow,0,0,0,0,0,1,0,0
S100,antelope,buffalo,1,1,0,1,0,0,1,1
