subj,item1,item2,bb5,bb6,bb7,bb8,bb9,zibb5,zibb6,zibb7,zibb8,zibb9
S100,squirrel,marmot,0,0,0,0,0,1,0,0,0,0
S100,goat,bunny,0,0,0,0,0,1,0,0,0,0
S100,brownbear,blackbear,1,1,0,0,0,1,1,0,0,0
S100,lion,tiger,1,1,1,1,1,1,1,1,1,1
S100,ermine,lynx,0,0,0,0,0,1,0,0,0,0
S100,coyote,prairiedog,0,0,0,0,0,1,0,0,0,0
S100,sparrow,owl,0,0,0,0,0,1,1,0,0,0
S100,budgie,parakeet,1,1,0,0,0,1,1,0,0,0
S100,anteater,ant,1,1,1,0,0,1,1,1,0,0
S100,spider,tick,1,1,0,0,0,1,1,0,0,0
S100,boaconstrictor,alligator,1,1,0,0,0,1,1,0,0,0
S100,cardinal,hawk,1,1,1,0,0,1,0,0,0,0
S100,monkey,baboon,1,1,1,0,0,1,1,1,0,0
S100,rat,nutria,0,0,0,0,0,1,0,0,0,0
S100,seagull,spider,0,0,0,0,0,1,0,0,0,0
S100,pony,raptor,1,1,0,0,0,1,1,0,0,0
S100,hare,badger,0,0,0,0,0,1,0,0,0,0
S100,eagle,owl,0,0,0,0,0,1,1,1,1,0
S100,carpetbeetle,ladybug,1,1,0,0,0,1,1,0,0,0
S100,seal,penguin,0,0,0,0,0,1,1,1,1,0
S100,possum,mole,1,1,0,0,0,1,1,0,0,0
S100,steer,bull,1,1,0,0,0,1,1,0,0,0
S100,millipede,centipede,1,1,1,0,0,1,1,1,0,0
S100,yak,buffalo,1,1,0,0,0,1,1,0,0,0
S100,donkey,stingray,1,1,0,0,0,1,1,0,0,0
S100,boar,fox,0,0,0,0,0,1,0,0,0,0
S100,stinkbug,assassinbug,1,1,0,0,0,1,1,0,0,0
S100,polarbear,penguin,0,0,0,0,0,1,1,1,1,1
S100,spider,scorpion,1,1,0,0,0,1,1,0,0,0
S100,macaque,marmoset,1,1,0,0,0,1,1,0,0,0
S100,peacock,swan,0,0,0,0,0,1,0,0,0,0
S100,crocodile,snail,0,0,0,0,0,1,1,0,0,0
S100,tiger,wildcat,0,0,0,0,0,1,0,0,0,0
S100,lizard,frog,0,0,0,0,0,1,0,0,0,0
S100,squid,octopus,1,1,1,0,0,1,1,1,1,0
S100,kingcobra,stingray,1,1,0,0,0,1,1,0,0,0
S100,salamander,moth,0,0,0,0,0,1,0,0,0,0
S100,muskrat,otter,0,0,0,0,0,1,0,0,0,0
S100,bass,clownfish,1,1,0,0,0,1,1,0,0,0
S100,cow,bull,1,1,0,0,0,1,1,1,0,0
S100,hamster,gerbil,1,1,1,1,1,1,1,1,1,1
S100,chicken,turkey,1,1,1,1,1,1,1,1,1,1
S100,anteater,dove,1,1,0,0,0,1,1,0,0,0
S100,bear,chowchow,1,1,0,0,0,1,1,0,0,0
S100,ibis,alpaca,1,1,0,0,0,1,1,0,0,0
S100,moose,deer,1,1,1,1,1,1,1,1,1,1
S100,boaconstrictor,canary,1,1,0,0,0,1,1,0,0,0
S100,pony,gazelle,1,1,0,0,0,1,1,0,0,0
S100,jackrabbit,hippopotamus,1,1,0,0,0,1,1,0,0,0
S100,warthog,leopard,1,1,0,0,0,1,1,0,0,0
S100,orca,manatee,0,0,0,0,0,1,0,0,0,0
S100,swallow,rabbit,1,1,1,0,0,1,1,1,0,0
S100,fly,blackbear,0,0,0,0,0,1,0,0,0,0
S100,parrot,parakeet,1,1,1,1,0,1,1,1,1,0
S100,bull,mongoose,0,0,0,0,0,1,0,0,0,0
S100,boar,ewe,0,0,0,0,0,1,1,0,0,0
S100,bonobo,howlermonkey,1,1,0,0,0,1,1,0,0,0
S100,echidna,porcupine,1,1,0,0,0,1,1,0,0,0
S100,otter,weasel,1,0,0,0,0,1,1,1,0,0
S100,wolverine,raccoon,0,0,0,0,0,1,1,1,0,0
S100,eel,slug,1,1,1,0,0,1,1,1,0,0
S100,hare,moth,1,1,0,0,0,1,1,0,0,0
S100,oriole,raven,1,1,0,0,0,1,1,0,0,0
S100,catfish,shrimp,1,1,0,0,0,1,1,0,0,0
S100,minnow,jaguar,1,1,0,0,0,1,1,0,0,0
S100,llama,worm,0,0,0,0,0,1,0,0,0,0
S100,emu,aardvark,0,0,0,0,0,1,0,0,0,0
S100,elephant,caribou,1,1,0,0,0,1,1,0,0,0
S100,hedgehog,porcupine,1,1,0,0,0,1,1,0,0,0
S100,baboon,hamster,1,1,1,0,0,1,1,1,0,0
S100,bonobo,marmoset,1,1,0,0,0,1,1,0,0,0
S100,coyote,fox,0,0,0,0,0,1,1,1,1,1
S100,rhinoceros,oriole,1,1,0,0,0,0,0,0,0,0
S100,dragon,octopus,0,0,0,0,0,1,0,0,0,0
S100,tapir,porcupine,1,1,0,0,0,1,1,0,0,0
S100,scottishshetland,germanshepherd,1,1,0,0,0,1,1,0,0,0
S100,mockingbird,bandicoot,1,1,0,0,0,1,1,0,0,0
S100,squid,clownfish,1,1,1,0,0,1,1,1,0,0
S100,donkey,cobra,0,0,0,0,0,1,0,0,0,0
S100,blackbear,polarbear,0,0,0,0,0,1,0,0,0,0
S100,wasp,squirrel,0,0,0,0,0,1,0,0,0,0
S100,beardeddragon,gecko,1,1,0,0,0,1,1,0,0,0
S100,chicken,cow,1,0,0,0,0,1,1,1,1,1
S100,whale,finch,0,0,0,0,0,1,0,0,0,0
S100,cobra,panther,0,0,0,0,0,1,0,0,0,0
S100,clownfish,stingray,0,0,0,0,0,1,1,0,0,0
S100,skunk,beaver,0,0,0,0,0,1,1,1,1,0
S100,salmon,manatee,1,1,0,0,0,1,1,0,0,0
S100,lamb,pig,0,0,0,0,0,1,0,0,0,0
S100,bee,tarantula,1,1,0,0,0,1,1,0,0,0
S100,grasshopper,cricket,0,0,0,0,0,1,0,0,0,0
S100,scottishshetland,maltese,1,1,0,0,0,1,1,0,0,0
S100,firefly,hammerheadshark,1,1,0,0,0,1,1,0,0,0
S100,shark,carp,0,0,0,0,0,1,0,0,0,0
S100,peacock,grizzlybear,0,0,0,0,0,1,0,0,0,0
S100,pony,koala,0,0,0,0,0,1,0,0,0,0
S100,salamander,frog,0,0,0,0,0,1,0,0,0,0
S100,mule,alpaca,0,0,0,0,0,1,0,0,0,0
S100,persian,pitbull,1,1,0,0,0,1,1,0,0,0
S100,spermwhale,hare,1,1,0,0,0,1,1,0,0,0
S100,butterfly,ladybug,1,1,0,0,0,1,1,0,0,0
S100,platypus,octopus,0,0,0,0,0,1,0,0,0,0
S100,fly,mosquito,1,1,1,0,0,1,1,1,0,0
S100,dinosaur,octopus,1,1,0,0,0,1,1,0,0,0
S100,waterbear,frog,1,1,0,0,0,0,0,0,0,0
S100,muskrat,ray,0,0,0,0,0,1,1,0,0,0
S100,turtle,frog,0,0,0,0,0,1,1,0,0,0
S100,possum,porcupine,0,0,0,0,0,1,1,1,0,0
S100,clownfish,greatwhiteshark,1,1,0,0,0,1,1,0,0,0
S100,cockatoo,lion,0,0,0,0,0,1,0,0,0,0
S100,bison,buffalo,0,0,0,0,0,1,1,1,0,0
S100,parrot,robin,0,0,0,0,0,1,0,0,0,0
S100,cow,cuttlefish,0,0,0,0,0,1,0,0,0,0
S100,raven,lark,1,1,0,0,0,1,1,0,0,0
S100,hawk,oriole,1,1,0,0,0,1,1,0,0,0
S100,piranha,squid,1,1,1,0,0,1,1,1,0,0
S100,caterpillar,spider,1,1,0,0,0,1,1,0,0,0
S100,raven,gerbil,0,0,0,0,0,1,0,0,0,0
S100,coyote,dingo,0,0,0,0,0,1,0,0,0,0
S100,lizard,vulture,0,0,0,0,0,1,0,0,0,0
S100,bison,boar,0,0,0,0,0,1,0,0,0,0
S100,skunk,parakeet,0,0,0,0,0,1,0,0,0,0
S100,chicken,duck,0,0,0,0,0,1,1,0,0,0
S100,hyena,meerkat,0,0,0,0,0,1,0,0,0,0
S100,seahorse,octopus,1,0,0,0,0,1,1,1,0,0
S100,lemur,marlin,1,1,0,0,0,1,1,0,0,0
S100,kingcobra,rattlesnake,1,1,0,0,0,1,1,0,0,0
S100,possum,raccoon,1,0,0,0,0,1,1,0,0,0
S100,sparrow,hummingbird,1,1,0,0,0,1,1,0,0,0
S100,marlin,seacucumber,1,1,0,0,0,1,1,0,0,0
S100,macaw,zebu,1,1,0,0,0,1,1,0,0,0
S100,pigeon,robin,0,0,0,0,0,1,1,0,0,0
S100,ostrich,owl,0,0,0,0,0,1,0,0,0,0
S100,komododragon,monitor,1,1,0,0,0,1,1,0,0,0
S100,chameleon,ox,1,1,0,0,0,1,1,0,0,0
S100,hog,bat,1,1,0,0,0,1,1,0,0,0
S100,spidermonkey,parrot,0,0,0,0,0,1,0,0,0,0
S100,cat,human,0,0,0,0,0,1,0,0,0,0
S100,dove,alpaca,1,1,0,0,0,1,1,0,0,0
S100,cockroach,ant,1,1,0,0,0,1,1,0,0,0
S100,peacock,vulture,1,1,0,0,0,1,1,0,0,0
S100,komododragon,dodo,0,0,0,0,0,1,0,0,0,0
S100,pheasant,monkey,0,0,0,0,0,1,0,0,0,0
S100,ape,chimpanzee,1,1,1,0,0,1,1,1,1,0
S100,egret,ferret,1,1,0,0,0,1,1,0,0,0
S100,moose,elk,1,1,1,1,1,1,1,1,1,1
S100,earthworm,spider,1,1,0,0,0,1,1,0,0,0
S100,sunbear,polarbear,1,1,0,0,0,1,1,0,0,0
S100,wolverine,porcupine,1,1,0,0,0,0,0,0,0,0
S100,lemur,skunk,1,1,1,0,0,1,1,1,0,0
S100,cicada,worm,1,1,0,0,0,1,1,0,0,0
S100,donkey,mule,1,1,1,1,1,1,1,1,1,1
S100,frog,toad,1,1,1,1,0,1,1,1,1,0
S100,spider,slug,0,0,0,0,0,1,0,0,0,0
S100,hawk,eagle,1,1,1,1,0,1,1,1,1,0
S100,skunk,warthog,1,1,0,0,0,1,1,0,0,0
S100,pelican,gull,1,1,0,0,0,1,1,0,0,0
S100,adder,cobra,1,1,0,0,0,1,1,0,0,0
S100,anchovy,shrimp,1,1,0,0,0,1,1,0,0,0
S100,mouse,chinchilla,1,1,0,0,0,0,0,0,0,0
S100,cardinal,bluejay,1,1,1,1,0,1,1,1,1,0
S100,goose,duck,1,0,0,0,0,1,1,0,0,0
S100,guineapig,gerbil,0,0,0,0,0,1,0,0,0,0
S100,bluejay,robin,0,0,0,0,0,1,0,0,0,0
S100,zebra,ermine,1,1,0,0,0,0,0,0,0,0
S100,bessbug,spider,1,1,0,0,0,1,1,0,0,0
S100,turtle,shrew,0,0,0,0,0,1,0,0,0,0
S100,anteater,bobcat,0,0,0,0,0,1,0,0,0,0
S100,axolotl,rabbit,1,1,0,0,0,1,1,0,0,0
S100,daddylonglegs,mosquito,1,1,0,0,0,1,1,0,0,0
S100,nutria,capybara,1,1,0,0,0,1,1,0,0,0
S100,goldenretriever,mosquito,1,1,0,0,0,1,1,0,0,0
S100,bluejay,raven,0,0,0,0,0,1,0,0,0,0
S100,cardinal,owl,1,1,0,0,0,1,1,0,0,0
S100,grasshopper,toad,0,0,0,0,0,1,0,0,0,0
S100,egret,heron,1,1,0,0,0,1,1,0,0,0
S100,ibis,wallaby,1,1,0,0,0,1,1,0,0,0
S100,goldfish,salmon,1,1,0,0,0,1,1,0,0,0
S100,beetle,snail,1,1,0,0,0,1,1,0,0,0
S100,blowfish,barracuda,1,1,0,0,0,1,1,0,0,0
S100,bat,bird,0,0,0,0,0,1,0,0,0,0
