id,listnum,category,item,RT,RTstart,group
B4,2,supermarket items,turkey,13142,111162,Experiment2
B4,2,supermarket items,ham,595,111757,Experiment2
B4,3,animals,koala,3520,3520,Experiment2
B4,3,animals,giraffe,3920,7440,Experiment2
B4,3,animals,spider,2903,10343,Experiment2
B4,3,animals,ant,733,11076,Experiment2
B4,3,animals,butterfly,2422,13498,Experiment2
B4,3,animals,moth,980,14478,Experiment2
B4,3,animals,beetle,2265,16743,Experiment2
B4,3,animals,bear,1057,17800,Experiment2
B4,3,animals,lion,1228,19028,Experiment2
B4,3,animals,tiger,1073,20101,Experiment2
B4,3,animals,warthog,8964,29065,Experiment2
B4,3,animals,meerkat,1248,30313,Experiment2
B4,3,animals,cockroach,9867,40180,Experiment2
B4,3,animals,rabbit,7476,47656,Experiment2
B4,3,animals,horse,4208,51864,Experiment2
B4,3,animals,chicken,4492,56356,Experiment2
B4,3,animals,turkey,2442,58798,Experiment2
B4,3,animals,pig,2071,60869,Experiment2
B4,3,animals,lamb,2333,63202,Experiment2
B4,3,animals,deer,3429,66631,Experiment2
B4,3,animals,coyote,9746,76377,Experiment2
B4,3,animals,wolf,694,77071,Experiment2
B4,3,animals,fox,512,77583,Experiment2
B4,3,animals,leopard,8512,86095,Experiment2
B4,3,animals,waterstrider,10950,97045,Experiment2
B4,3,animals,grasshopper,3842,100887,Experiment2
B4,3,animals,cicada,4702,105589,Experiment2
B4,3,animals,bat,8185,113774,Experiment2
B4,3,animals,mouse,3251,117025,Experiment2
B4,3,animals,rat,734,117759,Experiment2
B4,4,supermarket items,grape,3768,3768,Experiment2
B4,4,supermarket items,tomato,3072,6840,Experiment2
B4,4,supermarket items,carrot,2066,8906,Experiment2
B4,4,supermarket items,strawberry,1218,10124,Experiment2
B4,4,supermarket items,raspberry,1353,11477,Experiment2
B4,4,supermarket items,blackberry,1814,13291,Experiment2
B4,4,supermarket items,starfruit,3142,16433,Experiment2
B4,4,supermarket items,quinoa,4174,20607,Experiment2
B4,4,supermarket items,cottagecheese,4728,25335,Experiment2
B4,4,supermarket items,peanutbutter,3377,28712,Experiment2
B4,4,supermarket items,egg,3773,32485,Experiment2
B4,4,supermarket items,ricottacheese,4257,36742,Experiment2
B4,4,supermarket items,bluecheese,2015,38757,Experiment2
B4,4,supermarket items,brie,2327,41084,Experiment2
B4,4,supermarket items,goudacheese,3754,44838,Experiment2
B4,4,supermarket items,cheddarcheese,3094,47932,Experiment2
B4,4,supermarket items,americancheese,3244,51176,Experiment2
B4,4,supermarket items,ketchup,3483,54659,Experiment2
B4,4,supermarket items,mustard,1130,55789,Experiment2
B4,4,supermarket items,ranch,1573,57362,Experiment2
B4,4,supermarket items,horseradish,3341,60703,Experiment2
B4,4,supermarket items,mayonnaise,5725,66428,Experiment2
B4,4,supermarket items,potatosalad,10854,77282,Experiment2
B4,4,supermarket items,macaronisalad,2013,79295,Experiment2
B4,4,supermarket items,macaroniandcheese,4278,83573,Experiment2
B4,4,supermarket items,spaghetti,4671,88244,Experiment2
B4,4,supermarket items,tomatosauce,3991,92235,Experiment2
B4,4,supermarket items,edamame,6619,98854,Experiment2
B4,4,supermarket items,cheerio,7781,106635,Experiment2
B4,4,supermarket items,fruitypebbl,11039,117674,Experiment2
B4,5,animals,cheetah,5529,5529,Experiment2
B4,5,animals,lion,824,6353,Experiment2
B4,5,animals,tiger,808,7161,Experiment2
B4,5,animals,leopard,1250,8411,Experiment2
B4,5,animals,ocelot,1258,9669,Experiment2
B4,5,animals,dog,31675,41344,Experiment2
B4,5,animals,anaconda,9559,50903,Experiment2
B4,5,animals,greatwhiteshark,26160,77063,Experiment2
B4,5,animals,bullshark,1309,78372,Experiment2
B4,5,animals,whaleshark,1749,80121,Experiment2
B4,5,animals,hammerheadshark,3007,83128,Experiment2
B4,5,animals,clownfish,2793,85921,Experiment2
B4,5,animals,monarchbutterfly,6457,92378,Experiment2
B4,5,animals,betafish,10035,102413,Experiment2
B4,5,animals,dinosaur,12598,115011,Experiment2
B4,6,supermarket items,fish,5306,5306,Experiment2
B4,6,supermarket items,chicken,1285,6591,Experiment2
B4,6,supermarket items,lamb,730,7321,Experiment2
B4,6,supermarket items,turkey,1108,8429,Experiment2
B4,6,supermarket items,celery,6885,15314,Experiment2
B4,6,supermarket items,cauliflower,2153,17467,Experiment2
B4,6,supermarket items,pumpkin,5429,22896,Experiment2
B4,6,supermarket items,beet,1509,24405,Experiment2
B4,6,supermarket items,squash,9557,33962,Experiment2
B4,6,supermarket items,apple,8780,42742,Experiment2
B4,6,supermarket items,banana,1024,43766,Experiment2
B4,6,supermarket items,melon,1432,45198,Experiment2
B4,6,supermarket items,icecream,17514,62712,Experiment2
B4,6,supermarket items,potatochip,4842,67554,Experiment2
B4,6,supermarket items,popcorn,2552,70106,Experiment2
B4,6,supermarket items,steak,10151,80257,Experiment2
B4,6,supermarket items,gravy,3706,83963,Experiment2
B4,6,supermarket items,plumtomato,19771,103734,Experiment2
B4,6,supermarket items,plum,984,104718,Experiment2
B4,6,supermarket items,tangerine,3118,107836,Experiment2
B4,6,supermarket items,ravioli,9825,117661,Experiment2
B4,7,animals,ca,4007,4007,Experiment2
B4,7,animals,cat,1877,5884,Experiment2
B4,7,animals,dog,756,6640,Experiment2
B4,7,animals,mouse,1187,7827,Experiment2
B4,7,animals,rat,1775,9602,Experiment2
B4,7,animals,cockroach,5341,14943,Experiment2
B4,7,animals,snake,1486,16429,Experiment2
B4,7,animals,meerkat,3428,19857,Experiment2
B4,7,animals,bird,2223,22080,Experiment2
B4,7,animals,dolphin,4305,26385,Experiment2
B4,7,animals,belugawhale,4482,30867,Experiment2
B4,7,animals,penguin,2101,32968,Experiment2
B4,7,animals,seal,1802,34770,Experiment2
B4,7,animals,sealion,2204,36974,Experiment2
B4,7,animals,barracuda,15001,51975,Experiment2
B4,7,animals,eel,737,52712,Experiment2
B4,7,animals,stingray,4753,57465,Experiment2
B4,7,animals,alligator,2480,59945,Experiment2
B4,7,animals,crocodile,1172,61117,Experiment2
B4,7,animals,hippopotamus,4661,65778,Experiment2
B4,7,animals,deer,7066,72844,Experiment2
B4,8,supermarket items,crabapple,5281,5281,Experiment2
B4,8,supermarket items,crab,2665,7946,Experiment2
B4,8,supermarket items,sushi,1646,9592,Experiment2
B4,8,supermarket items,burger,4056,13648,Experiment2
B4,8,supermarket items,bun,735,14383,Experiment2
B4,8,supermarket items,hotdog,2916,17299,Experiment2
B4,8,supermarket items,salad,1069,18368,Experiment2
B4,8,supermarket items,tortilla,4891,23259,Experiment2
B4,8,supermarket items,carrot,2476,25735,Experiment2
B4,8,supermarket items,appl,1081,26816,Experiment2
B4,8,supermarket items,sandwich,3941,30757,Experiment2
B4,8,supermarket items,lettuce,1336,32093,Experiment2
B4,8,supermarket items,spinach,1452,33545,Experiment2
B4,8,supermarket items,romainelettuce,2224,35769,Experiment2
B4,8,supermarket items,iceberglettuce,2912,38681,Experiment2
B4,8,supermarket items,onion,1472,40153,Experiment2
B4,8,supermarket items,cilantro,7351,47504,Experiment2
B4,8,supermarket items,mustard,6020,53524,Experiment2
B4,8,supermarket items,hummu,1395,54919,Experiment2
B4,8,supermarket items,cucumber,8710,63629,Experiment2
B4,8,supermarket items,pickle,832,64461,Experiment2
B4,8,supermarket items,seaweed,9224,73685,Experiment2
B4,8,supermarket items,hotsauce,29583,103268,Experiment2
B4,8,supermarket items,lemonade,10456,113724,Experiment2
B4,8,supermarket items,lemon,885,114609,Experiment2
B4,8,supermarket items,orangejuice,3789,118398,Experiment2
B4,8,supermarket items,orange,1102,119500,Experiment2
B4,9,animals,eel,2568,2568,Experiment2
B4,9,animals,chimpanzee,5701,8269,Experiment2
B4,9,animals,armadillo,2977,11246,Experiment2
B4,9,animals,scorpion,4973,16219,Experiment2
B4,9,animals,whaleshark,8233,24452,Experiment2
B4,9,animals,bullshark,1730,26182,Experiment2
B4,9,animals,mite,78364,104546,Experiment2
B4,9,animals,lice,1252,105798,Experiment2
B4,10,supermarket items,corn,9471,9471,Experiment2
B4,10,supermarket items,lettuce,1589,11060,Experiment2
B4,10,supermarket items,apple,1579,12639,Experiment2
B4,10,supermarket items,eggplant,2178,14817,Experiment2
B4,10,supermarket items,spinach,3748,18565,Experiment2
B4,10,supermarket items,kale,779,19344,Experiment2
B4,10,supermarket items,almond,3294,22638,Experiment2
B4,10,supermarket items,pecan,2501,25139,Experiment2
B4,10,supermarket items,pineapple,1751,26890,Experiment2
B4,10,supermarket items,mango,5311,32201,Experiment2
B4,10,supermarket items,tuna,14210,46411,Experiment2
B4,10,supermarket items,sunflowerseed,8403,54814,Experiment2
B4,10,supermarket items,rutabega,7962,62776,Experiment2
B4,10,supermarket items,water,5883,68659,Experiment2
B4,10,supermarket items,sprite,1705,70364,Experiment2
B4,10,supermarket items,coke,1394,71758,Experiment2
B4,10,supermarket items,pepsi,1631,73389,Experiment2
B4,10,supermarket items,chocolatechip,4342,77731,Experiment2
B4,10,supermarket items,peanutbutterchip,2586,80317,Experiment2
B4,10,supermarket items,flour,1241,81558,Experiment2
B4,10,supermarket items,almondmilk,3328,84886,Experiment2
B4,10,supermarket items,goatmilk,2015,86901,Experiment2
B4,10,supermarket items,soymilk,3763,90664,Experiment2
B4,10,supermarket items,soybean,1316,91980,Experiment2
B4,10,supermarket items,tofu,2602,94582,Experiment2
B4,10,supermarket items,macandcheese,4245,98827,Experiment2
B4,10,supermarket items,oatmeal,9388,108215,Experiment2
B4,10,supermarket items,frozendinner,7503,115718,Experiment2
B4,10,supermarket items,tea,3499,119217,Experiment2
B4,11,animals,walrus,6167,6167,Experiment2
B4,11,animals,seal,5489,11656,Experiment2
B4,11,animals,sealion,1103,12759,Experiment2
B4,11,animals,fish,1069,13828,Experiment2
B4,11,animals,shark,1862,15690,Experiment2
B4,11,animals,seaanemone,5818,21508,Experiment2
B4,11,animals,starfish,1882,23390,Experiment2
B4,11,animals,caterpillar,58962,82352,Experiment2
B4,11,animals,fireant,14320,96672,Experiment2
B4,11,animals,hyena,5695,102367,Experiment2
B4,11,animals,antelope,5726,108093,Experiment2
B4,11,animals,mongoose,7880,115973,Experiment2
B4,12,supermarket items,tomatosoup,10051,10051,Experiment2
B4,12,supermarket items,chickenandnoodlesoup,8748,18799,Experiment2
B4,12,supermarket items,beefsoup,3922,22721,Experiment2
B4,12,supermarket items,dumplingandpotatosoup,3421,26142,Experiment2
B4,12,supermarket items,squashsoup,1976,28118,Experiment2
B4,12,supermarket items,vegetablesoup,5083,33201,Experiment2
B4,12,supermarket items,tofu,11367,44568,Experiment2
B4,12,supermarket items,oatmeal,10890,55458,Experiment2
B4,12,supermarket items,cheerio,4246,59704,Experiment2
B4,12,supermarket items,cinnamontoastcrunch,6198,65902,Experiment2
B4,12,supermarket items,rigatoni,26093,91995,Experiment2
B4,12,supermarket items,redonion,16322,108317,Experiment2
B4,12,supermarket items,yellowonion,1645,109962,Experiment2
B4,12,supermarket items,whiteonion,2355,112317,Experiment2
B4,12,supermarket items,blueberry,3164,115481,Experiment2
B4,12,supermarket items,appl,2267,117748,Experiment2
B4,12,supermarket items,orang,1598,119346,Experiment2
B4,13,animals,beetle,5079,5079,Experiment2
B4,13,animals,cockroach,1557,6636,Experiment2
B4,13,animals,ostrich,3208,9844,Experiment2
B4,13,animals,llama,843,10687,Experiment2
B4,13,animals,alpaca,3542,14229,Experiment2
B4,13,animals,goat,902,15131,Experiment2
B4,13,animals,mountainlion,5606,20737,Experiment2
B4,13,animals,chicken,1075,21812,Experiment2
B4,13,animals,pig,635,22447,Experiment2
B4,13,animals,cow,1576,24023,Experiment2
B4,13,animals,horse,53665,77688,Experiment2
B4,13,animals,zebra,2358,80046,Experiment2
B4,13,animals,kangaroo,5304,85350,Experiment2
B4,13,animals,blackwidow,6438,91788,Experiment2
B4,13,animals,brownrecluse,2905,94693,Experiment2
B4,13,animals,redpanda,11306,105999,Experiment2
B4,13,animals,redpanda,1998,107997,Experiment2
B4,14,supermarket items,frostedflak,18288,18288,Experiment2
B4,14,supermarket items,cinnamontoastcrunch,4468,22756,Experiment2
B4,14,supermarket items,captaincrunch,2665,25421,Experiment2
B4,14,supermarket items,specialkcereal,3605,29026,Experiment2
B4,14,supermarket items,popcorn,5401,34427,Experiment2
B4,14,supermarket items,cheddarcheese,2908,37335,Experiment2
B4,14,supermarket items,cracker,1417,38752,Experiment2
B4,14,supermarket items,pepperjackcheese,6593,45345,Experiment2
B4,14,supermarket items,yogurt,10280,55625,Experiment2
B4,14,supermarket items,chickennugget,17187,72812,Experiment2
B4,14,supermarket items,frenchfry,1890,74702,Experiment2
B4,14,supermarket items,pizza,4403,79105,Experiment2
B4,14,supermarket items,pancak,5421,84526,Experiment2
B4,14,supermarket items,waffl,1102,85628,Experiment2
B4,14,supermarket items,homefry,1569,87197,Experiment2
B4,14,supermarket items,sausage,1091,88288,Experiment2
B4,14,supermarket items,maplesyrup,2724,91012,Experiment2
B4,14,supermarket items,lime,22893,113905,Experiment2
B4,14,supermarket items,wine,3074,116979,Experiment2
B4,14,supermarket items,beer,965,117944,Experiment2
B4,15,animals,zebra,6915,6915,Experiment2
B4,15,animals,warthog,1293,8208,Experiment2
B4,15,animals,lemur,1320,9528,Experiment2
B4,15,animals,alpaca,2027,11555,Experiment2
B4,15,animals,leopard,1911,13466,Experiment2
B4,15,animals,lion,1741,15207,Experiment2
B4,15,animals,eagle,3227,18434,Experiment2
B4,15,animals,woodpecker,1262,19696,Experiment2
B4,15,animals,cricket,3093,22789,Experiment2
B4,15,animals,pig,6544,29333,Experiment2
B4,15,animals,dinosaur,6368,35701,Experiment2
B4,15,animals,mammoth,25176,60877,Experiment2
B4,15,animals,sabertoothedtiger,5619,66496,Experiment2
B4,15,animals,iguana,15302,81798,Experiment2
B4,15,animals,komododragon,13413,95211,Experiment2
B4,15,animals,crab,12926,108137,Experiment2
B4,15,animals,lobster,941,109078,Experiment2
B4,15,animals,plankton,6278,115356,Experiment2
B4,16,supermarket items,beef,18104,18104,Experiment2
B4,16,supermarket items,ham,1046,19150,Experiment2
B4,16,supermarket items,sausage,1397,20547,Experiment2
B4,16,supermarket items,chicken,1328,21875,Experiment2
B4,16,supermarket items,stuffedshell,15132,37007,Experiment2
B4,16,supermarket items,primavera,1370,38377,Experiment2
B4,16,supermarket items,rice,30737,69114,Experiment2
B4,16,supermarket items,bean,713,69827,Experiment2
B4,16,supermarket items,bakedpotato,28424,98251,Experiment2
B4,16,supermarket items,mashedpotato,3452,101703,Experiment2
B4,16,supermarket items,cannedcorn,4716,106419,Experiment2
B4,16,supermarket items,freshcorn,2074,108493,Experiment2
B4,16,supermarket items,salad,7983,116476,Experiment2
B4,17,animals,zebra,5000,5000,Experiment2
B4,17,animals,meerkat,1101,6101,Experiment2
B4,17,animals,lion,764,6865,Experiment2
B4,17,animals,tiger,1920,8785,Experiment2
B4,17,animals,hyena,1672,10457,Experiment2
B4,17,animals,ant,8308,18765,Experiment2
B4,17,animals,beetle,966,19731,Experiment2
B4,17,animals,cicada,845,20576,Experiment2
B4,17,animals,grasshopper,1643,22219,Experiment2
B4,17,animals,moth,1288,23507,Experiment2
B4,17,animals,butterfly,1308,24815,Experiment2
B4,17,animals,blackwidow,3123,27938,Experiment2
B4,17,animals,brownrecluse,1969,29907,Experiment2
B4,17,animals,gartersnake,2645,32552,Experiment2
B4,17,animals,anaconda,1909,34461,Experiment2
B4,17,animals,python,4735,39196,Experiment2
B4,17,animals,iguana,7536,46732,Experiment2
B4,17,animals,lizard,1654,48386,Experiment2
B4,17,animals,salamander,7921,56307,Experiment2
B4,17,animals,gecko,3422,59729,Experiment2
B4,17,animals,alligator,3846,63575,Experiment2
B4,17,animals,crocodile,2853,66428,Experiment2
B4,17,animals,pidgeon,5179,71607,Experiment2
B4,17,animals,dolphin,14540,86147,Experiment2
B4,17,animals,dog,15544,101691,Experiment2
B4,17,animals,goldenretriever,3305,104996,Experiment2
B4,17,animals,bloodhound,4368,109364,Experiment2
B4,17,animals,cockerspaniel,3520,112884,Experiment2
B4,17,animals,bull,1573,114457,Experiment2
B4,17,animals,cow,1673,116130,Experiment2
B4,17,animals,moose,915,117045,Experiment2
B4,17,animals,deer,1961,119006,Experiment2
B5,0,animals,cat,7554,7554,Experiment2
B5,0,animals,dog,2124,9678,Experiment2
B5,0,animals,snake,1854,11532,Experiment2
B5,0,animals,tiger,1975,13507,Experiment2
B5,0,animals,lion,1410,14917,Experiment2
B5,0,animals,zebra,1896,16813,Experiment2
B5,0,animals,zebra,2687,19500,Experiment2
B5,0,animals,bear,1460,20960,Experiment2
B5,0,animals,mongoose,3049,24009,Experiment2
B5,0,animals,anteater,4918,28927,Experiment2
B5,0,animals,rhinoceros,3190,32117,Experiment2
B5,0,animals,echidna,5751,37868,Experiment2
B5,0,animals,goat,6188,44056,Experiment2
B5,0,animals,bird,5002,49058,Experiment2
B5,0,animals,lynx,3013,52071,Experiment2
B5,0,animals,flamingo,10965,63036,Experiment2
B5,0,animals,ostrich,2558,65594,Experiment2
B5,0,animals,panther,8362,73956,Experiment2
B5,0,animals,leopard,1848,75804,Experiment2
B5,0,animals,wolf,966,76770,Experiment2
B5,0,animals,fox,1244,78014,Experiment2
B5,0,animals,dingo,3223,81237,Experiment2
B5,0,animals,armadillo,9105,90342,Experiment2
B5,0,animals,porcupine,4405,94747,Experiment2
B5,0,animals,lizard,2299,97046,Experiment2
B5,0,animals,jellyfish,9805,106851,Experiment2
B5,0,animals,shark,1278,108129,Experiment2
B5,0,animals,whale,1325,109454,Experiment2
B5,0,animals,seaurchin,5642,115096,Experiment2
B5,0,animals,squid,2183,117279,Experiment2
B5,1,supermarket items,milk,3446,3446,Experiment2
B5,1,supermarket items,sugar,2161,5607,Experiment2
B5,1,supermarket items,honey,1337,6944,Experiment2
B5,1,supermarket items,bread,1434,8378,Experiment2
B5,1,supermarket items,bakedgood,4162,12540,Experiment2
B5,1,supermarket items,meat,1322,13862,Experiment2
B5,1,supermarket items,poultry,1837,15699,Experiment2
B5,1,supermarket items,fish,3086,18785,Experiment2
B5,1,supermarket items,tofu,5166,23951,Experiment2
B5,1,supermarket items,veganbullshit,6115,30066,Experiment2
B5,1,supermarket items,cereal,6519,36585,Experiment2
B5,1,supermarket items,granolabar,3805,40390,Experiment2
B5,1,supermarket items,freshfruit,3621,44011,Experiment2
B5,1,supermarket items,driedfruit,4740,48751,Experiment2
B5,1,supermarket items,fruitjuice,2785,51536,Experiment2
B5,1,supermarket items,soda,3014,54550,Experiment2
B5,1,supermarket items,water,2257,56807,Experiment2
B5,1,supermarket items,soybean,4728,61535,Experiment2
B5,1,supermarket items,pintobean,3751,65286,Experiment2
B5,1,supermarket items,limabean,2384,67670,Experiment2
B5,1,supermarket items,mop,3136,70806,Experiment2
B5,1,supermarket items,spong,3609,74415,Experiment2
B5,1,supermarket items,bakingpan,5499,79914,Experiment2
B5,1,supermarket items,chocolatechip,3252,83166,Experiment2
B5,1,supermarket items,walnut,1560,84726,Experiment2
B5,1,supermarket items,orang,3584,88310,Experiment2
B5,1,supermarket items,rice,5801,94111,Experiment2
B5,1,supermarket items,barley,2501,96612,Experiment2
B5,1,supermarket items,wheat,1472,98084,Experiment2
B5,1,supermarket items,breadcrumb,4202,102286,Experiment2
B5,1,supermarket items,marinara,2723,105009,Experiment2
B5,1,supermarket items,pesto,1990,106999,Experiment2
B5,1,supermarket items,basil,1415,108414,Experiment2
B5,1,supermarket items,tomato,3222,111636,Experiment2
B5,1,supermarket items,potato,3982,115618,Experiment2
B5,1,supermarket items,pasta,1157,116775,Experiment2
B5,2,animals,human,8819,8819,Experiment2
B5,2,animals,gorilla,4301,13120,Experiment2
B5,2,animals,ape,1097,14217,Experiment2
B5,2,animals,chimpanzee,3306,17523,Experiment2
B5,2,animals,rhesusmonkey,5808,23331,Experiment2
B5,2,animals,koalabear,16554,39885,Experiment2
B5,2,animals,frog,15082,54967,Experiment2
B5,2,animals,sabertoothedtiger,8445,63412,Experiment2
B5,2,animals,mammoth,3103,66515,Experiment2
B5,2,animals,piranha,7505,74020,Experiment2
B5,2,animals,lion,5186,79206,Experiment2
B5,2,animals,tiger,1842,81048,Experiment2
B5,2,animals,bear,1641,82689,Experiment2
B5,2,animals,cat,879,83568,Experiment2
B5,2,animals,dog,959,84527,Experiment2
B5,2,animals,dingo,1321,85848,Experiment2
B5,2,animals,rhinoceros,2524,88372,Experiment2
B5,2,animals,komododragon,8060,96432,Experiment2
B5,2,animals,molerat,6226,102658,Experiment2
B5,2,animals,mouse,2354,105012,Experiment2
B5,2,animals,zebra,5858,110870,Experiment2
B5,2,animals,dear,2337,113207,Experiment2
B5,2,animals,moose,1566,114773,Experiment2
B5,2,animals,crab,4819,119592,Experiment2
B5,3,supermarket items,orangejuice,5265,5265,Experiment2
B5,3,supermarket items,chicken,1882,7147,Experiment2
B5,3,supermarket items,turkey,2947,10094,Experiment2
B5,3,supermarket items,slicedhavarticheese,11789,21883,Experiment2
B5,3,supermarket items,parmesan,2945,24828,Experiment2
B5,3,supermarket items,swisscheese,4270,29098,Experiment2
B5,3,supermarket items,alredosauce,11803,40901,Experiment2
B5,3,supermarket items,windex,2599,43500,Experiment2
B5,3,supermarket items,clorox,3514,47014,Experiment2
B5,3,supermarket items,comet,8384,55398,Experiment2
B5,3,supermarket items,swifferwetjet,7488,62886,Experiment2
B5,3,supermarket items,swifferreplacementwip,5516,68402,Experiment2
B5,3,supermarket items,gladeplugin,3662,72064,Experiment2
B5,3,supermarket items,gladepluginrefill,8880,80944,Experiment2
B5,3,supermarket items,gum,7287,88231,Experiment2
B5,3,supermarket items,candy,1576,89807,Experiment2
B5,3,supermarket items,flo,1689,91496,Experiment2
B5,3,supermarket items,toothbrush,3333,94829,Experiment2
B5,3,supermarket items,butterscotchmorsel,7650,102479,Experiment2
B5,3,supermarket items,peanut,6673,109152,Experiment2
B5,3,supermarket items,almond,2767,111919,Experiment2
B5,3,supermarket items,cashew,5824,117743,Experiment2
B5,4,animals,giraffe,8718,8718,Experiment2
B5,4,animals,hyena,3007,11725,Experiment2
B5,4,animals,warthog,3484,15209,Experiment2
B5,4,animals,hog,3118,18327,Experiment2
B5,4,animals,pig,1664,19991,Experiment2
B5,4,animals,horse,1924,21915,Experiment2
B5,4,animals,mule,1308,23223,Experiment2
B5,4,animals,cow,3009,26232,Experiment2
B5,4,animals,bull,4523,30755,Experiment2
B5,4,animals,chicken,1637,32392,Experiment2
B5,4,animals,turkey,2086,34478,Experiment2
B5,4,animals,deer,2978,37456,Experiment2
B5,4,animals,moose,3818,41274,Experiment2
B5,4,animals,ocelot,20422,61696,Experiment2
B5,4,animals,parrot,12206,73902,Experiment2
B5,4,animals,woodpecker,7135,81037,Experiment2
B5,4,animals,hummingbird,9277,90314,Experiment2
B5,4,animals,vulture,3778,94092,Experiment2
B5,4,animals,eagle,2945,97037,Experiment2
B5,4,animals,alligator,7251,104288,Experiment2
B5,4,animals,crocodile,4132,108420,Experiment2
B5,4,animals,shrimp,3037,111457,Experiment2
B5,4,animals,prayingmantis,4060,115517,Experiment2
B5,4,animals,beatle,1787,117304,Experiment2
B5,4,animals,roach,2640,119944,Experiment2
B5,5,supermarket items,bagel,9416,9416,Experiment2
B5,5,supermarket items,flatbread,5607,15023,Experiment2
B5,5,supermarket items,icecreamsandwhich,11667,26690,Experiment2
B5,5,supermarket items,icecreamintub,5648,32338,Experiment2
B5,5,supermarket items,popsicl,3418,35756,Experiment2
B5,5,supermarket items,pushpop,4448,40204,Experiment2
B5,5,supermarket items,frozenyogurt,3759,43963,Experiment2
B5,5,supermarket items,frozenfruit,3886,47849,Experiment2
B5,5,supermarket items,frozenveggy,5708,53557,Experiment2
B5,5,supermarket items,frozendinner,3577,57134,Experiment2
B5,5,supermarket items,macncheese,4161,61295,Experiment2
B5,5,supermarket items,masjedpotatomix,4831,66126,Experiment2
B5,5,supermarket items,fruitrollup,4117,70243,Experiment2
B5,5,supermarket items,fruitbythefoot,5083,75326,Experiment2
B5,5,supermarket items,yogurt,5113,80439,Experiment2
B5,5,supermarket items,applejuice,2995,83434,Experiment2
B5,5,supermarket items,lemondae,2023,85457,Experiment2
B5,5,supermarket items,hotpocket,4195,89652,Experiment2
B5,5,supermarket items,leanpocket,2901,92553,Experiment2
B5,5,supermarket items,froxentaquito,8220,100773,Experiment2
B5,5,supermarket items,tilapia,7330,108103,Experiment2
B5,5,supermarket items,salmon,3920,112023,Experiment2
B5,5,supermarket items,brocolli,2392,114415,Experiment2
B5,5,supermarket items,turnip,1687,116102,Experiment2
B5,6,animals,lion,5295,5295,Experiment2
B5,6,animals,tiger,1753,7048,Experiment2
B5,6,animals,zebra,3920,10968,Experiment2
B5,6,animals,housecat,4794,15762,Experiment2
B5,6,animals,ocelot,2822,18584,Experiment2
B5,6,animals,panther,6935,25519,Experiment2
B5,6,animals,leopard,3857,29376,Experiment2
B5,6,animals,jaguar,4342,33718,Experiment2
B5,6,animals,grizzlybear,19745,53463,Experiment2
B5,6,animals,blackbear,3040,56503,Experiment2
B5,6,animals,sunshinebear,4149,60652,Experiment2
B5,6,animals,polarbear,3092,63744,Experiment2
B5,6,animals,kodiakbear,13741,77485,Experiment2
B5,6,animals,crab,4362,81847,Experiment2
B5,6,animals,seaurchin,3422,85269,Experiment2
B5,6,animals,shrimp,2241,87510,Experiment2
B5,6,animals,hammerheadshark,9185,96695,Experiment2
B5,6,animals,killerwhale,4204,100899,Experiment2
B5,6,animals,bluewhale,2651,103550,Experiment2
B5,6,animals,dog,1541,105091,Experiment2
B5,6,animals,dingo,1438,106529,Experiment2
B5,6,animals,squid,1824,108353,Experiment2
B5,6,animals,starfish,4661,113014,Experiment2
B5,6,animals,seasponge,2832,115846,Experiment2
B5,6,animals,coral,1830,117676,Experiment2
B5,6,animals,clam,2189,119865,Experiment2
B5,7,supermarket items,appl,9759,9759,Experiment2
B5,7,supermarket items,banana,1879,11638,Experiment2
B5,7,supermarket items,orange,4306,15944,Experiment2
B5,7,supermarket items,tangerine,2493,18437,Experiment2
B5,7,supermarket items,mandarin,4241,22678,Experiment2
B5,7,supermarket items,pomegranate,6007,28685,Experiment2
B5,7,supermarket items,pineapple,2385,31070,Experiment2
B5,7,supermarket items,pear,6623,37693,Experiment2
B5,7,supermarket items,peach,1562,39255,Experiment2
B5,7,supermarket items,plum,1989,41244,Experiment2
B5,7,supermarket items,persimmon,3148,44392,Experiment2
B5,7,supermarket items,dragonfruit,4973,49365,Experiment2
B5,7,supermarket items,broccolirabe,8745,58110,Experiment2
B5,7,supermarket items,potato,2899,61009,Experiment2
B5,7,supermarket items,tomato,2400,63409,Experiment2
B5,7,supermarket items,avocado,2918,66327,Experiment2
B5,7,supermarket items,basil,1474,67801,Experiment2
B5,7,supermarket items,parsley,3049,70850,Experiment2
B5,7,supermarket items,thyme,1771,72621,Experiment2
B5,7,supermarket items,mint,919,73540,Experiment2
B5,7,supermarket items,oregano,1908,75448,Experiment2
B5,7,supermarket items,ginger,4120,79568,Experiment2
B5,7,supermarket items,garlic,2613,82181,Experiment2
B5,7,supermarket items,onion,2042,84223,Experiment2
B5,7,supermarket items,prune,6566,90789,Experiment2
B5,7,supermarket items,dat,3317,94106,Experiment2
B5,7,supermarket items,kiwi,1672,95778,Experiment2
B5,7,supermarket items,mop,7306,103084,Experiment2
B5,7,supermarket items,spong,3184,106268,Experiment2
B5,7,supermarket items,granola,3990,110258,Experiment2
B5,7,supermarket items,soymilk,2837,113095,Experiment2
B5,7,supermarket items,magazin,5444,118539,Experiment2
B5,8,animals,anaconda,12231,12231,Experiment2
B5,8,animals,anteater,2035,14266,Experiment2
B5,8,animals,aardvark,4304,18570,Experiment2
B5,8,animals,armadillo,10843,29413,Experiment2
