id,cond,game,category,item,firstkey,RT,RTstart,shortlist
S002,c,5,supermarket items,jam,2851,3279,53191,0
S002,c,5,supermarket items,jelly,832,1360,54551,0
S002,c,5,supermarket items,salt,2963,3849,58400,0
S002,c,5,supermarket items,pepper,311,1117,59517,0
S002,c,5,supermarket items,paprika,591,4637,64154,0
S002,c,5,supermarket items,cinammon,918,2134,66288,0
S002,c,5,supermarket items,basil,2126,3961,70249,0
S002,c,5,supermarket items,orgegano,382,3422,73671,0
S002,c,5,supermarket items,cilantro,519,2154,75825,0
S002,c,5,supermarket items,spinach,1206,2433,78258,0
S002,c,5,supermarket items,arugula,537,1479,79737,0
S002,c,5,supermarket items,lettuce,1724,3302,83039,0
S002,c,5,supermarket items,onion,1315,2185,85224,0
S002,c,5,supermarket items,tomato,1307,2165,87389,0
S002,c,5,supermarket items,potato,842,1833,89222,0
S002,c,5,supermarket items,sweetpotato,339,2571,91793,0
S002,c,5,supermarket items,mayonnaise,760,3192,94985,0
S002,c,5,supermarket items,ketchup,1214,2540,97525,0
S002,c,5,supermarket items,mustard,409,1543,99068,0
S002,c,5,supermarket items,relish,1441,2178,101246,0
S002,c,5,supermarket items,ham,1860,2182,103428,0
S002,c,5,supermarket items,turkey,1963,2968,106396,0
S002,c,5,supermarket items,beef,528,1156,107552,0
S002,c,5,supermarket items,bologna,5120,6220,113772,0
S002,c,5,supermarket items,salami,454,2143,115915,0
S002,c,5,supermarket items,pasta,2065,3690,119605,0
