word,freq,aoa_mean,aoa_sd
scooper,0.24,7.21,2.15
scoot,2.98,6,2.54
scooter,2.73,6.68,2.94
scope,5.61,9.83,2.6
scopolamine,0.25,19.4,3.78
scorch,0.47,9.58,3.44
scorcher,0.37,9.19,3.56
score,30.43,5.83,1.54
scoreboard,0.61,7.37,2.73
scorecard,0.16,7.53,2.06
scorekeeper,0.12,7.5,1.79
scorekeeping,0.04,9,2.72
scoreless,0.14,8.32,2.79
scorer,0.41,8.82,3.09
scorn,1.16,10.32,2.36
scornful,0.08,10.67,2.87
scorpion,2.67,7.84,2.63
scot,0.31,9.36,3.98
scotch,14.75,11.83,4.73
scoundrel,2.98,12.82,4.14
scour,0.61,10.94,4.29
scourge,1.31,14.06,2.51
scout,12.88,6.94,2.36
scoutmaster,0.22,9,2.58
scouts,5.47,6.41,1.02
scow,0.33,12.82,3.22
scowl,0.51,9.56,3.07
scrabble,1.88,9.32,4.08
scraggy,0.04,12.69,2.5
scram,3.51,9.24,4.91
scramble,2.41,8.83,3.26
scrambled,7.2,5.61,2.06
scrambler,0.55,11.59,3.22
scrap,4.37,7.68,2.16
scrapbook,1.2,7.56,2.66
scrape,4.12,6.21,2.94
scraper,0.1,8.18,3
scrapheap,0.08,9.5,2.82
scrapper,0.2,10.72,3.8
scrapple,0.12,11.5,3.9
scrappy,0.59,9.11,2.92
scratch,18.84,5.61,3.05
scratcher,0.16,7.62,2.91
scratchy,0.96,5.16,2.89
scrawl,0.24,11.73,2.81
scrawny,1.57,9.11,3.54
scream,26.41,4.2,1.58
screamer,1.02,7.65,3.18
screech,6.24,8.17,2.96
screechy,0.02,9.11,3.16
screen,23.39,5.84,2.46
screener,0.24,13.06,4.92
screening,3.39,10.16,3.04
screenland,0.02,16.83,5.12
screenplay,2.61,12.22,3.1
screenwriter,0.55,12.81,3.87
screenwriting,0.16,11.76,4.33
screw,37.49,6.65,2.53
screwball,1.12,8.94,2.48
screwdriver,2.51,6,2.85
screwy,1.76,10.95,3.89
scribble,0.63,5.67,2.66
scribbler,0.14,9.53,2.89
scribe,0.25,10.1,3.13
scrimmage,0.78,9.89,4.55
scrimp,0.12,10.25,2.9
scrip,0.71,13,4.47
script,19.61,9.79,3.31
scriptural,0.02,8.82,3.17
scripture,1.35,7.28,2.74
scriptwriter,0.04,10.74,3.66
scrivener,0.04,14.88,3.14
scrod,0.06,13.64,4.67
scroll,2.27,9.89,3.09
scrollwork,0.06,14.53,4.07
scrotal,0.04,13.87,4.47
scrotum,0.57,14.44,2.91
scrounge,0.88,10.35,3.69
scrounger,0.43,12.06,2.79
scrub,6.24,8.7,5.69
scrubber,0.25,8.21,3.65
scrubby,0.12,11.5,3.9
scrubwoman,0.02,11.07,2.95
scruff,0.24,10.32,4
scruffy,0.55,8.24,2.81
scrum,0.1,11.44,2.96
scrumptious,0.75,10.32,4.04
scrunch,0.22,6.67,2.87
scruple,0.1,11.84,3.2
scrupulosity,0.02,16.92,3.2
scrupulous,0.16,14.21,2.42
scrutinize,0.22,14.59,2.81
scrutiny,1.14,13,3.05
scuba,1.53,7.6,2.62
scuff,0.45,8.56,3.52
scuffle,0.43,9.53,3.85
scull,0.06,10.31,6.05
scullery,0.41,13.93,3.31
scullion,0.08,15,1.83
sculpt,0.37,9,2.75
sculptor,0.9,9.84,3.69
sculptress,0.16,12.79,2.84
sculptural,0.08,11.22,3.12
sculpture,3.12,7.47,2.76
scum,9.9,9.83,3.24
scumbag,5.51,11,2.71
scummy,0.24,10.28,4.06
scup,0.02,15.5,4.93
scupper,0.02,15.12,6.53
scuppernong,0.04,16.33,3.2
scurf,0.02,12.22,5.63
scurrilous,0.18,15.44,4
scurry,0.78,9.44,2.79
scurvy,1.08,10.64,3.5
scuttle,0.8,10.58,3.15
scuttlebutt,0.57,11.46,4.33
scythe,0.31,11.87,2.8
sea,59.84,4.74,1.56
seabed,0.08,10.89,3.2
seaboard,1.2,10.68,3.77
seacoast,0.02,7.82,2.4
seadog,0.02,10.67,3.54
seafarer,0.06,12.94,2.95
seafaring,0.2,11.5,2.97
seafloor,0.02,9.11,3.25
seafood,2.02,6.86,2.76
seafront,0.06,9.65,4.15
seagoing,0.22,12.4,4.67
seagull,1.22,5.42,2.01
seahorse,0.14,5.83,3.29
seal,14.75,5.42,1.87
sealant,0.24,12.92,4.52
sealer,0.2,10.12,2.76
sealskin,0.14,10.36,3.27
seam,0.65,7.6,1.88
seaman,1.69,9.45,3.07
seamanship,0.25,9.2,3.23
seamless,0.31,10.95,2.59
seamlessness,0.02,13.05,3.76
seamstress,0.53,9.71,4.19
seamy,0.12,15,3.07
seaplane,0.22,11.47,3.48
seaport,0.16,10.74,3.25
seaquake,0.02,12.15,2.91
sear,0.22,11.78,3.19
search,48.37,8.72,3.34
searcher,0.33,8.1,2.31
searchlight,0.43,8.15,2.3
searing,0.31,11.68,3.43
seascape,0.06,10.88,3.76
seashell,0.31,7.06,3.69
seashore,0.47,6.44,2.68
seasick,1.37,8.89,2.42
seasickness,0.14,8.74,3.16
seaside,0.65,7.24,2.19
season,31.47,6.05,1.81
seasonable,0.04,10.12,2.92
seasonal,0.98,8.17,2.62
seasoned,0.98,8.52,3.41
seasoning,0.53,7.45,1.9
seat,78.78,4.58,1.92
seatbelt,0.92,6.47,4.3
seating,2.14,6.43,2.38
seawall,0.04,12.81,3.29
seaward,0.12,10.15,2.78
seawater,0.45,6.56,2.18
seaway,0.02,11.83,3.29
seaweed,1.73,6.74,4
seaworthy,0.2,10.05,3.44
sebaceous,0.1,13.23,3.44
seborrhea,0.08,13.1,4.38
sec,17.2,9.61,3.68
secede,0.08,12.11,2.64
secession,0.02,13.2,2.98
seclude,0.04,9.95,2.3
secluded,1.02,11.1,3.73
seclusion,0.71,10.39,2.33
second,284.57,4.68,1.95
secondary,4.1,9.11,3.25
secondhand,1.06,9.16,2.97
secrecy,3.47,8.89,2.85
secret,109.51,5.39,1.94
secretarial,0.31,11,2.62
secretariat,0.1,13.08,4.05
secretary,33.22,7.75,2.4
secretaryship,#N/A,12.11,2.62
secrete,0.22,13,4.07
secretion,0.25,12.05,2.8
secretive,1.33,9.63,2.39
secretiveness,0.04,8.58,2.93
secretor,0.04,12.94,4.05
sect,0.73,13.39,2.5
sectarian,0.04,13.64,2.9
section,27.33,6.78,1.8
sectional,0.27,10.68,3.76
sector,7.06,13,3.32
secular,0.49,13.67,3.2
secularist,0.02,15,2.39
secure,24.33,8.42,2.41
security,94.31,8.06,2.48
sedan,1.76,8,2.92
sedate,1.25,11.84,3.88
sedation,1.14,13.2,2.93
sedative,2.55,11.85,3.83
sedentary,0.18,13.53,3
sedge,0.12,12.75,4.11
sediment,0.41,11.28,2.42
sedimentary,0.08,11.47,2.03
sedimentation,0.04,12.8,4.07
sedition,0.45,14.2,3.88
seduce,3.45,11.95,2.28
seducer,0.39,12.72,3.59
seducible,0.02,13.44,2.25
seduction,0.98,13.83,1.65
seductive,0.75,11.89,2.45
seductiveness,0.04,11.5,2.41
seductress,0.1,12.28,2.49
sedulous,#N/A,16.67,1.63
see,2556.73,3.06,1.43
seeable,0.02,9.56,2.94
seed,7.57,4.72,2.24
seediness,0.02,11.56,2.75
seedless,0.2,7.11,2.08
seedling,0.1,6.89,2.77
seedpod,0.04,9.12,3.5
seedy,0.73,9.68,3.58
seek,18.31,6.94,2.31
seeker,0.92,7.68,2.98
seem,139.82,6.74,2.08
seemingly,2.12,9.79,2.97
seep,0.18,10.06,2.88
seepage,0.33,13.94,3.6
seer,1.47,10.56,4.18
seersucker,0.06,14.46,5.16
seesaw,0.43,4.81,1.54
seethe,0.1,13.28,2.14
segment,1.98,11.11,2.45
segmentation,0.02,11.79,2.94
segregate,0.14,11.17,3.78
segregation,0.84,11.28,2.49
segue,0.51,13.67,1.92
seismic,0.61,12.39,2.83
seismograph,0.06,10.65,2.94
seismographic,0.04,12.71,3.31
seismological,0.02,13.68,2.45
seismologist,0.1,13,2.24
seismology,0.04,13.24,2.77
seismometer,0.02,12.62,3.34
seize,4.82,10.15,2.62
seizure,3.73,9.74,3.78
seldom,3.27,7.95,2.69
select,3.53,8,2.85
selectee,0.02,14.75,3.45
selection,4.55,7.21,2.02
selective,1.18,9.5,2.56
selectivity,0.06,12,3.2
selectman,0.63,14,3.33
selector,0.06,11.65,2.94
selenium,0.65,14.67,2.5
self,14.16,5,1.89
selfish,15.9,5.26,1.76
selfishness,0.78,6.61,3.01
selfless,1.82,9.28,2.22
selflessness,0.29,11.15,3.44
selfness,0.02,12.05,4.05
sell,92.25,7.05,2.53
sellable,0.04,10.3,4.04
seller,2.2,6.84,1.95
sellout,0.65,10.95,3.41
seltzer,0.82,11.11,4.15
selvedge,#N/A,13.4,3.21
semantic,0.08,15.59,5.1
semantics,0.76,13.53,3.61
semaphore,0.14,14.33,2.16
semblance,0.43,13.06,3.28
semen,3.94,12.37,2.11
semester,6.94,12.25,2.34
semi,2.33,8.85,1.95
semiannual,0.04,11.8,3.16
semiarid,0.02,14.93,2.4
semiautomatic,0.41,13.61,3.55
semiautomatics,0.06,13.11,3.2
semibreve,0.02,13.71,2.56
semicircle,0.06,7.95,1.79
semicolon,0.16,8.39,2.23
semiconductor,0.02,14.79,4.06
semiconscious,0.04,13.12,3.03
semifinal,0.27,10.67,2.66
semiformal,0.08,13,1.78
semiliterate,0.02,15.12,3.79
seminal,0.37,12.67,3.58
seminar,4.25,11.8,2.46
seminarian,0.02,13.14,3.39
seminary,1.04,12.39,4.1
semiotics,0.02,16.67,4.21
semiprecious,0.06,13.38,4.76
semiprivate,0.04,13.35,4.42
semipro,0.1,12.69,2.68
semiquaver,0.02,14.8,4.82
semiskilled,0.02,14.81,3.25
semisolid,0.02,11.11,3.8
semisweet,0.02,10.17,3.28
semolina,0.02,14,5.66
senate,6.49,10.79,3.31
senator,33.16,9.58,2.61
senatorial,0.24,13.19,3.19
send,179.78,5.68,1.73
sender,0.75,7.28,1.36
sendoff,0.31,11,3.01
senescence,0.08,17.75,3.37
seneschal,0.04,17.5,4.14
senile,1.73,11.26,2.6
senility,0.31,11.39,3.63
senior,26.25,8.26,2.77
seniority,1.08,12.75,4.44
senor,5.78,12.41,2.65
senora,1.27,9.9,3.84
senorita,0.71,11.05,3.14
sensation,4.88,9.17,2.2
sensational,4.02,8.94,3
sensationalism,0.14,13.37,3.35
sensationalist,0.04,12.83,2.33
sensationalistic,0.04,14.06,4.11
sensationalize,0.04,13.61,3.78
sense,131.8,7.32,2.31
senseless,2.57,9.95,2.46
senselessness,0.02,10.06,3.13
sensibility,0.49,10.65,2.89
sensible,6.8,8.78,2.24
sensitive,22.53,8.19,2.16
sensitivity,2.9,9.11,3.01
sensor,2.25,11.8,2.61
sensorial,0.02,14.11,3.2
sensory,1.08,10.84,2.91
sensual,1.51,12.1,2.62
sensuality,0.69,13.61,3.4
sensuous,0.49,11.53,3.28
sensuousness,0.04,14.12,2.85
sentence,20.53,5.84,1.83
sentencing,1.37,11.61,3.66
sententious,#N/A,15.57,2.23
sentience,0.04,13.61,4.46
sentient,0.45,11.77,4.19
sentiment,3.18,11.89,3.22
sentimental,7.04,12.05,2.7
sentimentalist,0.25,13.21,2.64
sentimentality,0.47,12.17,3.2
sentimentalize,0.02,11.56,3.79
sentinel,0.53,13.11,4.52
sentry,1.37,11.12,3.2
separable,0.02,11.33,1.95
separate,21.71,6.63,2.59
separateness,0.14,9.78,2.32
separation,4.86,8.89,2.9
separatist,0.16,11.94,2.38
separator,0.1,9.33,2.28
sepia,0.06,14.4,4.79
seppuku,0.12,12.33,1.53
sepsis,0.39,16.33,5.74
septet,0.02,15,2.63
septic,1.41,11.13,3.09
septicemia,0.08,17,4.17
septum,0.35,14.94,2.41
septuplet,0.02,14.18,3.59
sepulcher,0.1,15.15,2.7
sepulture,#N/A,17,3.08
sequel,1.76,10.22,3.47
sequence,8.39,10.28,3.03
sequencer,0.22,13.08,3.4
sequencing,0.33,12.84,4.67
sequent,0.02,13.67,3.39
sequential,0.2,10.5,2.59
sequester,0.08,15.07,2.02
sequestration,0.02,16.5,3.78
sequin,0.14,8.76,4.32
sequined,0.27,9.2,3.1
sequitur,0.1,17.22,5.54
ser,0.18,13.57,4.08
seraglio,0.14,17.17,1.17
serape,0.1,16.73,3.66
serenade,1.14,11.22,3.35
serendipitous,0.16,13.79,3.38
serendipity,0.57,12.61,5.05
serene,1.24,11.38,2.83
serenity,1.78,11.05,3.67
serf,0.18,10.33,2.99
serfdom,0.04,13.08,3.17
sergeant,62.94,9,2.95
serial,11.31,10.42,3.47
serialization,0.02,13.8,2.83
serialize,0.8,13.84,2.54
series,20.16,9.05,3.39
serif,0.02,13.25,2.45
serious,148.35,6.58,2.19
seriousness,1.25,8.1,1.89
sermon,2.73,6.6,2.04
serological,0.02,15.12,2.64
serotonin,0.31,16.8,4.26
serpent,1.94,8,3.11
serpentine,0.24,12.89,3.27
serrated,0.24,11.29,3.1
serration,0.04,12.29,3.54
serum,3.75,10.22,2.88
servant,12.14,7.89,2.14
serve,37.94,7.17,2.12
server,3.92,9.94,4.24
service,79.92,8,2
serviceable,0.24,13.68,3.99
serviceman,0.16,8.79,2.37
servile,0.12,15.27,3.61
servitor,0.04,17.17,4.54
servitude,0.67,11.71,3.04
servo,0.06,12.92,3.04
servomechanism,0.02,16.71,4.27
sesame,1.53,7.41,3.43
sesquipedalian,0.02,15.67,3.2
sessile,0.02,14.67,4.04
session,13.29,9.89,3.18
set,231.47,6,3.03
setback,1.53,10.4,3.27
settee,0.18,14.36,3.2
setter,0.37,9.64,4.2
settle,42.02,8.26,3.21
settlement,6.31,8.74,3
settler,0.08,9.72,3.69
setup,8.63,8.89,3.14
seven,104.45,5.36,1.65
seventh,9.75,6.96,1.96
sever,1.57,9.05,2.9
several,38.78,6.77,2.38
severance,1.1,14.39,2.68
severe,9.41,9.05,3.44
severity,0.59,11.06,3.15
sew,5.49,6.05,2.68
sewage,1.18,8.47,2.91
sewer,4.71,7.05,2.52
sewerage,0.02,10.85,2.41
sewing,3.88,6.11,2.78
sewingmachine,#N/A,5.71,2.03
sex,152.18,9.79,2.57
sexagenarian,0.04,15,4.22
sexiness,0.1,11.68,2.79
sexism,0.18,13.63,2.73
sexist,1.75,11.32,2.98
sexless,0.25,14.72,2.67
sexology,0.02,15.79,2.92
sexploitation,0.02,17.6,2.95
sexpot,0.14,13.83,2.79
sextant,0.16,13.79,3.36
sextet,0.12,12.4,2.95
sextuplet,0.02,13.45,5.78
sexual,33.2,11.33,3.51
sexuality,3.1,11.83,2.09
sexy,29.98,10.65,2.5
shabby,1.71,10.56,2.71
shack,5.65,6.15,1.98
shackle,0.31,12.16,3.11
shade,5.96,6.37,2.43
shaded,0.16,5.89,2.18
shading,0.31,8.5,2.31
shadow,21.18,5,1.71
shadowy,1.69,6.6,1.9
shady,2.35,10.65,3.6
shaft,7.71,10.17,3.38
shag,1.9,10.53,3.75
shake,39.63,5.26,1.69
shakedown,0.9,12.32,3.28
shaker,1.59,8.33,3.79
shakeup,0.06,8.84,2.99
shaky,2.96,8,2.85
shale,0.18,11.94,3.17
shall,185.12,8.42,2.57
shallot,0.04,14.79,4.48
shallow,5.9,7,2.75
shallowness,0.1,10.33,2.63
shallows,0.39,11.39,3.91
sham,1.51,11.6,2.74
shaman,2.51,12.25,2.24
shamanic,0.08,16.42,3.26
shamanism,0.14,14.07,3.73
shamanistic,0.02,13.86,4.06
shamble,0.04,11.16,2.91
shame,41.57,6.55,2.37
shameful,1.92,7.89,2.05
shameless,1.9,9.79,3.63
shamelessness,0.02,10.5,3.03
shampoo,4.22,5.39,2.7
shamrock,0.27,10,5.38
shank,1.35,11.89,3.16
shanty,0.45,13.33,4.1
shantytown,0.08,13.69,3.57
shape,30.24,4.47,1.87
shapeless,0.1,10.09,3.26
shapely,0.35,12.71,4.23
shaper,0.08,9,3.2
shard,0.73,9.9,3.65
share,69.51,4.84,1.86
sharecropper,0.1,14.56,5.19
shareholder,0.53,14.25,5.53
sharer,0.04,8.47,4.73
shark,14.98,5.47,1.65
sharkskin,0.06,8.94,2.95
sharp,23.78,6.11,2.73
sharpen,1.12,5.61,1.61
sharpener,0.33,6.44,2.04
sharpie,0.14,9.61,4.5
sharpness,0.24,8.58,2.78
sharpshooter,0.53,11.06,3.99
sharpshooting,0.08,13.1,3.99
shatter,1.41,9.33,4.24
shattering,0.76,8,3.16
shatterproof,0.14,10.44,2.99
shave,13.76,5.89,1.94
shaven,0.2,8.39,2.79
shaver,0.47,7.89,2.9
shawl,1.37,9.74,2.81
she,3732.88,3.57,1.39
sheaf,0.04,11.07,4.13
shear,0.41,8.67,2.97
shears,0.94,9.46,2.7
shearwater,0.04,15.22,3.07
sheath,0.49,10.93,3.1
sheathe,0.1,14.13,3.07
sheave,#N/A,13.25,3.92
shebang,0.59,9.92,4.27
shed,10.98,7.33,2.35
shedder,0.02,9.87,4.49
sheen,0.94,10.39,1.71
sheep,13.43,4.25,1.52
sheepdog,0.53,7.11,1.94
sheepfold,0.02,13.8,3.77
sheepherder,0.22,9.1,3.21
sheepish,0.1,11.56,2.22
sheepshank,0.02,13.71,4.57
sheepskin,0.27,10.21,3.28
sheer,4.57,9.63,2.5
sheet,11.61,5.33,2.45
sheeting,0.12,10.73,3.61
sheetrock,0.31,12.89,4.19
sheik,1.51,12.82,3.61
shekel,0.14,10.67,5.71
shekels,0.14,14.94,5.21
shelf,6.96,5.5,2.23
shell,13.22,5.22,1.96
shellacking,0.18,12.87,3.94
shellfire,0.08,12.75,2.66
shellfish,0.98,9.1,2.86
shellshock,#N/A,13.17,2.55
shelter,11.67,9.21,2.44
shelve,0.2,6.38,2.01
shenanigan,0.06,10.5,2.55
shepherd,7.43,6.67,2.09
shepherdess,0.12,9.42,4.01
sherbet,0.57,7,2.18
sheriff,61.08,6,1.88
sherry,13.82,13.58,4.93
shiatsu,0.35,16.92,3.96
shield,8.2,6.5,1.69
shift,22.82,9.17,3.81
shifter,0.29,11.06,3.67
shiftless,0.33,12.12,2.87
shifty,0.73,11.68,3.58
shiitake,0.08,12.88,3.16
shill,0.27,11.77,2.65
shillelagh,0.18,17,3.3
shilling,1.47,11.16,3.67
shim,0.16,11.92,4.25
shimmer,0.55,10,4.69
shimmering,0.63,10.05,3.31
shimmery,0.08,8.84,3.39
shimmy,1.16,10,2.3
shin,3.08,8.39,3.55
shinbone,0.29,9.12,2.96
shindig,1.35,11.29,3
shine,20.65,5.79,2.12
shiner,0.75,8.21,2.9
shingle,0.75,8.56,3.07
shingles,0.65,9.2,2.85
shining,9.82,7,3.27
shinny,0.06,7.69,5.12
shinplaster,0.02,10.5,3.11
shiny,7.8,4.32,1.67
ship,98.88,5.33,2.06
shipboard,0.22,10.12,3.77
shipbuilder,0.04,7.5,2.31
shipbuilding,0.1,9.29,2.64
shipload,0.06,8.68,2.5
shipmate,0.33,9.42,3.61
shipment,6.31,9.74,2.83
shipper,0.12,9.94,3.82
shipping,6.31,9.15,2.23
shipshape,0.59,8.69,2.65
shipwreck,0.53,10.35,3.23
shipwright,#N/A,12.29,3.88
shipyard,0.84,10.47,3.83
shiraz,0.12,18.56,5.32
shire,0.86,10.92,3.09
shirk,0.25,13,2.42
shirker,0.06,14.36,4.91
shirt,46.37,3.53,1.12
shirtfront,0.02,10.41,3.61
shirtless,0.27,7,2.65
shirtsleeve,0.02,6.47,1.71
shirttail,0.29,8.89,3.48
shit,474.65,6.53,2.91
shitfaced,0.41,12.76,2.99
shithead,3.35,11.84,4.49
shitload,1.57,11.53,3.95
shitty,7.27,10.06,2.78
shiver,1.53,7.5,3.87
shivery,0.12,10.87,3.89
shoal,0.2,13.07,3.45
shoat,0.02,12.67,1.53
shock,28.78,7.53,2.32
shocker,0.94,11.58,4.19
shocking,6.18,7.61,1.38
shockproof,0.02,12.26,2.54
shockwave,0.24,11.16,2.5
shoddy,0.73,11.61,2.68
shoe,30.39,2.6,1.19
shoehorn,0.25,7.89,2.81
shoelace,0.75,4.16,1.42
shoemaker,0.59,7.58,3.29
shoeshine,0.71,7.05,3.87
shoestring,0.25,6.21,3.33
shoetree,0.04,11.42,4.19
shogun,0.67,11.4,4.34
shoot,164.94,5.53,2.39
shooter,9.78,8,3.09
shootout,1.04,8.72,3.21
shop,53.55,5.78,1.86
shopkeeper,0.39,8.11,3.43
shopkeeping,#N/A,11.07,4.14
shoplift,0.33,8.47,2.2
shoplifter,0.49,8.74,2.7
shoplifting,1.53,8.83,2.57
shopper,0.65,6.58,2.22
shopping,30,4.7,1.6
shoptalk,0.12,13.06,4.49
shopworn,0.06,11.07,3.27
shore,19.86,6.93,2.04
shoreline,0.55,6.83,2.73
short,85.63,4.32,1.73
shortage,2.63,9.89,3.14
shortbread,0.2,8.78,3.23
shortcake,0.51,6.79,2.27
shortchange,0.06,11.82,3.13
shortcoming,0.1,9.28,2.91
shortcut,3.94,7.22,2.05
shorten,1.02,7.33,2.57
shortfall,0.08,13.28,4.51
shorthand,1,11.11,3.96
shorthorn,0.02,14.14,4.06
shortlist,0.02,12.67,3.7
shortness,0.84,8.11,2.63
shorts,9.41,3.95,1.13
shortsighted,0.35,11.26,4.11
shortsightedness,0.04,13,3.16
shortstop,0.8,8.24,4.05
shortwave,0.39,13.5,3.19
shot,227.43,5.84,2.75
shotgun,10.04,7.53,2.22
shoulder,26.2,4.5,1.42
shout,16.45,4.72,1.49
shouter,0.04,7.2,2.38
shove,13.22,6.7,3.23
shovel,6.84,6.28,2.78
shovelful,0.08,6.65,2.71
show,488.35,6.21,1.81
showbiz,0.49,9.05,2.95
showboat,0.39,11.72,3.58
showboating,0.24,12.75,4.83
showcase,0.61,9.94,3.06
showcasing,0.08,12.12,3.33
showdown,1.25,8.39,2
shower,41.12,4.72,2.08
showerhead,0.18,8.05,2.84
showgirl,0.9,11.72,4.64
showground,0.02,11.79,2.89
showman,0.33,10.21,3.03
showmanship,0.27,11.5,2.87
showoff,0.39,7.32,2.45
showpiece,0.08,12.67,2.93
showplace,0.04,11.33,4.42
showroom,0.63,11.22,4.04
showstopper,0.22,12.06,3.29
showy,0.29,10.26,3.14
shrapnel,2.22,12.06,3.63
shred,2.94,9.28,4.07
shredder,0.33,8.78,3.19
shrew,0.82,11.82,4.26
shrewd,1.41,11.37,2.79
shrewdness,0.04,11.82,2.86
shrewish,0.02,13.11,3.07
shriek,0.63,8.94,2.92
shrift,0.08,12.14,2.73
shrill,0.47,11.44,2.83
shrimp,8.71,7.11,2.77
shrimper,0.02,12.5,4.18
shrine,2.96,9.63,3.4
shrink,11.31,7.06,3.06
shrinkage,0.24,10.83,4.12
shrivel,0.39,9.61,2.89
shriven,#N/A,14.22,3.42
shroud,1.02,11.65,3
shrove,#N/A,13.83,3.66
shrub,0.27,8.06,2.88
shrubbery,0.35,8.89,2.71
shrug,0.39,7.94,1.98
shrunken,0.57,8.94,3.42
shtick,0.59,14.58,4.01
shuck,0.25,9.76,2.49
shudder,1.12,10.16,1.95
shuffle,2.94,8.95,2.44
shuffleboard,0.39,10.63,4.74
shuffler,0.02,10.1,2.9
shuffling,0.57,8.2,2.42
shun,0.51,11.33,2.85
shunt,0.94,13.53,4.06
shush,2.65,5.75,2.36
shut,263.82,4.89,2.17
shutdown,1.47,8.74,3.77
shuteye,0.55,8.25,2.65
shutoff,0.12,8.06,4.83
shutout,0.24,9.3,2.94
shutter,1.45,7.83,3
shutterbug,0.08,11.62,3.76
shuttered,0.04,10.11,3.7
shuttle,5.53,8.37,2.34
shy,18.37,5.32,1.95
shyness,0.57,7.63,2.34
shyster,0.55,12.62,3.83
sibilance,0.1,15.5,2.22
sibilant,0.02,14.45,4.48
sibling,0.96,7.58,3.56
sick,165.43,4.05,2.09
sickbay,0.39,10.76,3.44
sickbed,0.1,9.88,2.71
sicken,0.37,7.74,3.05
sickening,0.9,7.26,1.76
sickle,0.55,11.35,2.85
sickly,0.76,7.37,2.41
sickness,7.94,5.53,1.93
sickout,0.22,11.58,4.1
sickroom,0.18,8.76,3.17
side,200.92,4.72,1.27
sidearm,0.45,11.78,4.43
sideband,0.02,12.06,4.73
sidebar,0.92,12.61,3.05
sideboard,0.25,10.24,4.75
sideburn,0.08,9.53,2.57
sideburns,1.16,8.44,2.64
sidecar,0.59,9.78,2.62
sidekick,2.69,9.85,2.58
sideline,0.61,8.32,3.07
sidelong,0.04,13.81,3.35
sideman,0.04,10.38,3.38
sidepiece,#N/A,10.2,3.93
siderite,0.02,15.43,1.9
sidesaddle,0.1,9.94,2.6
sideshow,1.1,10.32,3.16
sidesplitting,0.02,11,3.07
sidestep,0.06,9.84,2.97
sidestroke,0.04,9.35,2.89
sideswipe,0.04,12.5,3.59
sidetrack,0.06,11,3.33
sidewalk,5.47,4.28,1.6
sidewall,0.06,11.22,4.04
sideway,0.02,7,2.85
sidewinder,0.8,11.25,3.64
siding,1.33,9.18,3.75
siege,2.31,12.28,3.01
sienna,0.18,11.44,4.15
siesta,0.49,11.82,3.07
sieve,0.53,12.36,2.98
sift,0.75,9.6,3.36
sifter,0.1,11,4.04
sigh,3.39,7.39,2.35
sight,45.31,5.44,2.01
sighting,1.55,9.79,3.08
sightless,0.14,9.05,2.44
sightsee,0.12,6.63,2.73
sightseeing,1.47,11,3.36
sightseer,0.02,11.42,3.27
sigil,0.02,15.25,2.5
sigma,0.75,14.36,3.63
sigmoid,0.06,12.75,4.27
sign,133.27,4.32,1.45
signage,0.33,12.26,2.94
signal,37.76,6.67,1.28
signalman,0.18,8.5,3.11
signatory,0.1,15.13,4.02
signature,12.2,8.83,3.15
signboard,0.08,10.06,2.96
signer,0.1,7.53,3.2
signet,0.22,13.09,4.04
significance,3.49,10.11,3.21
significant,6.49,9.89,3.11
signifier,0.02,12.53,4.14
signify,0.63,11.89,3.13
signor,4,13.33,4.83
signora,1.96,15.75,2.25
signpost,0.31,7.89,2.4
silence,25.37,4.6,1.64
silencer,0.92,11.84,3.15
silent,23,4.42,1.74
silhouette,0.57,8.9,2.85
silica,0.2,15.86,4.07
silicate,0.14,13.75,3.86
silicon,1.71,12.67,3.11
silicone,0.78,13.55,3.44
silk,9.78,7.39,2.5
silken,0.41,11.11,3.25
silkscreen,0.02,12.94,2.88
silkworm,0.06,7.95,2.48
silky,0.78,9.1,3.85
sill,0.45,7.33,2.57
silliness,0.41,5.58,1.87
silly,57.1,4.17,1.54
silo,0.94,9.93,4.38
silt,0.33,11.75,3.38
silver,31.75,6.21,2.55
silverback,0.2,11.73,4.88
silverfish,0.08,11.88,4.53
silversmith,0.06,11.16,2.32
silverware,2.14,5.89,2.18
silvery,0.49,8.5,4.6
simian,0.51,14.27,4.94
similar,13.63,7.33,1.91
similarity,0.71,8.89,2.31
simile,0.25,11.68,3.99
simmer,1.71,9.65,3.25
simmering,0.22,10.26,3.07
simonize,0.04,14,4.39
simpatico,0.39,17.27,2.49
simper,0.06,11.85,4.06
simpering,0.25,14,3.97
simple,89.31,6.89,2.25
simpleminded,0.2,12.45,3.46
simpleton,0.61,10.88,3.52
simplicity,1.35,9.89,3.39
simplification,0.02,12.11,3.03
simplify,0.9,8.53,2.29
simplistic,0.41,10.72,2.47
simply,46.31,7.92,2.26
simulacrum,0.06,16.17,4.75
simulate,1.16,11.5,3.58
simulated,0.94,11.37,3.29
simulation,2.25,10.53,3.66
simulator,0.78,10.11,3.53
simultaneous,0.57,11.68,3.26
sin,15.94,6.74,2.62
since,314.98,6.85,1.76
sincere,5.98,8.79,2.94
sincerely,4.88,9.6,2.86
sincerity,2,8.67,2.28
sine,0.18,13.69,1.45
sinew,0.14,12.56,3.05
sinewy,0.27,11.77,3.37
sinful,1.71,8.79,3.1
sinfulness,#N/A,9.28,3.64
sing,97.59,3.47,1.31
singe,0.25,11.57,3.79
singer,15.69,5.06,1.92
