probRewire,numNodesInput,numlinks,theta,numX,propX,startNode,numsamples,numgraphs,xlen,spearman,rank,numnodesPost,time
0.2,60,4,0.5,4,0.5,fixed,100,100,30,-0.42086246648922737,1,59,114.35233092308044
0.2,60,4,0.5,4,0.6,random,100,100,36,-0.15635825863914712,1,58,155.4779109954834
0.2,60,4,0.5,4,0.6,fixed,100,100,36,-0.47212389675663902,1,60,134.56911492347717
0.2,60,4,0.5,4,0.7,random,100,100,42,-0.532857153158936,1,60,190.58678889274597
0.2,60,4,0.5,4,0.7,fixed,100,100,42,-0.58856935059371274,1,59,158.10563683509827
0.2,60,4,0.5,4,0.8,random,100,100,48,-0.59277655392871476,1,59,190.39729619026184
0.2,60,4,0.5,4,0.8,fixed,100,100,48,-0.51543078792429597,1,60,189.0493061542511
0.2,60,4,0.5,4,0.9,random,100,100,54,-0.59434300356723324,1,60,193.29813718795776
0.2,60,4,0.5,4,0.9,fixed,100,100,54,-0.45854683288108944,1,60,231.96566200256348
0.2,60,4,0.5,4,1.0,random,100,100,60,-0.39798796214715448,1,60,229.7889280319214
0.2,60,4,0.5,4,1.0,fixed,100,100,60,-0.32066146769294163,1,60,237.9244668483734
