word,aoa_mean,aoa_sd
icecap,10.17,3.6
icecream,3.33,1.26
iced,7.44,2.62
icefall,9.73,4.96
icehouse,12,3.63
icepack,6.89,2.35
icepick,9,3.43
iceskate,7.97,4.09
ichthyologist,16.11,5.46
ichthyology,14.6,4.67
icicle,5.78,1.7
icing,5.53,1.71
icky,4.42,1.92
icon,10.11,2.92
iconic,12.22,2.9
iconoclast,15.75,2.45
iconoclastic,16.1,4.15
iconographic,14.57,4.33
iconography,12.79,2.55
iconoscope,16.67,3.81
icy,5.83,2.26
id,12.41,4.05
idea,5.95,2.09
ideal,9.5,2.5
idealism,12.53,3.37
idealist,14,3.27
idealistic,11.89,3.14
idealization,13.29,3.48
idealize,11.61,3.01
ideation,15.15,2.38
identical,8.72,2.35
identifiable,10.28,2.52
identification,8.68,2.36
identifier,12.37,3.35
identify,8,2.09
identity,9.45,2.56
ideogram,13,4.41
ideological,13.67,3.88
ideology,12.67,3.9
ides,14.27,3.31
idiocy,11,3.06
idiom,14.06,3.9
idiomatic,14.69,4.57
idiopathic,17.85,2.41
idiosyncrasy,14.07,2.84
idiosyncratic,15.28,3.32
idiot,6.5,1.85
idiotic,8.79,3.31
idle,8.9,2.55
idleness,11.53,4.29
idol,8.37,2.45
idolater,10.14,2.97
idolatry,11.67,3.83
idolize,10.75,2.59
idyll,12.4,3.56
idyllic,13.23,4.68
if,5.36,2.34
iffy,7.84,3.66
igloo,5.42,1.89
igneous,12.43,3.23
ignite,9.82,2.81
igniter,12.53,2.76
ignition,12.21,3.19
ignoble,15.12,5.77
ignominious,15.17,3.86
ignominy,13.25,2.31
ignorable,10.44,3.52
ignoramus,11.75,3.47
ignorance,10.21,3.21
ignorant,9.5,3.12
ignore,6.74,2.02
ignorer,10.11,2.65
iguana,7.61,3.31
ileum,15.89,2.71
iliac,13.21,4.26
ilk,12.56,5.25
ill,5.6,1.82
illegal,9.21,3.01
illegality,10.94,4.61
illegibility,12.44,2.62
illegible,10.42,3.61
illegitimacy,12.94,3.52
illegitimate,9.95,3.15
illicit,12,4.65
illicitness,12.75,3.86
illimitable,13.55,3.11
illiteracy,11.32,2.38
illiterate,11.86,2.92
illness,7,1.75
illogic,10.88,2.87
illogical,11,3.64
illume,14.67,3.54
illuminate,9.2,2.91
illuminati,16.19,5.19
illuminating,11.42,2.36
illumination,10.5,3.35
illusion,9.24,2.86
illusionary,13.87,2.61
illusionist,10.21,2.44
illusive,14.33,4.34
illusory,13.35,5.37
illustrate,8.32,2.67
illustration,7.95,3.26
illustrative,9.75,3.06
illustrator,8.41,3.12
illustrious,12.05,3.03
image,8.5,3.09
imager,12.17,4.58
imagery,10.28,3.86
imaginable,9.83,2.85
imaginal,11.89,3.79
imaginary,6.47,2.14
imagination,6.28,1.84
imaginative,8.74,3.18
imagine,6.06,1.55
imaging,10.06,3.76
imagism,15.29,4.46
imam,15.8,4.42
imbalance,9.94,2.24
imbecile,11.17,3.71
imbecilic,13.21,2.22
imbecility,13.93,3.36
imbibe,15.08,2.9
imbroglio,15.29,5.79
imbue,14.83,3.76
imitable,12.44,2.92
imitate,9.2,2.33
imitation,9,3.07
imitative,12.61,3.52
imitator,10.74,3.19
immaculate,9.72,4.04
immaterial,11.83,2.98
immature,9.06,1.83
immaturity,10.17,2.81
immeasurable,12.63,2.45
immediacy,12.21,3.21
immediate,8.76,2.61
immediately,6.77,2.73
immemorial,13.92,4.42
immense,11.24,3.44
immensity,11.84,3.72
immerse,9.68,3.64
immersion,11.28,2.14
immigrant,9.78,2.84
immigrate,9.7,2.99
immigration,12.63,4.87
imminence,12.21,2.8
imminent,13.37,2.89
immiscible,13,4.18
immitigable,15.8,3.99
immobile,10.05,2.21
immobility,12.24,3.13
immobilization,12.59,4.74
immobilize,12.5,2.77
immobilizer,12.37,2.65
immoderate,14.61,3.29
immodest,13.68,2.56
immodesty,11.22,3.99
immolate,14.55,2.42
immolation,15.5,3.76
immoral,11.11,3.84
immorality,11,4.04
immortal,10.47,2.67
immortality,12.56,3.03
immortalize,10.61,2.7
immovability,12.72,2.67
immovable,9.33,3.33
immune,12.32,4
immunity,12.26,3.6
immunization,11.11,4.32
immunize,10.53,3.31
immunoassay,17.75,1.71
immunologist,15.94,3.79
immunosuppressant,16.29,2.89
immunosuppressive,13.77,4.28
immunotherapy,15.62,1.76
immutability,14.5,3.09
immutable,15.19,4.17
imp,11.47,4.96
impact,9.95,2.46
impactful,11.47,2.53
impaction,12.18,3.75
impair,11.67,3.21
impairment,11.63,3.56
impala,11.75,4.16
impale,13.32,3.74
impalement,12.22,2.82
impart,11.67,3.46
impartial,11.16,3.4
impartiality,12.83,2.53
impassable,10.68,3.37
impasse,14.92,2.33
impassion,13.22,3.56
impassioned,13.47,2.2
impassive,12.05,3.42
impasto,15.25,3.3
impatience,7.89,2.58
impatiens,14.83,4.76
impatient,7.39,2.3
impeach,12.06,3.65
impeachable,12.47,3.56
impeachment,11.82,2.81
impeccable,11.37,2.63
impecunious,16.08,3.09
impede,13.26,3.4
impeder,14.82,3.09
impediment,13.47,3.12
impedimenta,16.57,3.1
impel,14.44,4.03
impeller,13.45,3.14
impending,12.47,2.65
impenetrable,11.11,4.25
impenitent,14.56,4
imperative,13.24,3.27
imperativeness,12.67,2.02
imperceptibility,12.93,3.05
imperceptible,12.53,3.5
imperfect,10.45,3.02
imperfection,9.83,3.2
imperial,14.28,2.74
imperialism,12.68,3.42
imperialist,12.61,4.2
imperialistic,13.41,2.55
imperil,11.77,2.74
imperious,13.36,4.78
imperishable,12.56,3.76
impermanence,13.93,5.06
impermeable,12.53,2.55
impersonal,10.84,2.93
impersonate,10.11,3.81
impersonation,10.95,2.17
impersonator,10.15,3.07
impertinence,14,3.44
impertinent,13.69,4.01
impervious,13.44,2.79
impetigo,14.71,4.07
impetuosity,15.07,3.75
impetuous,15.18,4.32
impetuousness,14.41,3
impetus,13.57,4.36
impinge,14.27,4.2
impious,11.85,2.94
impish,11.94,3.67
implacability,15.06,4.31
implacable,13.31,4.35
implant,13,4.19
implantable,12.68,2.91
implantation,11.95,2.88
implausible,14.06,3.03
implement,12.11,2.4
implementation,13.38,3.74
implementer,12.82,3.17
implicate,11.68,2.73
implication,12.22,3.04
implicit,14.58,3.64
implode,13.83,3.24
implore,12.44,3.54
implosion,12.85,2.83
implosive,12.5,2.77
imply,10.78,2.98
impolite,7.26,2.7
impoliteness,9.06,3.35
import,10.37,2.75
importance,6.8,1.67
important,5.79,2.18
importation,12.19,4.32
importer,11.39,3.57
importunate,15.86,1.77
importune,11.54,3.13
importunity,15.67,4.53
impose,12.26,3.46
imposition,12.15,3.38
impossibility,9.5,3.75
impossible,7.32,2.58
impostor,10.37,3.13
impotence,16.61,3.71
impotency,14,2.1
impotent,14.84,4.54
impound,12.53,3.03
impoverish,12.56,3.6
impoverished,13.26,3.12
impoverishment,13.32,4.56
impracticable,12.39,3.6
impractical,11.44,2.23
impracticality,12.89,3.57
imprecise,12.18,2.81
imprecision,14.06,3.34
impregnability,14.5,2.78
impregnable,13.89,4.23
impregnate,12.95,3.9
impregnation,13.11,3.18
impresario,14.78,3.96
impress,10.17,3.67
impression,9.33,2.7
impressionable,9.74,2.79
impressionism,14.22,3.75
impressionist,12.65,2.42
impressionistic,12.5,3.83
impressive,9.48,4.01
imprimatur,15.29,3.15
imprint,11.35,4.06
imprison,9.84,2.79
imprisonment,10.06,2.48
improbability,12.67,2.93
improbable,12.32,3.83
improbity,13.2,4.66
impromptu,13.61,3.2
improper,9.42,2.67
impropriety,13.21,2.83
improve,7.47,2.12
improvement,8.05,2.61
improvident,15.91,2.74
improvisation,13.25,3.58
improvisational,13.06,4.15
improvise,9.68,2.79
improviser,11.11,2.32
imprudence,13.17,2.6
imprudent,12.88,2.47
impudence,15.56,2.58
impudent,14.82,4.81
impugn,15.3,2.67
impulse,9,2.75
impulsion,13.82,2.96
impulsive,10.39,2.93
impulsiveness,13.5,3.35
impulsivity,13.21,3.87
impunity,12.71,4.27
impure,11.53,4.13
impurity,10.28,3.2
imputation,15.57,2.23
impute,15.47,4.31
in,3.69,1.86
inability,10.67,3.03
inacceptable,10.39,2.55
inaccessibility,9.89,2.63
inaccessible,10.94,2.8
inaccuracy,10.84,2.73
inaccurate,10.41,3.11
inaction,10.72,3.36
inactive,9.33,2.91
inactivity,10.45,3.14
inadequacy,12.68,3.06
inadequate,11.95,2.07
inadmissible,13.74,2.13
inadvertence,13.53,4.11
inadvertency,15.23,2.86
inadvertent,13.21,3.25
inadvisable,14.16,3.2
inalienability,14.25,2.98
inalienable,10.31,2.75
inamorata,16.12,2.1
inane,16.53,2.45
inanimate,12.16,2.71
inanition,14,NA
inanity,15,2.21
inapplicable,11.89,3.61
inappropriate,10.16,4.1
inappropriateness,10,3.09
inarguable,12.44,2.41
inarticulate,13.87,4.56
inartistic,11.94,5.82
inattention,10.65,3.87
inattentive,11.9,3.8
inaudible,12.84,2.85
inaugural,11.85,3.31
inaugurate,11.71,3.42
inauguration,11.22,3.3
inauspicious,16.25,3.42
inauthentic,12.37,3.22
inboard,10.44,3.08
inborn,13,2.51
inbound,11.26,3.19
inbox,12.84,4.82
inbred,12.68,2.58
inbreeding,13.5,3.62
incalculable,14.5,3.57
incandescence,12.22,2.51
incandescent,15.44,3.75
incantation,12.11,2.85
incapability,12.39,2.97
incapable,11.5,2.5
incapacitate,13.29,2.95
incapacitation,15.06,2.82
incapacity,13.05,3.31
incarcerate,11.94,2.9
incarceration,13.28,2.52
incarnadine,16.88,2.47
incarnate,12.72,3.37
incarnation,11.95,3.96
incase,10.44,3.35
incautious,14.44,4.16
incendiary,12.14,3.03
incense,10.45,3.95
incentive,12.55,4.24
incept,12.92,3.86
inception,14.11,3.84
incertitude,18.33,4.18
incessant,12.71,2.84
incest,12.26,2.4
incestuous,13.44,2.31
inch,5.11,1.73
inchoate,16.9,3.6
inchworm,6.63,2.69
incidence,12.17,3.35
incident,10.1,3.66
incidental,9.06,2.34
incidentally,10.47,2.59
incinerate,11.37,3.39
incineration,12.06,5.07
incinerator,12.19,3.3
incipient,13.87,2.92
incise,13.77,3.92
incised,11.44,3.57
incision,11.72,2.19
incisive,13.5,3.31
incisor,10.7,4.41
incite,13.12,4.43
incitement,14.57,2.53
inclemency,14.86,5.82
inclement,12.79,4.09
inclination,11.88,2.98
incline,10.9,2.86
inclined,10.63,2.36
include,6.47,2.8
inclusion,12.18,4.86
inclusive,11.89,3.2
inclusiveness,13.72,3.63
incognita,13.89,4.23
incognizant,14.73,4.51
incoherent,13.84,3.96
income,9.67,2.89
incoming,9,2.24
incommunicability,13.47,2.97
incommunicative,12.21,3.71
incomparable,12.55,3.05
incompatibility,12.16,3.83
incompatible,11.42,3.2
incompetence,11.74,2.26
incompetency,12.11,3.25
incompetent,11.42,2.32
incomplete,7.95,3.37
incompleteness,12.85,3.66
incomprehensible,11.42,3.15
incomprehension,13.44,2.83
inconceivability,12.94,2.55
inconceivable,11.05,3.62
inconclusive,12.32,2.94
incongruity,13.56,3.9
incongruous,14.15,2.27
inconsequence,14.75,3.24
inconsequential,13.8,2.11
inconsequentiality,15.11,3.96
inconsiderable,10.78,2.9
inconsiderate,9.72,3.16
inconsideration,10.05,2.9
inconsistency,11.94,2.86
inconsistent,10.7,3.06
inconsolable,10.65,3.32
inconspicuous,12.67,2.99
inconstant,10.59,2.85
incontestable,15.06,4.53
incontinence,14.41,4.32
incontinent,14.18,3.28
incontrovertible,13.25,3.96
inconvenience,9.37,2.52
inconvenient,9.58,2.69
inconvertible,12.32,2.96
incorporate,13.67,4.09
incorporation,13.11,4.13
incorporeal,15.38,2.43
incorrect,6.65,1.6
incorrigibility,13.29,2.79
incorrigible,12.57,4.35
incorrupt,13.18,3.05
incorruptibility,13.58,4.13
incorruptible,12.9,2.63
incorruption,14,3.14
increase,7.42,2.81
incredibility,11.06,2.95
incredible,8.8,4.92
incredulity,12.94,4.42
incredulous,13.12,2.63
increment,10.67,2.7
incremental,11.5,2.83
incriminate,11.82,4.07
incriminating,11.68,2.65
incubate,11.35,2.5
incubation,11.17,4.6
incubator,10,4.4
incubus,13.94,3.9
inculcation,16.89,4.48
inculpable,15.73,2.72
inculpate,17.5,2.51
incumbent,14.33,2.35
incunabulum,15,NA
incur,13.75,3.65
incurable,10.11,3.96
incursion,15.43,2.77
indebted,12.67,2.65
indebtedness,12.4,3.33
indecency,12.15,4.13
indecent,12.06,3.52
indecipherable,12.89,3.98
indecision,10.72,2.89
indecisive,11.67,3.34
indecisiveness,10.33,2.68
indeclinable,12.38,2.63
indecorous,16,3.61
indeed,7.74,1.9
indefatigable,15.4,3.7
indefeasible,15,3.16
indefensible,11.67,2.35
indefinable,11.88,2.78
indefinite,11.16,2.29
indelible,12.07,4.25
indelicacy,12.67,3.58
indelicate,11.94,2.68
indemnification,15.67,2.69
indemnify,15.94,3.49
indemnity,17.38,3.56
indent,10.26,2.88
indentation,10.33,3.24
indention,11.81,4.26
indenture,12.79,2.89
indentured,12.67,2.97
independence,8.53,3.2
independent,9.28,2.59
indescribable,11.72,3.29
indestructibility,12.55,2.78
indestructible,10.16,2.09
indeterminacy,13.83,2.69
indeterminate,13.11,3.14
index,7.89,2.59
indexer,12,3.63
indicate,9.74,3.31
indication,12,3.06
indicative,12.05,3.14
indicator,10.33,3.01
indicia,17,1.73
indict,11.82,3.11
indictable,12.81,2.83
indictment,15.2,3.17
indie,14.88,4.62
indifference,9.22,3.34
indifferent,10.47,2.5
indigenous,13.41,3.55
indigent,13.82,3.05
indigestible,11.94,2.21
indigestion,10.11,2.66
indignant,12.28,3.36
indignation,13.18,3.52
indignity,13.79,3.82
indigo,8.89,3.08
indirect,11.26,2.62
indirection,13.75,5.13
indiscipline,12.5,5.28
indiscreet,14.39,2.85
indiscretion,14.53,3.2
indiscriminate,13.74,3.23
indiscrimination,12.76,3.15
indispensable,11.22,2.24
indisposed,12,3.06
indisposition,14,3.26
indisputable,12.47,4.72
indissoluble,13.14,2.85
indistinct,13.21,2.9
indistinguishable,12.21,2.66
individual,7.7,2.52
individualism,12.74,3.02
individualist,12.4,2.69
individualistic,11.5,3.73
individuality,9.94,3.24
individualize,10.83,3.78
indivisible,9.33,3.36
indoctrinate,15.31,4.84
indoctrination,15.67,3.39
indolence,12.81,3.47
indolent,11.36,4.63
indomitable,14.33,3.24
indoor,5.05,1.51
indoors,4.64,2.03
indubitable,15.27,2.45
induce,12.05,3.44
inducement,14.27,3.63
inducer,12.24,4.12
induct,11.72,3.89
inductee,12.42,3.92
induction,13.37,2.95
inductive,14.82,3.3
inductor,12.24,2.86
indulge,11.44,3.07
indulgence,10.74,2.05
indulgent,11.84,3.02
industrial,10.22,2.51
industrialist,12.58,2.89
industrialization,11.45,2.65
industrious,11.55,2.44
industriousness,13.33,2.81
industry,10.44,3.4
inebriate,12.6,3.04
inebriated,14.58,3.42
inebriation,13.73,4.27
inebriety,14.6,4.64
inedible,11.2,4.37
ineffable,11.5,3.94
ineffaceable,14.89,3.14
ineffective,10.68,2.69
ineffectiveness,10.82,2.96
ineffectual,14.59,2.62
inefficiency,11.79,3.46
inefficient,10.78,2.26
inelegant,12.44,2.38
ineligible,11.94,2.55
ineluctable,17.25,2.31
inept,14.29,3.74
ineptitude,13.72,4.01
ineptness,13.76,2.63
inequality,9.68,2.71
inequitable,15.21,3.34
inequity,14.72,5.12
inert,13.1,3.84
inertia,12.84,3.3
inertial,16.09,3.21
inertness,14.39,3.66
inescapable,9.76,3.31
inessential,12.39,3.6
inestimable,14.07,2.64
inevitability,12.38,3.17
inevitable,11.6,3.59
inexact,12,3.64
inexactitude,15.45,3.59
inexcusable,7.71,2.34
inexhaustible,11.63,3.06
inexistence,12.8,3.55
inexorable,14.27,3.74
inexpensive,8.05,2.59
inexpensiveness,10.17,3.15
inexperience,11.16,3.1
inexperienced,11.26,3.26
inexpert,12.07,3.56
inexpiable,15.17,2.48
inexplicable,12.82,2.86
inexpressible,12.63,2.54
inexpressive,10.55,3.41
infallibility,13,2.98
infallible,11.56,2.61
infamous,11,2.3
infamy,10.56,2.13
infancy,9.29,3.69
infant,6.42,4.38
infanticide,16.27,4.1
infantile,13,4.27
infantilism,15.12,3.64
infantilize,14.65,3.06
infantry,12.26,4.42
infantryman,10.44,3.29
infarct,14.58,3.96
infarction,13,3.78
infatuate,11.43,2.41
infatuated,12.52,3.53
infatuation,12.6,2.74
infect,9.15,2.35
infection,8.05,2.32
infectious,11.21,2.76
infector,12.59,3.48
infelicitous,15.57,1.62
infer,12.71,2.26
inference,13.32,4.62
inferior,10.57,2.64
inferiority,12,3.23
infernal,12.41,3.55
inferno,10.53,2.22
infertile,14.32,5.11
infertility,13.39,3.4
infest,9.58,2.32
infestation,11.83,3.91
infidel,11.56,4.05
infidelity,13.89,3.01
infield,8.11,3.16
infielder,8.94,2.69
infighting,12.53,3.56
infiltrate,12,3.64
infiltration,13.06,2.67
infiltrator,11.86,3.12
infinite,9.6,2.44
infinitesimal,14.23,4.48
infinitive,13.28,2.8
infinity,8.83,3.01
infirm,13.12,5.1
infirmary,12.83,3.15
infirmity,13,2.73
inflame,11.56,3.05
inflammable,10.05,3.19
inflammation,11,3.27
inflammatory,13.33,3.05
inflatable,9,3.18
inflate,8.37,3.06
inflated,9.5,3.09
inflation,11.82,2.88
inflationary,16.06,4.26
inflect,10.75,3.75
inflection,10.33,3.02
inflexibility,10.94,2.69
inflexible,11.79,3.1
inflict,10.74,2.33
infliction,12,3.1
inflictor,12.06,2.51
inflow,11.6,3.2
influence,10.32,2.06
influential,11.05,3.12
influenza,10.37,2.77
influx,14.69,3.4
info,9.37,2.89
infomercial,9.76,4.09
inform,8.79,2.64
informal,10.32,1.8
informality,12.05,2.48
informant,12.32,4.8
information,7.19,1.97
informational,9.17,2.68
informative,10.16,2.27
informer,11.67,3.37
infotainment,19,3.61
infraction,13.53,3.36
infrared,13.11,3.56
infrastructure,13.41,2.15
infrequent,9.32,2.08
infringe,14.56,4
infringement,13.28,2.27
infuriate,10.5,3.35
infuriating,10.58,2.91
infuse,14.37,2.73
infuser,15.07,3.34
infusion,12.12,2.2
ingathering,13.08,5.17
ingenious,10.32,3
ingenuity,11.79,2.95
ingenuous,13.35,3.16
ingest,12.21,4.63
ingestion,13.84,4.49
ingle,14.4,3.57
inglenook,16.14,3.34
inglorious,14.67,4.1
ingot,13.43,3.69
ingrain,11.18,2.98
ingrate,12.12,3.74
ingratiate,13.73,3.07
ingratiating,12.93,4.76
ingratitude,12.21,3.46
ingredient,7.85,3.23
ingredients,6.69,1.62
ingress,12.27,4.05
ingrown,10.24,4.74
inguinal,14.4,6
ingurgitate,17,2.74
inhabit,12.22,3.93
inhabitable,11,2.91
inhabitant,9.6,2.33
inhalation,11.76,3.23
inhalator,14.06,4.02
inhale,7.26,2.23
inhaler,10.26,3.96
inharmonious,13.2,3.53
inhere,14.7,2.54
inherent,12.32,2.91
inherit,9.05,2.82
inheritability,13.55,3.02
inheritable,12.24,3.05
inheritance,12.05,2.97
inheritor,11.16,3.85
inhibit,11.11,3
inhibition,12.78,3.23
inhibitor,13.19,3.41
inhospitable,11.45,2.63
inhuman,11.37,2.5
inhumane,11.26,3.41
inhumanity,13.17,3.31
inhumanly,11.47,2.61
inimical,12,4.73
inimitable,13.5,4.38
iniquitous,13,4.53
iniquity,12.8,4.9
initial,8.29,2.9
initialize,11.74,2.49
initially,9.61,2.94
initiate,10.17,3.49
initiation,9.88,2.42
initiative,10.12,2.64
inject,10.17,3.35
injection,10.68,3.73
injector,11.53,4.56
injudicious,15.24,2.97
injunction,12.5,3.87
injunctive,15.19,3.43
injure,7.53,3.32
injurious,13.79,3.26
injury,7.56,3.62
injustice,10.89,3.5
ink,5.16,1.54
inkblot,9.26,2.16
inker,14,5.05
inkless,11.89,5.07
inkling,12.89,3.25
inkpad,8,2.5
inkstand,10.85,3.56
inkwell,11.76,4.84
inky,9.29,3.98
inlaid,13.69,4.48
inlay,13.39,4.35
inlet,9.76,2.28
inmate,8.9,3.04
inmost,12.8,4.02
inn,7.52,2.96
innards,9.89,2.85
innate,13.58,3.95
inner,7.94,2.24
innermost,12.22,3.49
innerspring,14.07,4.79
inning,7.12,2.06
innkeeper,8.37,2.85
innocence,9.39,3.52
innocent,5.95,1.96
innocuous,14,3.63
innovate,11.28,1.84
innovating,12.78,2.56
innovation,12.68,3.16
innovative,11.17,3.68
innovator,10.06,2.62
innuendo,13.56,2.5
innumerable,11.82,3.26
inoculate,12.54,3.26
inoculation,12.67,5.6
inoffensive,11.63,2.87
inoperable,12.58,2.5
inoperative,12,2.94
inopportune,13.22,1.83
inordinate,14.6,4.08
inorganic,13.37,4.28
inpatient,9.06,2.59
input,10.67,4.04
inquest,12.74,4.09
inquire,10.4,3.2
inquirer,10.72,2.54
inquiry,11.37,2.59
inquisition,12.5,2.9
inquisitive,12.12,4
inquisitiveness,12.39,3.45
inquisitor,12.83,3.49
insalubrious,15.75,1.26
insane,7.96,2.64
insanitary,10.93,3.24
insanity,7.33,2.83
insatiable,13.39,4.19
inscribe,10.11,2.94
inscription,11.53,3.18
inscrutable,13.12,3.54
inseam,11.05,3.27
insect,4.75,1.83
insecticide,11.06,2.77
insectivore,13.75,4.25
insectivorous,13.73,1.79
insecure,12.11,3.65
insecurity,9.74,3.16
inseminate,15.33,2.13
insemination,13.84,2.83
insensate,14.5,2.95
insensible,13.5,2.73
insensitive,9.91,3.28
insensitivity,10.95,2.97
insentient,15.27,2
inseparable,10.61,3.47
insert,8.2,2.42
insertion,9.58,2.06
inset,12.37,4.07
inside,4.77,2.11
insider,11.67,3.4
insidious,14.47,5.32
insight,10.95,3.96
insightful,8.94,2.48
insignia,11.94,3.31
insignificance,10.72,3.04
insignificant,11.59,2.18
insincere,11.17,3
insincerity,11.94,2.8
insinuate,13.43,1.83
insinuation,13.16,3.47
insipid,16.93,2.94
insist,8.33,2.28
insistence,11.32,4.12
insistent,10.39,3.01
insolate,10.44,3.1
insole,12.21,3.68
insolence,14.11,3.53
insolent,13.47,3.39
insolubility,13.53,2.58
insoluble,12.78,3.89
insolvency,14.64,3.41
insolvent,14.32,3.64
insomnia,13.05,2.3
insomniac,11.55,3.31
insomuch,13.27,3.56
insouciance,15.73,2.8
insouciant,14.25,2.96
inspect,8.21,2.7
inspection,8.47,3.31
inspector,8.84,2.03
inspiration,10.67,2.39
inspirational,10.26,4.52
inspire,8.11,2.87
inspirer,11.25,3.51
inspirit,14,3.69
instability,12.55,2.56
instable,11.81,2.01
install,10.14,3.54
installation,10.21,3.1
instance,9.57,3.84
instant,7.05,2.2
instantaneous,11.89,3.26
instantly,7.54,2.18
instate,11.81,3.85
instead,6.68,2.21
instep,12,3.72
instigate,12.44,3.05
instigation,12.47,3.84
instigator,13.06,3.19
instinct,10.65,2.11
instinctive,11.58,3.45
instinctual,12.21,4.06
institute,10.11,2.08
institution,10.05,3.37
institutional,11.16,2.39
institutionalization,13.44,2.31
instruct,9,2.85
instruction,7.47,2.2
instructional,11.3,3.08
instructive,10.53,3.06
instructor,8.19,2.82
instrument,6.94,2.55
instrumental,8.94,2.78
instrumentation,13.05,4.4
insubordinate,13.06,2.87
insubordination,12.12,3.84
insubstantial,13.42,2.48
insufferable,11.89,3.2
insufficiency,13.17,2.87
insufficient,10.22,2.6
insular,15.74,4.15
insulate,11,2.83
insulation,10.21,2.95
insulator,11.16,3.34
insulin,11.32,2.96
insult,8.63,2.43
insulter,11.11,2.78
insulting,8.5,2.96
insuperable,13.3,3.56
insupportable,12.44,3.07
insurable,13.5,3.55
insurance,11.4,2.26
insure,10.59,4
insurgence,14.77,2.45
insurgency,15.41,2.87
insurgent,13.88,3.2
insurmountable,13.06,3.82
insurrection,12.88,3.04
insurrectional,15.4,2.59
intact,9.84,2.39
intaglio,17,2.24
intake,12.84,4.66
intangibility,13.12,2.62
intangible,12.06,1.89
integer,10.22,2.96
integral,14.33,2.59
integrate,11.47,3.31
integration,11.21,2.55
integrationist,16.67,3.62
integrator,13.14,4.09
integrity,10.72,2.76
integument,17.17,1.33
intellect,10.68,2.77
intellectual,10.9,3.63
intellectualism,15.21,3.78
intellectuality,11.81,2.46
intellectualization,15.94,3.28
intellectualize,13.58,1.92
intelligence,8.56,2.83
intelligent,8.28,2.72
intelligentsia,15.77,4.04
intelligible,11,2.88
intemperance,15.79,3.68
intemperate,16.46,3.28
intend,8.94,2.41
intendant,14,3.54
intense,9.67,4.21
intensifier,13.56,3.14
intensify,13,3.12
intensity,11.26,2.75
intensive,12.95,3.17
intent,9.37,2.99
intention,9.42,3.04
intentional,8.74,2.94
intentionality,11.18,2.56
intentioned,12.28,3.46
inter,11.73,3.43
interact,9.58,3.76
interaction,9.42,2.55
interactive,10.84,4.57
interagency,13.55,2.25
interbank,15,4.71
intercede,12.78,3
intercellular,13.33,2.17
intercept,10.53,2.57
interception,9.5,3
interceptor,11.11,2.87
intercession,12.31,5.15
interchange,9.94,2.39
interchangeability,12.5,3.32
interchangeable,10.16,2.12
intercity,15.18,2.67
intercollegiate,15.14,2.68
intercom,8.79,4.57
interconnect,11.47,3.57
interconnectedness,13.28,2.52
interconnecting,12.88,2.19
interconnection,12.58,3.11
intercontinental,11.94,3.4
intercooler,10.85,4.51
intercourse,11.72,3.23
intercut,13.75,2.7
interdepartmental,14.64,2.82
interdependent,12.84,4.51
interdict,14.75,2.42
interdiction,14.71,3.52
interdisciplinary,14.69,3.7
interest,7.37,2.83
interested,8.83,2.62
interesting,6.95,1.96
interface,12.85,3.72
interfaith,14.87,5.63
interfere,10.44,3.45
interference,10.28,3.06
interferon,18,1.76
intergalactic,11.1,3.28
interim,13.41,3.61
interior,9.32,2.29
interject,11.68,3.43
interjection,13.5,2.6
interlace,12.61,4.1
interleague,13.29,5.37
interline,13.86,2.54
interlock,11.06,2.79
interlocking,8.89,2.13
interlocutory,14.64,3.59
interloper,14,3.59
interlude,11.56,3.35
intermarry,12.79,2.64
intermediary,13.76,3.44
intermediate,8.61,1.75
interment,14.06,3.6
interminable,16.23,4.8
intermingle,12.78,2.1
intermission,10.89,2.97
intermittent,13,3.18
intermix,11.76,2.97
intermountain,13.5,3.32
intern,14,3.57
internal,10.39,2.87
internalize,13.88,4.73
international,8.67,2.59
internationalist,14.8,3
interne,14.8,3.39
internecine,14.83,2.99
internet,12.33,6.18
internist,15.56,4.73
internment,12.78,2.02
internship,12.94,4.21
internuncio,14.5,0.71
interoffice,16.12,4.43
interpenetrate,14,3.4
interpersonal,15.21,4.47
interplanetary,10.69,3.32
interplay,11.25,1.71
interpolation,13.6,3.63
interpose,13.7,2.67
interposition,12.32,3.18
interpret,9.56,2.25
interpretation,10.17,2.01
interpretational,13.8,2.65
interpretative,12.72,3.21
interpreter,11,2.89
interpretive,11.88,3.38
interracial,12.15,2.72
interrelate,14.33,2.64
interrelated,13.11,2.49
interrelationship,14.82,2.32
interrogate,11.44,3.85
interrogation,10.67,2.52
interrogative,11.65,3.55
interrogator,12.32,3.45
interrogatory,13.93,4.42
interrupt,6.94,2.21
interrupter,9.56,3.68
interruption,7.95,2.84
interruptive,9,4.02
interscholastic,12.88,3.3
intersect,11.28,3.08
intersection,10.17,3.24
interspecies,13.59,4.29
intersperse,14,3.35
interstate,9.68,3.45
interstellar,12.27,3.59
interstice,17.4,1.82
interstitial,15,2.88
intertwine,11,3.07
