subj,link1,link2,rw,invite,irt5,irt7,irt9
S113,cheetah,lynx,1,1,1,1,1
S113,tiger,possum,0,0,1,1,0
S113,beaver,goat,0,0,1,0,0
S113,panda,panther,0,0,1,0,0
S113,mouse,possum,1,1,1,1,1
S113,bear,raccoon,1,1,1,1,1
S113,horse,dog,1,1,1,1,1
S113,mouse,guineapig,1,1,1,1,1
S113,panda,bear,1,1,1,1,1
S113,platypus,hamster,0,0,0,1,0
S113,horse,cow,1,1,1,1,1
S113,seal,walrus,1,1,1,1,1
S113,pony,ferret,0,0,0,1,0
S113,kangaroo,platypus,1,1,1,1,0
S113,panther,rhinoceros,1,1,1,1,1
S113,rat,wolf,1,1,1,1,1
S113,pony,caribou,0,0,1,0,0
S113,bear,lion,1,1,1,1,1
S113,gazelle,cheetah,0,0,1,0,0
S113,sheep,cow,1,0,1,1,1
S113,mink,ermine,1,1,1,1,1
S113,ermine,otter,1,1,1,1,1
S113,sheep,goat,1,1,1,1,1
S113,panda,possum,0,0,1,0,0
S113,weasel,zebra,1,1,1,1,1
S113,kangaroo,wallaby,1,1,1,1,1
S113,deer,raccoon,1,1,1,1,1
S113,pig,cow,1,0,1,0,0
S113,puma,caribou,1,1,1,1,1
S113,pony,badger,1,1,1,1,1
S113,gazelle,panda,1,1,1,1,1
S113,pig,goat,1,0,1,1,1
S113,puma,moose,0,0,1,0,0
S113,gerbil,guineapig,1,1,1,1,1
S113,cow,dog,1,1,1,1,1
S113,seal,panther,0,0,1,0,0
S113,moose,caribou,1,1,1,1,1
S113,tiger,koala,1,1,0,0,1
S113,dog,cat,1,1,1,1,1
S113,mink,wolf,0,0,0,1,0
S113,mouse,rabbit,1,1,1,1,1
S113,panther,cheetah,1,1,1,1,1
S113,gerbil,hamster,1,1,1,1,1
S113,donkey,goat,1,0,1,1,1
S113,donkey,camel,1,1,1,1,1
S113,mouse,hamster,0,0,1,0,0
S113,giraffe,lion,1,1,1,1,1
S113,badger,camel,0,0,1,0,0
S113,badger,ferret,0,0,0,1,0
S113,mink,lynx,1,1,1,1,1
S113,panther,bear,0,0,1,0,0
S113,panther,lion,1,1,1,1,1
S113,dingo,wallaby,1,1,1,1,1
S113,weasel,otter,1,0,1,1,0
S113,rat,hamster,0,0,1,0,0
S113,tiger,lion,0,0,1,1,0
S113,badger,caribou,0,0,1,0,0
S113,panda,otter,1,1,1,1,1
S113,rhinoceros,elephant,1,1,1,1,1
S113,antelope,elephant,1,1,1,1,1
S113,possum,raccoon,1,1,1,1,1
S113,panda,koala,1,1,1,1,1
S113,pig,wolf,0,0,1,0,0
S113,kangaroo,hamster,0,0,1,0,0
S113,ferret,cow,1,1,1,1,1
S113,leopard,possum,1,1,1,0,1
S113,pig,lion,1,1,1,1,1
S113,panther,walrus,1,1,1,1,1
S113,sheep,horse,1,1,1,1,1
S113,rhinoceros,leopard,1,1,1,1,1
S113,pig,horse,1,1,1,1,1
S113,camel,dingo,1,1,1,1,1
S113,sheep,platypus,1,1,1,1,1
S113,donkey,sheep,1,1,1,1,1
S113,ermine,weasel,1,1,1,1,1
S113,wallaby,koala,1,1,1,1,1
S113,antelope,gazelle,1,1,1,1,1
S113,gazelle,puma,1,1,1,1,1
S113,bear,tiger,1,1,1,1,1
S113,guineapig,hamster,1,0,1,1,1
S113,panda,hamster,1,1,0,1,1
S113,antelope,beaver,1,1,1,1,1
S113,platypus,koala,1,0,0,0,0
S113,giraffe,zebra,1,1,1,1,1
S114,panda,dingo,1,1,1,1,1
S114,mouse,rat,1,1,1,1,1
S114,rat,chimpanzee,0,0,0,1,0
S114,elephant,polarbear,0,0,1,1,0
S114,rhinoceros,dingo,1,1,1,1,1
S114,snake,orangutan,1,1,1,1,1
S114,deer,ferret,1,1,1,0,1
S114,camel,donkey,1,1,1,1,1
S114,polarbear,blackbear,1,1,1,1,1
S114,guineapig,gorilla,0,0,1,0,0
S114,turtle,robin,0,0,1,0,0
S114,armadillo,brownbear,1,1,1,1,1
S114,dingo,wolf,1,1,1,1,1
S114,guineapig,dingo,0,0,1,0,0
S114,bluebird,robin,1,1,1,1,1
S114,antelope,hyena,1,1,1,1,1
S114,duck,swan,1,1,1,1,1
S114,seal,rabbit,0,0,1,0,0
S114,alligator,penguin,1,1,1,1,1
S114,orangutan,chimpanzee,1,1,1,1,1
S114,gerbil,chimpanzee,1,1,1,1,1
S114,zebra,polarbear,1,1,1,1,1
S114,bird,bear,1,1,1,1,1
S114,armadillo,blackbear,0,0,1,1,0
S114,zebra,hamster,0,0,1,0,0
S114,fox,hawk,1,1,1,1,1
S114,eagle,hawk,1,1,1,1,1
S114,lion,tiger,1,1,1,1,1
S114,panda,leopard,1,1,0,1,1
S114,elephant,hamster,0,0,1,0,0
S114,cobra,flamingo,1,1,1,1,1
S114,horse,leopard,1,1,1,1,1
S114,turtle,bluebird,1,1,1,1,1
S114,zebra,giraffe,1,1,1,1,1
S114,pelican,rhinoceros,0,0,1,0,0
S114,panda,polarbear,1,1,1,1,1
S114,giraffe,tortoise,1,1,0,0,1
S114,cobra,ostrich,0,0,1,0,0
S114,yak,snake,1,1,1,1,1
S114,dog,rabbit,1,1,1,1,1
S114,rhinoceros,yak,0,0,1,0,0
S114,cobra,snake,1,1,1,1,1
S114,lion,bear,1,1,1,1,1
S114,deer,giraffe,1,1,1,1,1
S114,mouse,guineapig,1,1,1,1,1
S114,elephant,rat,0,0,1,0,0
S114,snake,hyena,1,1,1,1,1
S114,guineapig,cat,1,1,1,1,1
S114,spidermonkey,monkey,1,1,1,1,1
S114,monkey,gorilla,1,1,1,1,1
S114,zebra,robin,1,1,1,1,1
S114,fox,giraffe,0,0,1,1,0
S114,spidermonkey,snake,1,1,1,1,1
S114,zebra,gerbil,1,1,1,1,1
S114,guineapig,rat,1,1,1,1,1
S114,polarbear,penguin,1,1,0,0,1
S114,elephant,penguin,1,1,1,1,1
S114,rat,gorilla,1,1,1,1,1
S114,ostrich,bluebird,1,1,1,1,1
S114,turtle,tortoise,1,1,0,1,1
S114,flamingo,dingo,0,0,0,1,0
S114,anteater,owl,1,1,1,1,1
S114,fish,rabbit,1,1,1,1,1
S114,rhinoceros,flamingo,1,1,1,1,1
S114,ostrich,flamingo,1,1,1,1,1
S114,panda,lemur,1,1,1,1,1
S114,turtle,ferret,1,1,1,1,1
S114,anteater,blackbear,0,0,0,1,0
S114,seal,armadillo,1,1,1,1,1
S114,ostrich,robin,1,1,1,1,1
S114,crocodile,ferret,1,1,1,1,1
S114,seal,giraffe,0,0,0,1,0
S114,tortoise,lemur,1,1,1,1,1
S114,seal,polarbear,1,1,1,1,1
S114,cat,hamster,1,1,1,1,1
S114,bluebird,tortoise,0,0,1,1,0
S114,hyena,wolf,0,0,1,0,0
S114,anteater,eagle,1,1,1,1,1
S114,anteater,brownbear,0,0,1,0,0
S114,elephant,giraffe,1,1,0,1,1
S114,dog,cat,1,1,1,1,1
S114,turtle,deer,0,0,1,0,0
S114,gerbil,hamster,1,1,1,1,1
S114,horse,donkey,1,1,1,1,1
S114,polarbear,armadillo,0,0,0,1,0
S114,snake,flamingo,0,0,1,0,0
S114,gorilla,chimpanzee,1,1,1,1,1
S114,anteater,armadillo,1,1,1,1,1
S114,lion,leopard,0,0,1,0,0
S114,penguin,rat,1,1,1,1,1
S114,mouse,bird,1,1,1,1,1
S114,kangaroo,tiger,1,1,1,1,1
S114,yak,hyena,0,0,1,0,0
S114,cheetah,leopard,1,1,1,1,1
S114,antelope,yak,0,0,1,0,0
S114,rhinoceros,wolf,0,0,0,1,0
S114,pelican,swan,1,1,1,1,1
S114,fish,gerbil,0,0,1,0,0
S114,fox,armadillo,1,1,0,0,1
S114,bear,blackbear,1,1,1,1,1
S114,seal,elephant,0,0,1,0,0
S114,mouse,hamster,1,0,1,1,0
S114,pelican,flamingo,1,1,1,1,1
S114,elephant,tiger,1,1,1,1,1
S114,deer,fox,1,1,1,1,1
S114,lion,panda,0,0,1,0,0
S114,blackbear,brownbear,1,1,1,1,1
S114,panda,cheetah,1,1,1,1,1
S114,camel,yak,1,1,1,1,1
S114,guineapig,chimpanzee,0,0,1,0,0
S114,lion,cheetah,1,1,1,1,1
S114,owl,flamingo,1,1,1,1,1
S114,cobra,leopard,1,1,1,1,1
S114,giraffe,gerbil,0,0,1,0,0
S114,crocodile,alligator,1,1,1,1,1
S114,bear,tiger,1,0,1,1,0
S114,guineapig,hamster,1,1,1,1,1
S114,zebra,elephant,1,1,1,1,1
S114,deer,cheetah,1,1,1,1,1
S114,antelope,wolf,1,1,1,1,1
S114,deer,tortoise,0,0,0,1,0
S114,fish,hamster,1,1,1,1,1
S114,kangaroo,koalabear,1,1,1,1,1
S114,elephant,dingo,1,1,0,1,1
S114,tortoise,robin,0,0,1,0,0
S114,ferret,koalabear,1,1,1,1,1
S115,ocelot,wolf,1,1,1,1,1
S115,spider,cat,0,0,1,1,0
S115,rat,fox,0,0,1,0,0
S115,echidna,hedgehog,1,1,1,1,1
S115,koala,kangaroo,1,1,1,1,1
S115,panda,polarbear,1,1,0,0,1
S115,turtle,dog,1,1,1,1,1
S115,kangaroo,rabbit,1,1,1,1,1
S115,mongoose,bat,1,1,1,1,1
S115,moth,alligator,1,0,0,0,0
S115,dog,panda,1,1,1,1,1
S115,fox,kangaroo,1,1,1,0,1
S115,spider,polarbear,0,0,1,1,0
S115,crocodile,grizzlybear,1,1,1,1,1
S115,spider,dog,0,0,0,1,0
S115,cat,scorpion,1,1,1,1,1
S115,polarbear,grizzlybear,1,1,1,1,1
S115,ferret,raccoon,1,1,1,1,1
S115,fox,chameleon,1,1,1,1,1
S115,bat,bee,1,1,1,1,1
S115,turtle,rabbit,0,0,0,1,0
S115,mouse,koala,1,1,1,1,1
S115,panda,scorpion,1,1,0,0,1
S115,fish,raccoon,1,1,1,1,1
S115,shark,spider,1,1,0,0,1
S115,cat,panda,0,0,1,0,0
S115,cheetah,bear,1,1,1,1,1
S115,moth,bee,1,1,1,1,1
S115,alligator,chameleon,1,1,1,1,1
S115,mongoose,fox,1,1,1,1,1
S115,koala,echidna,1,1,1,1,1
S115,shark,whale,1,1,1,1,1
S115,rabbit,hedgehog,1,1,1,1,1
S115,cat,whale,1,1,1,1,1
S115,crocodile,bee,1,1,1,1,1
S115,beetle,grizzlybear,1,1,1,1,1
S115,mouse,ferret,1,1,1,1,1
S115,snake,wolf,1,1,1,1,1
S115,dog,raccoon,1,1,1,1,1
S115,crocodile,chameleon,1,1,1,1,1
S115,chameleon,hedgehog,1,1,1,1,1
S115,spider,grizzlybear,0,0,1,1,0
S115,dog,cat,1,1,1,1,1
S115,kangaroo,echidna,0,0,1,1,0
S115,cheetah,tiger,1,1,1,1,1
S115,fox,echidna,1,1,1,1,1
S115,shark,fish,1,1,1,1,1
S115,panda,bear,1,1,1,1,1
S115,rat,mouse,1,1,1,1,1
S115,fish,whale,1,1,1,1,1
S115,koala,hedgehog,0,0,1,0,0
S115,rat,whale,1,1,1,1,1
S115,spider,scorpion,1,1,1,1,1
S115,kangaroo,hedgehog,0,0,1,0,0
S115,fox,bat,1,1,1,1,1
S115,crocodile,alligator,1,1,1,1,1
S115,spider,beetle,1,1,0,1,1
S115,bear,tiger,0,0,1,0,0
S115,crocodile,polarbear,0,0,1,1,0
S115,bat,lion,1,1,1,1,1
S115,panda,whale,0,0,1,1,0
S115,panda,cheetah,0,0,1,1,0
S115,turtle,lizard,1,1,1,1,1
S115,lizard,wolf,0,0,1,0,0
S115,koala,polarbear,1,1,0,0,1
S115,chameleon,echidna,0,0,1,0,0
S115,alligator,bee,1,1,1,1,1
S115,scorpion,polarbear,0,0,1,1,0
S115,whale,raccoon,0,0,1,0,0
S115,mouse,raccoon,0,0,1,0,0
S115,snake,lizard,1,1,1,1,1
S115,tiger,lion,1,1,1,1,1
S115,mongoose,rat,1,1,1,1,1
S115,turtle,kangaroo,0,0,1,0,0
S116,elephant,polarbear,0,0,1,0,0
S116,rhinoceros,hippopotamus,1,1,1,1,1
S116,pig,kangaroo,0,0,0,1,0
S116,panther,monkey,1,1,0,0,1
S116,boar,hippopotamus,1,1,1,1,1
S116,pig,squirrel,0,0,1,0,0
S116,pig,bison,1,1,1,1,1
S116,cow,bison,1,1,0,1,1
S116,eagle,bird,1,1,1,1,1
S116,slowloris,cheetah,0,0,1,0,0
S116,rat,slowloris,0,0,1,0,0
S116,seal,rabbit,1,1,1,1,1
S116,boar,rhinoceros,0,0,1,0,0
S116,slowloris,meerkat,1,1,1,1,1
S116,meerkat,hedgehog,1,1,1,1,1
S116,mouse,whale,1,1,1,1,1
S116,gerbil,elephant,1,1,1,1,1
S116,cheetah,lion,1,1,1,1,1
S116,sheep,dog,0,0,1,0,0
S116,dolphin,whale,1,1,1,1,1
S116,sheep,horse,1,1,1,1,1
S116,giraffe,dog,1,1,1,1,1
S116,boar,kangaroo,0,0,1,1,0
S116,bird,hawk,1,1,1,1,1
S116,eagle,bat,1,1,1,1,1
S116,zebra,cheetah,1,1,1,1,1
S116,llama,horse,0,0,1,1,0
S116,deer,turkey,1,1,1,1,1
S116,kangaroo,hyena,1,1,1,1,1
S116,chicken,bird,1,1,1,1,1
S116,ape,monkey,1,1,1,1,1
S116,slowloris,lion,0,0,1,0,0
S116,panther,polarbear,1,1,1,1,1
S116,kangaroo,whale,1,1,1,1,1
S116,human,ape,1,1,1,1,0
S116,zebra,horse,1,1,1,1,1
S116,llama,bear,1,1,1,1,1
S116,horse,dog,1,1,1,1,1
S116,dolphin,polarbear,1,1,1,1,1
S116,chipmunk,squirrel,1,1,1,1,1
S116,rhinoceros,giraffe,1,1,1,1,1
S116,llama,kangaroo,1,1,0,0,1
S116,horse,cow,1,1,1,1,1
S116,human,boar,1,1,1,1,1
S116,monkey,lion,0,0,0,1,0
S116,walrus,hawk,1,1,1,1,1
S116,deer,panda,1,1,1,1,1
S116,bird,squirrel,1,1,1,1,1
S116,mouse,squirrel,0,0,1,1,0
S116,squirrel,hedgehog,1,1,1,1,1
S116,bear,dog,0,0,1,0,0
S116,human,chimpanzee,1,0,1,1,1
S116,alpaca,elephant,1,1,1,1,1
S116,human,lion,1,1,0,0,1
S116,tasmaniandevil,kangaroo,1,1,1,1,1
S116,zebra,cow,0,0,1,1,0
S116,boar,tasmaniandevil,1,1,1,1,1
S116,slowloris,chimpanzee,1,1,1,1,1
S116,seal,gerbil,0,0,1,1,0
S116,slowloris,elephant,1,1,1,1,1
S116,dolphin,mouse,0,0,1,1,0
S116,dolphin,bird,0,0,1,0,0
S116,pig,cow,1,1,1,1,1
S116,tasmaniandevil,hyena,1,1,1,1,1
S116,chipmunk,rat,1,1,1,1,1
S116,bird,whale,0,0,1,0,0
S116,pig,chicken,1,1,1,1,1
S116,slowloris,monkey,0,0,1,0,0
S116,panther,cat,1,1,1,1,1
S116,llama,alpaca,1,1,1,1,1
S116,chicken,turkey,1,1,1,1,1
S116,mouse,slowloris,1,1,1,1,1
S116,panda,monkey,1,1,1,1,1
S116,bear,cat,1,1,1,1,1
S116,panda,rhinoceros,1,1,0,0,1
S116,elephant,giraffe,1,1,1,1,1
S116,chimpanzee,monkey,1,1,1,1,1
S116,panda,giraffe,1,1,1,1,1
S116,dog,cat,1,1,1,1,1
S116,squirrel,bison,1,1,1,1,1
S116,rat,mouse,1,1,1,1,1
S116,hawk,meerkat,1,1,1,1,1
S116,alpaca,polarbear,1,1,1,1,1
S116,monkey,hyena,1,1,1,1,1
S116,polarbear,giraffe,1,1,0,1,1
S116,rat,squirrel,1,1,1,1,1
S116,dolphin,walrus,1,1,0,1,1
S116,panther,lion,1,1,1,1,1
S116,llama,pig,1,1,1,1,1
S116,panda,slowloris,1,1,1,1,1
S116,gerbil,rabbit,1,1,1,1,1
S116,dolphin,cheetah,0,0,0,1,0
S116,ape,chimpanzee,1,1,1,1,1
S116,panda,elephant,0,0,1,1,0
S116,horse,bat,1,1,1,1,1
S116,dolphin,lion,1,1,1,1,1
S116,llama,sheep,1,1,0,0,1
S116,elephant,cheetah,1,1,1,1,1
S116,pig,horse,1,1,1,1,1
S116,cow,groundhog,1,1,1,1,1
S116,human,whale,1,1,1,1,1
S116,deer,slowloris,0,0,1,0,0
S116,seal,cheetah,1,1,0,0,1
S116,eagle,hawk,1,1,1,1,1
S116,human,bird,1,1,0,1,1
S116,horse,cat,0,0,1,0,0
S116,turkey,bird,0,0,1,0,0
S117,ant,prayingmantis,1,1,1,1,1
S117,mouse,rat,1,1,1,1,1
S117,zebra,wolf,1,1,1,1,1
S117,sparrow,swallow,1,1,1,1,1
S117,bluejacket,sparrow,1,1,1,1,1
S117,tarantula,falcon,0,0,1,0,0
S117,ferret,polarbear,1,1,1,1,1
S117,ferret,weasel,1,1,1,1,1
S117,cougar,giraffe,0,0,1,0,0
S117,deer,elk,1,0,1,1,1
S117,deer,grizzlybear,1,1,1,1,1
S117,gazelle,moose,0,0,1,1,0
S117,anteater,mouse,0,0,1,0,0
S117,grizzlybear,polarbear,1,1,1,1,1
S117,shark,tuna,1,1,1,1,1
S117,anteater,trout,1,1,1,1,1
S117,dolphin,hyena,1,1,1,1,1
S117,bluejay,hamster,1,1,1,1,1
S117,dolphin,trout,1,1,1,1,1
S117,deer,gazelle,0,0,1,1,0
S117,spider,gecko,1,1,1,1,1
S117,cougar,cheetah,1,1,0,1,1
S117,gazelle,buffalo,1,1,1,1,1
S117,ferret,hamster,1,1,1,1,1
S117,python,cat,1,1,1,1,1
S117,shark,whale,1,1,1,1,1
S117,gazelle,armadillo,1,1,1,1,1
S117,deer,moose,1,1,1,1,1
S117,spider,beetle,1,1,1,1,1
S117,beetle,mouse,0,0,1,0,0
S117,gerbil,bluejay,0,0,1,1,0
S117,hyena,robin,0,0,1,1,0
S117,pig,cow,1,1,1,1,1
S117,anteater,salamander,1,1,1,1,0
S117,lion,tiger,1,1,1,1,1
S117,cougar,elephant,1,1,1,1,1
S117,whale,trout,0,0,1,0,0
S117,zebra,giraffe,1,1,1,1,1
S117,frog,penguin,1,1,1,1,1
S117,tiger,polarbear,0,0,1,0,0
S117,cougar,wolf,1,1,1,1,1
S117,gerbil,polarbear,0,0,1,0,0
S117,cod,salamander,1,1,1,1,1
S117,lion,cheetah,0,0,1,0,0
S117,brownbear,blackbear,1,1,1,1,1
S117,salmon,grouper,1,1,1,1,1
S117,anteater,ant,1,1,0,1,1
S117,whale,goldeneagle,1,1,1,1,1
S117,dog,wolf,1,1,1,1,1
S117,armadillo,hyena,1,1,1,1,1
S117,anteater,polarbear,1,1,1,1,1
S117,gecko,iguana,1,1,1,1,1
S117,horse,cow,1,1,1,1,1
S117,dove,gorilla,1,1,1,1,1
S117,monkey,gorilla,1,1,1,1,1
S117,ant,beetle,1,1,1,1,1
S117,lion,giraffe,1,1,1,1,1
S117,zebra,monkey,0,0,1,0,0
S117,dolphin,salamander,0,0,1,0,0
S117,zebra,gorilla,1,1,1,1,1
S117,lion,zebra,1,1,1,1,1
S117,pig,tuna,0,0,1,0,0
S117,iguana,eagle,1,1,1,1,1
S117,flamingo,lemur,1,1,1,1,1
S117,trout,tuna,1,1,1,1,1
S117,tiger,hawk,1,1,1,1,1
S117,cod,trout,1,1,1,1,1
S117,mockingbird,hawk,1,1,1,1,1
S117,lion,elephant,1,1,1,1,1
S117,gecko,penguin,0,0,1,0,0
S117,shark,cheetah,0,0,1,0,0
S117,cougar,bluejay,0,0,1,0,0
S117,gerbil,ferret,1,1,1,1,1
S117,ant,mouse,0,0,1,0,0
S117,trout,salmon,1,1,1,1,1
S117,dolphin,whale,1,1,1,1,1
S117,giraffe,cheetah,1,1,1,1,1
S117,monkey,blackwidow,1,1,1,1,1
S117,pig,hyena,1,1,1,1,1
S117,tarantula,blackwidow,1,1,1,1,1
S117,iguana,rat,1,1,1,1,1
S117,robin,weasel,1,1,1,1,1
S117,rat,swallow,1,1,1,1,1
S117,beetle,weasel,1,1,1,1,1
S117,cow,dog,1,1,1,1,1
S117,hyena,wolf,1,1,1,1,1
S117,blackbear,polarbear,1,1,1,1,1
S117,shark,grouper,1,1,1,1,1
S117,elephant,giraffe,1,1,1,1,1
S117,dog,cat,1,1,1,1,1
S117,lemur,hyena,0,0,1,0,0
S117,beetle,fly,1,1,1,1,1
S117,gerbil,hamster,1,1,1,1,1
S117,horse,donkey,1,1,1,1,1
S117,tiger,cheetah,1,1,1,1,1
S117,bear,tiger,1,1,1,1,1
S117,pig,salmon,1,1,1,1,1
S117,baldeagle,falcon,1,1,1,1,1
S117,elk,moose,1,1,1,1,0
S117,salmon,tuna,1,1,1,0,0
S117,mouse,weasel,1,1,1,1,1
S117,anteater,rat,0,0,1,0,0
S117,dove,swallow,1,1,1,1,1
S117,moose,grizzlybear,1,1,1,1,1
S117,dolphin,lemur,1,1,1,1,1
S117,zebra,elephant,1,1,1,1,1
S117,bluejacket,mockingbird,1,1,1,1,1
S117,spider,monkey,1,1,1,1,1
S117,falcon,swallow,0,0,1,0,0
S117,mouse,cat,1,1,1,1,1
S117,falcon,hawk,1,1,1,1,1
S117,elk,gazelle,1,1,1,1,1
S117,tiger,blackbear,1,1,1,1,1
S117,dolphin,cod,0,0,1,0,0
S117,anteater,falcon,1,1,0,1,1
S117,elephant,tiger,0,0,1,0,0
S117,eagle,falcon,1,1,1,1,1
S117,bluejay,swallow,1,1,0,1,1
S117,rat,cat,0,0,1,0,0
S117,zebra,penguin,1,1,1,1,1
S117,gecko,frog,1,1,1,1,1
S117,grizzlybear,brownbear,1,1,1,1,1
S117,whale,cheetah,1,1,1,1,1
S117,ocelot,prayingmantis,1,1,1,1,1
S117,anteater,tuna,0,0,1,0,0
S117,bear,polarbear,1,1,1,1,1
S117,pig,horse,1,1,1,1,1
S117,sparrow,mockingbird,0,0,1,0,0
S117,gerbil,rat,1,1,1,1,1
S117,dolphin,robin,1,1,1,1,1
S117,elephant,swallow,1,1,1,1,1
S117,mouse,dog,1,0,1,1,0
S117,bluejay,robin,1,1,1,1,1
S117,spider,fly,1,1,1,1,1
S117,horse,buffalo,1,1,1,1,1
S117,eagle,swallow,1,1,1,1,1
S117,grizzlybear,blackbear,0,0,1,1,0
S117,ocelot,cougar,1,1,1,1,1
S117,eagle,hawk,1,1,1,1,1
S117,baldeagle,goldeneagle,1,1,1,1,1
S117,tarantula,hawk,1,1,1,1,1
S117,cougar,swallow,0,0,1,0,0
S118,pig,gopher,1,1,1,1,1
S118,shark,rhinoceros,1,1,1,1,1
S118,cricket,grasshopper,1,1,1,1,1
S118,monkey,gopher,1,1,1,1,1
S118,ant,elephant,1,1,1,1,1
S118,gopher,cow,0,0,1,1,0
S118,butterfly,grizzlybear,1,1,1,1,1
S118,bluebird,robin,1,1,1,1,1
S118,spider,beetle,0,0,1,1,0
S118,bee,wasp,1,1,1,1,1
S118,pig,squirrel,1,1,0,0,1
S118,sparrow,crow,1,1,1,1,1
S118,donkey,cow,1,1,1,1,1
S118,lion,squirrel,1,1,1,1,1
S118,shark,dolphin,1,1,1,1,1
S118,lion,tiger,1,1,1,1,1
S118,frog,cricket,0,0,0,1,0
S118,fly,brownbear,0,0,1,0,0
S118,lion,penguin,0,0,1,0,0
S118,monkey,sugarglider,1,1,1,1,1
S118,elephant,squirrel,0,0,0,1,0
S118,sparrow,dolphin,1,1,1,1,1
S118,beetle,sugarglider,1,1,1,1,1
S118,crow,robin,0,0,1,0,0
S118,spider,bee,1,1,1,1,1
S118,turtle,dolphin,0,0,1,0,0
S118,horse,dog,1,1,1,1,1
S118,chipmunk,squirrel,1,1,1,1,1
S118,elephant,dog,1,1,1,1,1
S118,wasp,sugarglider,0,0,1,0,0
S118,polarbear,brownbear,1,1,1,1,1
S118,horse,cow,1,1,1,1,1
S118,gopher,donkey,1,1,1,1,1
S118,turtle,bee,0,0,0,1,0
S118,monkey,gorilla,1,1,1,1,1
S118,duck,horse,1,1,1,1,1
S118,shark,fish,1,1,1,1,1
S118,chipmunk,fish,0,0,1,0,0
S118,panther,rhinoceros,1,1,1,1,1
S118,ant,beetle,1,1,1,1,1
S118,polarbear,penguin,1,1,1,1,1
S118,shark,crocodile,1,1,1,1,1
S118,elephant,penguin,1,1,1,0,1
S118,moth,fly,1,1,1,1,1
S118,penguin,worm,1,1,1,1,1
S118,elephant,ostrich,1,1,1,1,1
S118,turtle,shark,1,1,1,1,1
S118,lion,elephant,1,1,1,1,1
S118,squirrel,penguin,0,0,1,0,0
S118,spider,gopher,1,1,1,1,1
S118,moth,brownbear,0,0,1,0,0
S118,cat,penguin,0,0,0,1,0
S118,pig,cow,1,1,1,1,1
S118,ostrich,robin,1,1,1,1,1
S118,moth,robin,1,1,1,1,1
S118,duck,chicken,1,1,1,1,1
S118,alligator,tiger,1,1,1,1,1
S118,fish,worm,1,1,1,1,1
S118,bee,sugarglider,0,0,0,1,0
S118,beetle,butterfly,1,1,1,1,1
S118,cow,dog,0,0,1,0,0
S118,spider,penguin,0,0,1,0,0
S118,chipmunk,worm,1,1,1,1,1
S118,cat,dog,1,1,1,1,1
S118,squirrel,gopher,1,1,1,1,1
S118,turtle,gorilla,1,1,1,1,1
S118,crow,bluebird,1,1,1,1,1
S118,beetle,fly,1,1,0,1,1
S118,beetle,worm,1,1,1,1,1
S118,turtle,frog,1,1,1,1,1
S118,elephant,cat,0,0,1,0,0
S118,cat,ostrich,1,0,1,1,1
S118,ant,wasp,1,1,1,1,0
S118,rhinoceros,elephant,1,1,1,1,1
S118,frog,fly,1,1,1,1,1
S118,butterfly,brownbear,0,0,1,0,0
S118,lion,polarbear,0,0,1,0,0
S118,elephant,tiger,0,0,1,0,0
S118,chipmunk,pig,1,1,1,1,1
S118,penguin,ostrich,1,1,1,1,1
S118,spider,ant,1,1,1,1,1
S118,spider,cow,0,0,1,0,0
S118,squirrel,ostrich,1,1,0,0,1
S118,grizzlybear,brownbear,1,1,1,1,1
S118,tiger,crow,1,1,1,1,1
S118,polarbear,tiger,1,1,1,1,1
S118,cricket,fly,1,1,1,1,1
S118,crocodile,alligator,1,1,1,1,1
S118,rhinoceros,tiger,1,1,1,1,1
S118,spider,worm,1,1,1,1,1
S118,monkey,dolphin,1,1,1,1,1
S118,panther,worm,1,1,1,1,1
S118,horse,cat,1,0,1,1,0
S118,ant,gopher,0,0,1,0,0
S119,rhinoceros,meerkat,1,1,1,1,1
S119,elephant,meerkat,0,0,1,0,0
S119,frog,snake,1,1,1,1,1
S119,frog,squirrel,1,1,1,1,1
S119,whale,fly,1,1,1,1,1
S119,pig,turkey,1,1,1,1,1
S119,rhinoceros,elephant,1,1,1,1,1
S119,crow,elephant,1,1,1,1,1
S119,hippopotamus,skunk,1,1,1,1,1
S119,pig,cow,1,1,1,1,1
S119,horse,cow,1,1,1,1,1
S119,duck,turkey,1,1,1,1,1
S119,duck,chicken,1,1,1,1,1
S119,crow,penguin,0,0,1,0,0
S119,fish,lion,0,0,1,0,0
S119,frog,jaguar,0,0,1,0,0
S119,shark,jaguar,1,1,1,1,1
S119,pig,chicken,1,1,1,1,1
S119,snake,meerkat,1,1,1,1,1
S119,goose,swan,1,1,1,1,1
S119,ant,emu,1,1,0,1,1
S119,elephant,tiger,1,1,1,1,1
S119,jaguar,parrot,1,1,1,1,1
S119,tiger,jaguar,1,1,1,1,1
S119,horse,penguin,1,0,0,0,1
S119,chicken,turkey,1,1,1,1,1
S119,shark,snake,1,1,1,1,1
S119,opossum,skunk,1,1,1,1,1
S119,raven,penguin,1,1,1,1,1
S119,mouse,snake,1,1,1,1,1
S119,emu,skunk,1,1,1,1,1
S119,elephant,lion,1,1,1,1,1
S119,monkey,gorilla,1,1,1,1,1
S119,pig,horse,0,0,1,0,0
S119,rhinoceros,spider,0,0,1,0,0
S119,dolphin,lion,1,1,1,1,1
S119,whale,lizard,1,1,1,1,1
